degree,count
3,4380
4,1666
5,854
6,589
7,356
8,270
9,225
10,203
11,162
12,124
13,86
14,79
15,90
16,85
17,51
18,59
19,51
20,47
21,41
22,43
23,40
24,25
25,25
26,24
27,27
28,22
29,12
30,13
31,18
32,13
33,11
34,12
35,8
36,7
37,6
38,11
39,12
40,6
41,15
42,7
43,5
44,10
45,5
46,3
47,9
48,7
49,5
50,3
51,4
52,1
53,5
54,2
55,5
56,3
57,8
58,3
59,5
60,2
61,3
62,2
63,2
64,5
65,4
66,5
67,4
68,2
69,1
70,1
71,2
72,6
73,2
74,3
75,5
76,5
77,2
78,2
79,1
80,1
81,2
83,1
85,1
87,2
90,2
91,1
92,2
95,2
97,3
99,1
101,1
103,4
104,2
107,1
110,1
111,2
113,2
115,1
120,2
121,1
123,1
125,1
126,1
127,1
128,1
130,1
131,1
134,1
136,1
139,2
140,2
141,1
142,1
143,1
145,2
147,1
149,1
155,1
156,1
157,1
162,1
163,2
164,2
173,2
195,2
196,1
197,1
201,1
203,1
207,1
212,2
221,1
222,1
235,1
246,1
258,1
265,1
267,1
268,1
284,1
287,1
318,1
323,1
371,1
383,1
402,1
410,1
413,1
479,1
510,1
