degree,count
3,4435
4,1656
5,899
6,557
7,408
8,259
9,201
10,170
11,136
12,123
13,95
14,85
15,82
16,65
17,52
18,38
19,52
20,53
21,23
22,25
23,29
24,33
25,18
26,18
27,21
28,15
29,12
30,19
31,12
32,20
33,9
34,26
35,15
36,9
37,12
38,15
39,9
40,10
41,10
42,10
43,11
44,6
45,9
46,6
47,12
48,7
49,8
50,6
51,7
52,7
53,5
54,5
55,4
56,7
57,2
58,5
59,4
60,3
61,5
62,4
63,4
64,2
65,2
66,4
67,2
68,3
69,6
70,1
71,3
72,3
73,3
74,4
75,2
76,2
77,3
78,2
79,2
80,5
81,1
82,1
83,3
85,1
86,1
87,2
88,1
89,3
91,5
92,2
93,2
94,1
96,2
97,2
100,3
104,1
105,1
106,1
107,1
110,2
111,1
113,1
114,1
115,1
118,3
119,1
121,1
122,2
125,2
129,1
131,2
132,1
134,4
137,1
139,2
141,1
145,1
146,1
147,1
149,2
154,2
155,1
157,1
158,1
159,1
171,2
172,1
177,1
178,1
179,1
185,1
200,1
222,1
242,1
244,1
246,1
248,1
259,1
260,1
268,1
269,1
282,1
297,1
318,1
319,1
325,1
368,1
391,1
403,1
446,1
458,1
