degree,count
3,4309
4,1714
5,931
6,579
7,417
8,282
9,201
10,186
11,140
12,128
13,93
14,90
15,80
16,63
17,67
18,46
19,32
20,30
21,37
22,31
23,23
24,26
25,27
26,16
27,20
28,15
29,14
30,15
31,17
32,22
33,12
34,15
35,13
36,12
37,7
38,12
39,9
40,10
41,11
42,4
43,12
44,8
45,6
46,1
47,7
48,10
49,4
50,5
51,7
52,3
53,6
54,4
55,8
56,6
57,6
59,3
60,4
61,3
62,7
63,1
64,2
65,5
66,2
67,4
68,3
69,1
71,3
72,1
73,2
74,2
75,3
76,2
77,1
79,2
80,1
82,2
83,1
84,2
86,2
87,4
88,3
89,2
90,4
92,3
94,1
95,1
98,2
99,5
100,1
102,1
103,1
104,3
105,1
106,2
107,1
108,4
109,1
110,1
112,1
114,1
116,3
118,2
121,1
122,1
123,1
124,2
126,1
129,1
130,2
131,2
134,2
139,3
153,1
156,1
160,1
164,1
165,1
166,1
171,1
176,1
179,2
183,1
185,1
186,1
188,1
190,1
191,1
203,1
209,1
217,1
226,1
233,1
235,1
257,1
263,2
267,1
281,1
304,1
311,1
318,1
333,1
338,1
340,1
341,1
351,1
372,1
397,1
403,1
455,1
