step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,48,-1,0,58,0,109,0,122,0,125,0,11,14,123,0,0,575,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,103,-1,0,69,0,174,0,225,0,238,0,13,41,222,0,0,1146,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,163,-1,0,77,0,217,0,310,0,327,0,20,59,296,0,0,1726,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,221,-1,0,81,0,248,0,382,0,423,0,18,62,381,0,0,2299,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,281,-1,0,85,0,295,0,467,0,539,0,20,99,473,0,0,2866,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,348,-1,0,89,0,334,0,533,0,627,0,20,109,542,0,0,3410,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,410,-1,0,88,0,352,0,608,0,714,0,20,126,607,0,0,3975,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,464,-1,0,91,0,359,0,680,0,822,0,20,116,673,0,0,4549,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,525,-1,0,94,0,390,0,727,0,903,0,20,143,727,0,0,5121,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,586,-1,0,93,0,402,0,781,0,1005,0,20,169,796,0,0,5682,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,656,-1,0,94,0,413,0,845,0,1086,0,20,140,849,0,0,6247,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,721,-1,0,94,0,438,0,908,0,1176,0,20,162,877,0,0,6814,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,786,-1,0,93,0,431,0,931,0,1268,0,20,184,939,0,0,7382,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,842,-1,0,95,0,429,0,970,0,1351,0,20,214,982,0,0,7958,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,902,3,1,98,2,451,8,1017,4,1419,0,20,222,1042,0,0,8543,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,963,3,1,97,5,443,4,1060,8,1498,0,20,212,1059,0,0,9127,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1018,3,0,96,3,467,6,1087,2,1576,0.02,20,210,1092,0,0,9715,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1066,3,1,92,0,470,3,1117,3,1692,0.0156,20,251,1164,0,0,10294,0,3,3,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1120,3,0,94,2,483,4,1188,5,1771,0.0121,20,215,1177,0,0,10884,0,3,2,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1178,3,0,97,1,482,0,1200,8,1856,0.0093,20,242,1205,0,0,11465,0,3,4,0,3,2,0,-1,0,0,-1,0,0
4200,4209,1235,3,0,94,2,490,4,1235,11,1936,0.0071,20,249,1234,0,0,12049,0,3,1,0,3,5,0,-1,0,0,-1,0,0
4400,4409,1292,3,0,96,1,503,4,1266,9,2012,0.0053,20,212,1269,0,0,12627,0,3,8,0,3,1,0,-1,0,0,-1,0,0
4600,4609,1354,3,0,95,1,496,5,1302,9,2079,0.0039,20,264,1290,0,0,13212,0,3,6,0,3,2,0,3,3,0,-1,0,0
4800,4809,1412,3,0,96,2,492,2,1341,6,2160,0.0443,20,253,1329,0,0,13798,0,3,4,0,3,4,0,3,2,0,-1,0,0
5000,5009,1475,3,1,98,2,533,2,1391,9,2281,0.0342,20,287,1385,0,0,14362,0,3,4,0,3,5,0,3,4,0,-1,0,0
5200,5209,1530,3,0,96,1,534,0,1429,8,2371,0.0262,20,286,1397,0,0,14953,0,3,8,0,3,5,0,3,5,0,3,4,0
5400,5409,1583,3,0,97,3,541,5,1439,7,2464,0.0379,20,322,1447,0,0,15544,0,3,3,0,3,3,0,3,1,0,3,5,0
5600,5609,1645,3,1,97,1,532,4,1496,3,2512,0.0288,20,297,1492,0,0,16132,0,3,2,0,3,1,0,3,1,0,3,5,0
5800,5809,1711,3,1,96,1,519,7,1490,5,2609,0.0216,20,286,1503,0,0,16719,0,3,2,0,3,4,0,3,1,0,3,4,0
6000,6009,1766,3,0,99,1,541,4,1506,5,2664,0.0359,20,312,1536,0,0,17310,0,3,3,0,3,6,0,3,2,0,3,7,0
6200,6209,1828,3,0,96,1,542,3,1557,5,2738,0.0269,20,301,1521,0,0,17899,0,3,5,0,3,3,0,3,3,0,3,3,0
6400,6409,1882,3,0,99,4,545,4,1551,8,2852,0.0198,20,332,1591,0,0,18480,0,3,4,0,3,5,0,3,4,0,3,6,0
6600,6609,1941,3,0,98,2,526,2,1590,8,2908,0.0321,20,319,1593,0,0,19072,0,3,3,0,3,2,0,3,3,0,3,2,0
6800,6809,2002,3,0,100,0,541,4,1625,7,2971,0.0237,20,332,1592,0,0,19659,0,3,1,0,3,3,0,3,2,0,3,3,0
7000,7009,2063,3,1,97,0,558,2,1593,6,3026,0.0169,20,321,1627,0,0,20247,0,3,1,0,3,3,0,3,3,0,3,3,0
7200,7209,2131,3,0,97,2,548,5,1688,8,3126,0.0116,20,344,1638,0,0,20825,0,3,5,0,3,3,0,3,3,0,3,3,0
7400,7409,2186,3,0,97,2,556,1,1658,11,3212,0.0224,20,331,1681,0,0,21417,0,3,1,0,3,4,1,3,3,0,3,1,0
7600,7609,2250,3,0,94,1,557,4,1723,6,3281,0.0157,20,367,1721,0,0,21994,0,3,4,0,3,1,1,3,4,0,3,4,0
7800,7809,2306,3,0,97,0,546,6,1739,4,3386,0.0104,20,325,1721,0,0,22585,0,3,4,0,3,3,1,3,6,0,3,3,0
8000,8009,2364,3,0,101,3,575,7,1737,8,3444,0.0062,20,365,1758,0,0,23159,0,3,3,0,3,2,1,3,3,0,3,2,0
8200,8209,2418,3,0,98,1,572,6,1812,5,3536,0.0229,20,347,1771,0,0,23723,0,3,4,0,3,3,1,3,2,0,3,5,0
8400,8409,2474,3,1,98,1,591,5,1812,6,3623,0.0417,20,366,1842,0,0,24308,0,3,3,0,3,2,1,3,4,0,3,3,0
8600,8609,2538,3,0,101,0,575,5,1833,10,3709,0.0305,20,376,1861,0,0,24897,0,3,1,0,3,3,1,3,6,0,3,2,0
8800,8809,2590,3,0,100,0,574,2,1840,5,3749,0.0215,20,393,1901,0,0,25490,0,3,0,0,3,6,1,3,2,0,3,0,0
9000,9009,2660,3,1,101,1,590,0,1894,6,3846,0.0145,20,364,1915,0,0,26077,0,3,0,0,3,1,0,3,3,0,3,3,0
9200,9209,2734,3,0,103,0,593,5,1886,5,3905,0.0089,20,380,1889,0,0,26665,0,3,4,0,3,3,0,3,3,0,3,0,0
9400,9409,2793,3,0,100,2,588,4,1923,3,3985,0.0344,20,405,1930,0,0,27250,0,3,2,0,3,4,0,3,4,0,3,2,0
9600,9609,2845,3,0,100,0,589,2,1966,5,4058,0.0469,20,398,1915,0,0,27843,0,3,2,0,3,1,0,3,1,1,3,2,0
9800,9809,2911,3,0,101,0,588,4,1969,5,4103,0.1239,20,403,1950,0,0,28433,0,3,2,0,3,3,0,3,1,1,3,4,0
10000,10009,2979,3,1,96,2,590,3,1954,5,4204,0.1298,20,384,1985,0,0,29018,1,3,2,0,3,2,0,3,3,1,3,2,0
10200,10209,3036,3,0,98,1,611,0,2026,5,4281,0.1007,20,397,2013,0,0,29598,1,3,2,1,3,1,0,3,4,1,3,4,0
10400,10409,3097,3,0,99,0,597,3,2001,8,4354,0.0746,20,337,1991,0,0,30194,1,3,2,1,3,1,0,3,2,1,3,4,1
10600,10609,3152,3,0,97,0,580,4,1992,3,4414,0.0538,20,403,2065,0,0,30785,1,3,4,1,3,1,0,3,3,1,3,3,1
10800,10809,3210,3,0,99,0,604,2,2049,1,4468,0.0371,20,437,2069,0,0,31372,1,3,0,1,3,3,0,3,3,1,3,5,1
11000,11009,3271,3,0,98,0,605,3,2039,3,4506,0.0738,20,398,2020,0,0,31963,1,3,2,1,3,4,0,3,1,1,3,2,1
11200,11209,3341,3,0,99,0,591,2,2051,4,4613,0.0531,20,436,2071,0,0,32543,1,3,1,1,3,3,0,3,2,1,3,2,1
11400,11409,3403,3,0,98,1,588,2,2057,3,4665,0.0616,20,413,2093,0,0,33129,1,3,1,1,3,2,0,3,5,1,3,2,1
11600,11609,3456,3,0,101,2,623,3,2083,4,4705,0.0434,20,419,2080,0,0,33721,1,3,3,1,3,7,1,3,1,1,3,2,1
11800,11809,3516,3,0,98,3,614,1,2118,5,4910,0.0288,20,406,2183,0,0,34284,1,3,1,1,3,2,1,3,3,1,3,5,1
12000,12009,3576,3,0,101,0,611,7,2197,8,4957,0.0571,20,427,2182,0,0,34876,1,3,3,1,3,1,1,3,8,1,3,1,1
12200,12209,3632,3,0,103,0,618,2,2201,5,5019,0.0398,20,421,2144,0,0,35466,1,3,0,1,3,1,1,3,0,1,3,1,1
12400,12409,3692,3,0,100,0,632,3,2176,1,5080,0.1117,20,473,2187,0,0,36055,1,3,1,1,3,0,1,3,2,1,3,1,1
12600,12609,3744,3,0,101,3,621,2,2213,3,5156,0.1168,20,445,2270,0,0,36644,1,3,1,0,3,3,1,3,1,1,3,1,1
12800,12809,3814,3,0,97,0,607,1,2157,6,5219,0.0875,20,457,2222,0,0,37236,1,3,0,0,3,1,0,3,4,1,3,4,1
13000,13009,3880,3,0,105,1,623,3,2191,1,5277,0.0641,20,481,2259,0,0,37820,1,3,1,0,3,2,0,3,2,0,3,4,1
