step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,56,-1,0,57,0,105,0,119,0,119,0,10,13,116,0,0,571,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,119,-1,0,67,0,158,0,198,0,206,0,16,48,197,0,0,1148,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,177,-1,0,77,0,219,0,304,0,333,0,18,56,303,0,0,1701,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,244,-1,0,80,0,254,0,373,0,419,0,20,79,379,0,0,2268,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,309,-1,0,82,0,273,0,427,0,489,0,20,99,440,0,0,2845,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,366,-1,0,88,0,299,0,496,0,580,0,20,115,502,1,2,3422,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,440,-1,0,88,0,340,0,568,0,665,0,20,121,562,3,6,3993,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,504,-1,0,87,0,348,0,616,0,753,0,20,128,631,2,4,4559,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,560,-1,0,93,0,371,0,688,0,863,0,20,148,700,3,6,5150,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,620,-1,0,90,0,383,0,738,0,950,0,20,154,755,2,4,5737,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,680,-1,0,92,0,413,0,831,0,1049,0,20,163,806,1,2,6303,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,751,-1,0,93,0,416,0,881,0,1133,0,20,177,879,4,8,6878,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,803,-1,0,93,0,428,0,920,0,1228,0,20,191,922,4,8,7467,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,856,-1,0,95,0,438,0,965,0,1321,0,20,191,964,3,6,8050,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,928,3,0,97,2,447,11,1008,12,1404,0,20,213,1005,3,6,8627,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,987,3,0,98,5,459,7,1063,11,1485,0,20,198,1051,2,4,9214,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1054,3,1,99,1,484,5,1125,11,1580,0,20,220,1100,2,4,9775,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1112,3,0,96,2,504,6,1174,14,1677,0,20,258,1190,3,6,10354,0,3,3,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1178,3,0,101,1,510,4,1215,4,1755,0,20,259,1229,6,12,10938,0,3,6,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1235,3,0,98,3,499,8,1218,4,1843,0,20,260,1247,7,14,11533,0,3,6,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1290,3,0,98,1,492,6,1272,7,1885,0,20,236,1252,8,16,12132,0,3,8,0,3,3,0,-1,0,0,-1,0,0
4400,4409,1351,4,0,97,1,513,6,1302,11,1961,0,20,232,1290,7,14,12731,0,3,8,0,3,11,0,-1,0,0,-1,0,0
4600,4609,1413,4,0,95,2,506,8,1308,8,2022,0,20,272,1328,6,12,13333,0,3,5,0,3,7,0,-1,0,0,-1,0,0
