degree,count
3,4225
4,1697
5,937
6,611
7,409
8,286
9,214
10,189
11,179
12,120
13,105
14,84
15,78
16,74
17,59
18,57
19,53
20,33
21,34
22,34
23,36
24,26
25,16
26,25
27,16
28,17
29,11
30,11
31,13
32,15
33,15
34,8
35,13
36,11
37,16
38,13
39,11
40,5
41,10
42,3
43,11
44,9
45,9
46,9
47,9
48,6
49,6
50,3
51,2
52,2
53,4
54,6
55,1
56,1
57,3
58,5
59,4
60,3
61,3
62,4
63,3
64,2
65,5
66,8
67,2
69,5
70,5
71,4
72,3
73,3
74,1
75,1
76,1
77,2
79,3
80,3
81,1
82,4
84,2
85,1
87,1
88,3
89,3
90,1
91,1
92,1
93,2
94,2
95,1
96,1
98,1
100,1
101,1
103,1
104,1
105,1
106,1
107,3
109,3
110,2
111,1
118,1
123,1
126,1
127,1
128,1
129,1
131,2
132,1
133,1
135,1
136,2
140,1
144,1
146,2
148,1
149,1
151,2
152,1
158,1
159,1
162,1
165,1
170,1
175,1
178,1
180,2
186,1
188,2
191,1
193,1
198,1
209,1
232,1
267,1
277,2
301,1
318,1
347,1
351,1
379,1
390,1
407,1
440,1
500,1
