degree,count
3,4234
4,1732
5,880
6,562
7,411
8,270
9,258
10,179
11,151
12,124
13,107
14,93
15,68
16,71
17,48
18,45
19,51
20,53
21,34
22,35
23,29
24,30
25,23
26,20
27,30
28,23
29,18
30,13
31,24
32,22
33,10
34,16
35,17
36,12
37,8
38,9
39,16
40,15
41,8
42,11
43,7
44,7
45,9
46,8
47,4
48,8
49,7
50,5
51,3
52,4
53,6
54,3
55,3
56,7
57,7
58,2
59,8
60,6
61,6
62,5
63,1
64,4
65,8
66,2
67,2
68,3
70,2
71,3
72,4
73,2
74,5
75,2
76,1
77,1
78,5
80,2
81,1
82,5
83,2
85,1
86,2
88,3
89,4
91,2
92,1
93,1
94,1
95,1
97,3
98,1
100,1
101,1
103,3
104,1
106,1
107,1
109,1
111,1
112,1
118,1
120,1
127,1
131,2
133,1
134,1
136,1
137,1
139,2
140,1
143,1
147,1
150,1
152,1
155,1
156,1
159,1
160,1
163,1
164,1
170,1
172,1
178,1
184,1
187,1
189,1
195,1
202,1
211,1
214,1
230,1
235,2
257,1
258,1
264,1
268,1
276,1
286,1
303,1
304,1
307,1
319,1
322,1
394,1
436,1
537,1
615,1
