step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,44,-1,0,61,0,116,0,131,0,131,0,14,24,130,3,6,591,0
400,409,120,-1,0,71,0,171,0,211,0,220,0,19,51,207,3,6,1137,0
600,609,181,-1,0,77,0,214,0,291,0,319,0,19,64,293,3,6,1718,0
800,809,244,-1,0,80,0,245,0,368,0,401,0,19,61,365,3,6,2291,0
1000,1009,304,-1,0,85,0,279,0,436,0,507,0,19,76,448,3,6,2855,0
1200,1209,363,-1,0,86,0,316,0,537,0,606,0,20,87,524,3,6,3410,0
1400,1409,422,-1,0,91,0,335,0,594,0,706,0,20,119,592,3,6,3984,0
1600,1609,483,-1,0,90,0,364,0,671,0,809,0,20,121,672,3,6,4540,0
1800,1809,542,-1,0,91,0,370,0,710,0,876,0,20,131,707,3,6,5126,0
2000,2009,597,-1,0,93,0,396,0,756,0,991,0,20,162,769,3,6,5715,0
2200,2209,654,-1,0,92,0,400,0,827,0,1068,0,20,157,806,3,6,6289,0
2400,2409,720,-1,0,94,0,395,0,860,0,1142,0,20,184,846,3,6,6875,0
2600,2609,783,-1,0,94,0,420,0,897,0,1209,0,20,176,886,3,6,7470,0
2800,2809,845,-1,0,91,0,427,0,919,0,1273,0,20,171,926,3,6,8065,0
3000,3009,899,3,1,93,2,416,10,951,16,1350,0,20,216,934,3,6,8654,0
3200,3209,957,3,1,91,1,444,9,971,16,1424,0.01,20,223,984,3,6,9249,0
3400,3409,1016,3,0,93,4,454,7,1033,15,1517,0.0078,20,201,1044,3,6,9846,0
3600,3609,1065,3,0,93,2,458,9,1062,16,1601,0.006,20,197,1042,3,6,10434,0
3800,3809,1129,3,0,93,2,461,6,1098,13,1656,0.0046,20,206,1099,3,6,11018,0
4000,4009,1195,3,0,96,3,478,10,1159,12,1797,0.0035,20,221,1145,3,6,11593,0
4200,4209,1262,3,0,97,1,482,10,1198,14,1840,0.0026,20,253,1182,3,6,12190,0
4400,4409,1328,3,0,96,0,495,6,1231,10,1965,0.0119,20,233,1241,3,6,12772,0
4600,4609,1391,3,0,96,4,493,5,1283,12,2051,0.0092,20,254,1279,3,6,13354,0
4800,4809,1454,3,1,99,2,517,6,1316,9,2147,0.007,20,274,1330,3,6,13937,0
5000,5009,1510,3,0,99,0,513,3,1354,13,2238,0.0202,20,275,1369,3,6,14517,0
5200,5209,1567,3,0,99,1,524,5,1396,8,2312,0.0305,20,260,1405,3,6,15109,0
5400,5409,1634,3,0,99,3,526,8,1413,11,2392,0.0535,20,280,1420,3,6,15695,0
5600,5609,1711,3,0,100,3,528,5,1442,9,2450,0.0613,20,306,1440,3,6,16288,1
5800,5809,1775,3,0,102,2,538,3,1456,8,2530,0.129,20,300,1471,3,6,16886,1
6000,6009,1843,3,0,98,1,521,5,1481,7,2597,0.1015,20,323,1490,3,6,17474,1
6200,6209,1908,3,0,98,2,522,6,1526,8,2654,0.0949,20,319,1520,3,6,18064,1
6400,6409,1964,3,0,98,0,534,6,1521,7,2700,0.0742,20,297,1535,3,6,18659,1
6600,6609,2021,3,0,99,0,538,6,1588,8,2831,0.1243,20,305,1566,3,6,19237,1
6800,6809,2087,3,0,98,0,557,4,1601,6,2947,0.1228,20,358,1622,3,6,19802,1
7000,7009,2147,3,1,97,1,548,4,1636,4,3009,0.141,20,346,1642,3,6,20396,1
7200,7209,2210,3,0,97,0,569,4,1672,7,3092,0.1444,20,340,1629,3,6,20981,1
7400,7409,2268,3,0,103,0,552,3,1726,9,3203,0.1138,20,380,1676,3,6,21565,1
