degree,count
3,4430
4,1572
5,938
6,570
7,372
8,295
9,236
10,202
11,131
12,112
13,99
14,79
15,77
16,65
17,62
18,35
19,40
20,34
21,41
22,31
23,36
24,23
25,21
26,15
27,32
28,27
29,22
30,24
31,12
32,21
33,9
34,9
35,11
36,14
37,11
38,13
39,10
40,7
41,13
42,9
43,10
44,7
45,9
46,5
47,10
48,6
49,8
50,1
51,3
52,9
53,6
54,2
55,4
56,6
57,2
58,3
59,3
60,5
61,4
62,6
63,2
64,3
65,3
66,2
69,1
70,3
71,2
72,2
73,2
74,4
75,2
76,4
78,3
79,4
80,2
81,1
82,5
83,2
84,5
86,1
88,1
89,1
90,3
91,1
94,1
95,1
98,1
99,1
100,2
101,1
103,2
105,2
106,3
107,3
108,1
109,1
112,1
113,1
114,2
118,2
119,1
121,1
122,1
124,1
126,1
128,1
129,2
132,1
135,1
136,1
139,1
140,1
141,1
142,1
150,1
151,2
153,1
157,1
158,1
159,1
165,2
166,2
167,1
169,1
172,1
175,1
178,1
181,1
183,1
191,1
193,1
209,1
212,2
214,2
215,1
216,1
227,1
235,1
275,1
290,1
291,1
297,1
304,1
338,1
343,1
367,1
384,1
402,1
404,1
504,1
510,1
513,1
