degree,count
3,4297
4,1675
5,833
6,600
7,407
8,308
9,214
10,205
11,158
12,129
13,113
14,93
15,69
16,50
17,58
18,52
19,48
20,50
21,38
22,26
23,25
24,31
25,25
26,24
27,19
28,26
29,12
30,16
31,14
32,12
33,14
34,17
35,15
36,9
37,19
38,7
39,10
40,5
41,8
42,3
43,13
44,11
45,9
46,7
47,7
48,10
49,11
50,6
51,5
52,4
53,6
54,5
55,5
56,2
58,4
59,3
60,4
61,5
62,5
63,3
64,2
65,4
66,7
67,7
68,7
69,3
70,3
71,2
72,4
73,2
74,1
75,1
76,1
77,3
79,1
80,1
81,2
82,6
83,1
84,3
85,2
86,4
87,2
88,1
89,3
91,2
93,1
95,3
97,3
98,2
99,1
100,3
101,1
102,2
103,2
104,1
105,1
106,1
108,1
111,3
112,3
116,2
118,1
120,2
122,1
123,1
124,1
125,1
126,1
127,1
128,1
133,1
144,1
153,1
157,1
158,1
159,3
162,1
171,1
176,1
180,1
185,2
189,2
198,1
207,1
213,2
225,1
232,1
244,1
262,1
296,1
315,2
317,1
333,1
340,1
359,2
365,1
385,1
411,1
534,1
540,1
