degree,count
3,4437
4,1606
5,863
6,627
7,381
8,254
9,209
10,207
11,144
12,116
13,82
14,76
15,75
16,71
17,54
18,61
19,50
20,37
21,46
22,33
23,26
24,34
25,20
26,26
27,22
28,22
29,14
30,23
31,20
32,12
33,11
34,13
35,9
36,15
37,9
38,10
39,6
40,6
41,7
42,7
43,5
44,10
45,9
46,10
47,8
48,7
49,5
50,6
51,6
52,6
53,10
54,8
55,3
56,4
57,4
58,5
59,5
60,3
61,3
62,6
63,4
64,4
65,3
66,5
67,1
68,1
69,2
70,2
71,2
73,1
74,3
75,7
76,4
77,2
78,1
79,1
80,1
81,1
82,3
83,2
84,2
85,1
87,1
88,2
89,3
91,2
92,1
93,2
95,1
97,2
98,2
99,1
100,2
102,3
105,2
107,4
109,2
110,1
111,2
112,1
113,1
114,2
119,1
120,1
121,1
122,1
123,1
124,1
126,1
128,1
129,2
130,1
132,1
134,1
136,1
139,2
140,1
141,1
145,1
153,1
157,2
161,1
163,1
164,1
166,1
172,2
183,1
184,1
186,1
196,1
198,1
199,1
201,1
206,1
208,1
212,1
230,1
237,1
240,1
247,1
254,1
264,1
269,1
278,1
288,1
289,1
303,1
306,1
316,1
372,2
403,1
427,1
437,1
520,1
