step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,56,-1,0,57,0,105,0,119,0,119,0,10,13,116,0,0,571,0
400,409,112,-1,0,73,0,179,0,221,0,230,0,20,50,224,0,0,1122,0
600,609,161,-1,0,79,0,230,0,318,0,334,0,19,63,317,0,0,1690,0
800,809,215,-1,0,81,0,268,0,395,0,437,0,19,77,395,0,0,2249,0
1000,1009,279,-1,0,84,0,291,0,468,0,540,0,20,97,472,3,6,2834,0
1200,1209,336,-1,0,91,0,320,0,532,0,626,0,20,119,537,4,8,3413,0
1400,1409,395,-1,0,89,0,357,0,624,0,747,0,20,134,625,4,8,3988,0
1600,1609,450,-1,0,92,0,369,0,674,0,831,0,20,129,678,3,6,4570,0
1800,1809,503,-1,0,92,0,379,0,753,0,932,0,20,153,754,2,4,5148,0
2000,2009,560,-1,0,91,0,396,0,807,0,1019,0,20,170,810,1,2,5730,0
2200,2209,617,-1,0,93,0,421,0,871,0,1133,0,20,179,882,1,2,6309,0
2400,2409,674,-1,0,96,0,426,0,925,0,1250,0,20,193,947,4,8,6892,0
2600,2609,738,-1,0,95,0,455,0,1003,0,1333,0,20,203,998,5,10,7471,0
2800,2809,802,-1,0,97,0,464,0,1046,0,1416,0,20,228,1062,2,4,8055,0
3000,3009,856,3,0,97,1,468,6,1063,14,1507,0,20,226,1098,2,4,8635,0
3200,3209,913,3,1,99,4,498,5,1175,9,1635,0,20,239,1166,5,10,9211,0
3400,3409,974,3,0,98,0,496,5,1230,9,1719,0,20,238,1225,4,8,9794,0
3600,3609,1036,3,0,99,3,511,6,1260,11,1804,0,20,256,1278,2,4,10365,0
3800,3809,1092,3,0,97,4,500,5,1319,8,1912,0,20,267,1301,1,2,10939,0
4000,4009,1154,3,2,100,1,541,7,1353,9,1988,0,20,279,1343,2,4,11525,0
4200,4209,1205,3,0,98,3,542,5,1371,9,2061,0,20,253,1359,2,4,12116,0
4400,4409,1276,3,0,100,2,518,8,1397,10,2124,0.012,20,277,1416,2,4,12691,0
4600,4609,1338,3,0,97,1,548,3,1425,9,2213,0.0232,20,275,1458,3,6,13270,0
4800,4809,1399,3,0,101,4,548,1,1485,11,2312,0.0631,20,315,1512,2,4,13828,0
5000,5009,1448,3,0,99,0,544,5,1523,6,2382,0.049,20,293,1549,1,2,14419,0
5200,5209,1509,5,0,99,1,543,9,1534,8,2454,0.0579,20,309,1564,2,4,15007,1
5400,5409,1574,7,3,99,5,559,8,1557,12,2520,0.0464,20,321,1569,3,6,15590,1
5600,5609,1634,9,1,99,4,560,9,1576,15,2586,0.0889,20,319,1562,3,6,16174,1
5800,5809,1704,11,1,99,3,558,12,1627,17,2666,0.0696,20,316,1625,4,8,16754,1
6000,6009,1765,13,1,102,4,576,13,1651,19,2744,0.097,20,300,1632,6,12,17350,1
6200,6209,1826,15,2,100,6,559,14,1669,20,2801,0.1118,20,290,1647,6,12,17950,1
6400,6409,1885,17,0,99,5,555,18,1678,17,2869,0.1101,20,364,1694,7,14,18548,1
6600,6609,1949,19,3,100,8,594,13,1667,19,2931,0.1048,20,346,1716,6,12,19143,1
6800,6809,2011,21,1,99,7,581,17,1720,20,3015,0.1323,20,326,1702,6,12,19742,1
7000,7009,2070,23,1,96,8,575,18,1738,20,3057,0.1514,20,350,1742,4,8,20337,1
7200,7209,2135,24,3,101,9,574,18,1720,20,3126,0.1508,20,340,1764,3,6,20921,1
7400,7409,2198,26,1,100,6,600,17,1838,20,3233,0.1525,20,334,1802,4,8,21490,1
7600,7609,2252,28,1,100,4,590,20,1830,20,3310,0.1616,20,375,1849,5,10,22086,1
7800,7809,2317,30,1,99,6,613,18,1895,20,3425,0.1667,20,386,1886,6,12,22672,1
8000,8009,2379,32,0,101,7,592,16,1878,20,3474,0.2061,20,402,1897,4,8,23265,1
8200,8209,2451,34,2,102,8,626,15,1956,20,3565,0.2012,20,402,1925,4,8,23848,1
8400,8409,2510,36,2,102,8,616,18,1931,20,3643,0.1705,20,399,1929,3,6,24427,1
8600,8609,2583,39,2,101,10,608,19,1963,20,3712,0.1781,20,409,1969,4,8,25007,1
8800,8809,2640,41,1,102,7,608,20,1984,20,3768,0.1799,20,404,2007,4,8,25605,1
9000,9009,2691,43,0,101,8,603,20,1974,20,3835,0.1953,20,429,1996,4,8,26202,1
9200,9209,2740,45,2,100,10,597,19,1998,20,3888,0.1906,20,420,1997,1,2,26801,1
9400,9409,2809,47,2,102,11,601,18,2013,20,3982,0.1817,20,415,2017,1,2,27386,1
9600,9609,2855,49,1,101,9,621,20,2077,20,4059,0.1807,20,384,2014,1,2,27967,1
9800,9809,2909,51,1,100,9,631,19,2057,20,4161,0.1687,20,410,2073,2,4,28540,1
10000,10009,2978,53,3,104,9,635,20,2098,20,4242,0.1634,20,445,2079,2,4,29127,1
10200,10209,3030,55,2,104,15,628,19,2131,20,4319,0.1508,20,438,2116,3,6,29723,1
10400,10409,3097,57,0,102,12,640,18,2116,20,4364,0.1602,20,431,2170,3,6,30322,1
10600,10609,3157,59,0,100,12,613,18,2206,20,4440,0.1716,20,441,2158,3,6,30908,1
10800,10809,3216,61,2,101,9,612,20,2203,20,4505,0.1508,20,461,2180,4,8,31495,1
11000,11009,3271,63,5,103,9,613,20,2192,20,4601,0.1664,20,459,2147,3,6,32090,1
11200,11209,3324,65,4,101,12,635,19,2187,20,4624,0.1521,20,482,2193,5,10,32693,1
11400,11409,3384,67,3,102,8,641,19,2177,20,4688,0.1561,20,460,2226,7,14,33291,1
11600,11609,3436,69,2,99,14,642,20,2226,20,4726,0.1633,20,404,2206,7,14,33900,1
11800,11809,3493,71,1,100,9,624,20,2255,20,4815,0.1923,20,495,2248,7,14,34501,1
12000,12009,3548,72,2,101,14,646,18,2259,20,4882,0.1823,20,429,2218,9,18,35110,1
12200,12209,3602,74,4,102,11,626,19,2238,20,4956,0.193,20,432,2266,8,16,35711,1
12400,12409,3667,76,5,101,11,615,20,2313,20,5015,0.1779,20,486,2228,8,16,36304,1
12600,12609,3725,78,0,100,10,630,20,2326,20,5111,0.192,20,475,2284,7,14,36904,1
12800,12809,3768,80,3,103,13,640,19,2301,20,5178,0.1771,20,441,2296,8,16,37510,1
13000,13009,3820,82,3,99,8,622,19,2349,20,5267,0.2002,20,510,2360,8,16,38108,1
13200,13209,3874,84,5,101,6,646,20,2316,20,5400,0.1836,20,470,2353,9,18,38710,1
13400,13409,3939,86,2,101,9,651,19,2411,20,5486,0.1654,20,517,2384,8,16,39295,1
13600,13609,4011,88,3,100,14,638,18,2419,20,5577,0.1769,20,503,2437,9,18,39883,1
13800,13809,4063,90,1,103,13,652,20,2426,20,5647,0.185,20,541,2428,8,16,40486,1
14000,14009,4120,92,5,101,8,645,20,2434,20,5684,0.2065,20,531,2402,6,12,41084,1
