step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,53,-1,0,59,0,109,0,124,0,125,0,12,25,124,0,0,569,0
400,409,110,-1,0,71,0,173,0,223,0,235,0,15,49,226,0,0,1125,0
600,609,165,-1,0,75,0,212,0,295,0,320,0,19,74,300,0,0,1699,0
800,809,230,-1,0,79,0,245,0,368,0,408,0,19,70,366,0,0,2256,0
1000,1009,300,-1,0,85,0,278,0,435,0,492,0,20,92,433,0,0,2826,0
1200,1209,342,-1,0,88,0,306,0,529,0,615,0,20,94,521,0,0,3411,0
1400,1409,396,-1,0,87,0,338,0,585,0,704,0,20,121,578,0,0,3992,0
1600,1609,460,-1,0,90,0,345,0,638,0,792,0,20,119,650,0,0,4582,0
1800,1809,527,-1,0,93,0,367,0,708,0,866,0,20,131,696,0,0,5158,0
2000,2009,585,-1,0,89,0,384,0,732,0,970,0,20,164,744,0,0,5746,0
2200,2209,648,-1,0,94,0,395,0,805,0,1049,0,20,162,806,0,0,6320,0
2400,2409,712,-1,0,95,0,403,0,840,0,1128,0,20,177,851,0,0,6907,0
2600,2609,761,-1,0,95,0,407,0,885,0,1221,0,20,176,909,0,0,7477,0
2800,2809,819,-1,0,91,0,424,0,945,0,1321,0,20,197,961,0,0,8058,0
3000,3009,888,3,0,90,2,447,3,995,2,1396,0,20,209,989,0,0,8631,0
3200,3209,946,3,0,92,1,436,4,1027,3,1485,0.018,20,202,1031,0,0,9208,0
3400,3409,1018,3,1,94,1,461,1,1065,2,1543,0.014,20,197,1061,0,0,9785,0
3600,3609,1079,3,1,96,4,459,3,1112,4,1622,0.0109,20,214,1102,0,0,10367,0
3800,3809,1136,3,0,95,1,473,3,1134,1,1695,0.0084,20,265,1143,0,0,10953,0
4000,4009,1209,3,0,95,1,464,2,1171,1,1769,0.0063,20,231,1151,0,0,11537,0
4200,4209,1268,3,0,94,1,487,4,1207,5,1873,0.0407,20,222,1211,0,0,12110,0
4400,4409,1325,3,1,97,1,483,4,1255,2,1974,0.0916,20,251,1293,0,0,12690,0
4600,4609,1384,3,0,96,0,498,2,1324,3,2081,0.161,20,273,1315,0,0,13262,1
4800,4809,1450,5,0,97,1,507,7,1318,8,2147,0.1428,20,237,1331,0,0,13845,1
5000,5009,1510,5,0,100,3,525,3,1413,1,2281,0.1111,20,295,1411,0,0,14403,1
5200,5209,1571,5,0,98,1,520,5,1482,5,2382,0.0845,20,322,1457,0,0,14985,1
5400,5409,1632,5,0,99,4,552,4,1479,7,2462,0.0798,20,308,1505,0,0,15553,1
5600,5609,1701,6,0,99,2,551,5,1564,9,2567,0.0816,20,333,1606,0,0,16098,1
5800,5809,1771,6,0,103,2,562,6,1580,6,2628,0.1224,20,318,1617,0,0,16679,1
6000,6009,1824,7,0,100,3,580,6,1622,12,2735,0.1069,20,321,1615,0,0,17252,1
6200,6209,1879,7,0,99,2,552,7,1638,9,2802,0.1077,20,341,1635,0,0,17840,1
6400,6409,1934,7,0,99,3,575,9,1697,10,2933,0.1318,20,334,1705,0,0,18403,1
6600,6609,1988,8,2,101,5,582,6,1727,5,3018,0.1343,20,374,1728,0,0,18988,1
6800,6809,2046,8,1,100,2,577,7,1728,10,3083,0.1557,20,338,1728,0,0,19569,1
7000,7009,2109,10,1,100,2,578,7,1744,14,3119,0.1306,20,388,1770,0,0,20151,1
7200,7209,2179,10,1,101,2,588,7,1807,15,3198,0.1088,20,380,1786,0,0,20738,1
7400,7409,2236,10,1,97,1,603,8,1816,13,3267,0.0826,20,338,1807,0,0,21322,1
7600,7609,2289,10,0,101,1,584,12,1811,15,3355,0.1317,20,355,1837,0,0,21911,1
7800,7809,2351,10,0,99,2,601,9,1867,14,3456,0.1778,20,369,1820,0,0,22487,1
8000,8009,2402,10,0,103,0,592,10,1853,13,3531,0.1731,20,379,1831,0,0,23071,1
8200,8209,2453,10,2,96,2,585,7,1891,18,3593,0.1591,20,397,1876,0,0,23661,1
8400,8409,2508,10,3,101,5,599,8,1870,17,3696,0.1592,20,416,1915,0,0,24248,1
8600,8609,2566,10,0,100,2,609,6,1891,14,3735,0.1729,20,382,1899,0,0,24843,1
8800,8809,2622,10,0,100,3,599,8,1951,14,3788,0.2076,20,401,1919,0,0,25433,1
9000,9009,2674,10,0,99,1,595,8,1964,10,3849,0.1617,20,387,1942,0,0,26023,1
9200,9209,2716,10,0,102,1,592,8,1974,11,3927,0.1382,20,392,1930,0,0,26609,1
9400,9409,2776,10,0,100,3,595,8,1941,12,4030,0.1728,20,430,1973,0,0,27184,1
9600,9609,2843,11,0,97,3,601,8,2011,15,4093,0.2339,20,424,2001,0,0,27757,1
9800,9809,2894,11,0,98,2,596,8,1981,13,4172,0.2271,20,405,2020,0,0,28342,1
10000,10009,2963,11,0,101,2,620,8,2030,12,4255,0.2088,20,384,1990,0,0,28929,1
10200,10209,3020,11,1,101,1,618,3,2093,11,4350,0.2055,20,420,2091,0,0,29498,1
10400,10409,3064,11,1,102,4,606,10,2065,13,4434,0.16,20,375,2094,0,0,30095,1
10600,10609,3114,11,0,103,1,620,6,2153,15,4487,0.1379,20,416,2110,0,0,30682,1
10800,10809,3162,11,0,100,3,605,6,2149,15,4555,0.1422,20,440,2121,0,0,31272,1
11000,11009,3227,11,0,100,2,622,8,2176,13,4638,0.1682,20,413,2079,0,0,31858,1
11200,11209,3308,11,1,102,2,612,3,2173,16,4693,0.219,20,427,2152,0,0,32444,1
11400,11409,3365,11,0,105,0,621,9,2207,12,4746,0.189,20,432,2141,0,0,33027,1
11600,11609,3432,12,0,96,7,617,5,2153,12,4823,0.1929,20,421,2160,0,0,33613,1
11800,11809,3484,13,0,99,1,623,9,2179,16,4893,0.1807,20,437,2154,0,0,34205,1
12000,12009,3543,14,1,97,2,619,12,2235,18,4974,0.1583,20,453,2221,0,0,34789,1
12200,12209,3593,15,0,100,2,648,11,2204,19,5061,0.1643,20,451,2264,0,0,35378,1
12400,12409,3652,15,1,103,3,650,11,2227,18,5137,0.1481,20,428,2244,0,0,35961,1
12600,12609,3702,16,0,102,2,635,9,2243,18,5256,0.1376,20,456,2263,0,0,36548,1
12800,12809,3766,16,0,101,4,634,9,2272,18,5315,0.1612,20,473,2332,0,0,37132,1
13000,13009,3825,16,1,101,2,627,7,2279,18,5412,0.1419,20,482,2309,0,0,37720,1
13200,13209,3879,16,0,102,2,632,9,2358,20,5499,0.1313,20,454,2332,0,0,38304,1
13400,13409,3931,16,0,100,3,625,13,2336,17,5545,0.1206,20,465,2335,0,0,38890,1
13600,13609,3987,16,0,103,3,655,11,2347,18,5692,0.1296,20,506,2350,0,0,39468,1
13800,13809,4053,17,1,101,0,625,11,2326,18,5805,0.1233,20,469,2382,0,0,40048,1
14000,14009,4101,17,0,102,2,650,12,2419,19,5840,0.1468,20,488,2379,0,0,40638,1
