degree,count
3,4475
4,1566
5,892
6,563
7,394
8,293
9,230
10,176
11,149
12,118
13,105
14,100
15,65
16,54
17,51
18,57
19,42
20,31
21,37
22,34
23,36
24,27
25,21
26,21
27,21
28,25
29,20
30,19
31,15
32,7
33,11
34,3
35,17
36,13
37,14
38,9
39,13
40,9
41,9
42,5
43,8
44,5
45,4
46,13
47,5
48,7
49,2
50,7
51,6
52,2
53,8
54,5
55,9
56,5
57,4
58,2
59,7
60,3
61,5
62,1
63,2
64,3
65,2
66,1
67,2
68,4
69,4
70,4
71,2
72,4
73,3
74,4
75,5
76,2
77,1
79,3
80,1
81,1
83,2
84,4
85,4
87,1
88,2
90,1
91,2
92,1
93,2
94,2
95,1
96,1
97,1
98,1
100,2
101,2
103,2
105,1
106,2
108,2
109,1
110,2
111,2
112,1
113,1
117,1
118,2
121,1
124,1
125,1
127,1
129,1
131,1
132,2
133,1
135,1
139,1
141,1
142,1
143,1
145,3
149,1
150,3
152,2
153,1
155,1
162,1
166,1
167,1
169,2
174,1
176,1
177,1
180,1
182,1
187,1
191,2
196,1
198,1
200,1
201,1
204,1
205,1
212,1
217,1
221,1
234,1
240,1
263,1
279,1
280,1
287,1
289,1
295,1
312,1
342,1
350,1
361,1
368,1
370,1
518,1
