degree,count
3,4457
4,1618
5,896
6,584
7,423
8,270
9,224
10,163
11,121
12,120
13,98
14,65
15,73
16,69
17,50
18,49
19,40
20,40
21,41
22,37
23,28
24,28
25,15
26,28
27,21
28,23
29,13
30,18
31,13
32,15
33,12
34,6
35,20
36,10
37,11
38,13
39,14
40,6
41,10
42,10
43,12
44,3
45,10
46,6
47,6
48,8
49,7
50,6
51,7
52,5
53,2
54,8
55,5
56,6
57,4
58,3
59,8
60,2
61,5
62,2
63,3
64,3
65,2
66,1
67,3
68,4
69,4
70,4
71,4
72,2
76,3
77,1
78,3
79,3
80,2
81,2
82,2
83,1
84,3
86,1
87,1
88,3
90,2
91,1
93,1
94,2
96,1
97,2
98,3
99,2
100,3
101,1
102,1
104,2
106,3
107,2
109,1
110,2
111,1
113,1
116,2
118,1
119,2
120,2
122,1
123,4
125,1
129,1
131,1
135,1
138,1
141,1
142,1
143,1
144,1
149,1
150,1
151,1
157,1
158,1
164,2
168,1
169,1
173,1
176,1
180,1
193,1
195,1
200,1
202,3
208,1
209,1
211,1
222,1
223,1
227,1
240,1
255,1
277,1
285,1
287,1
294,1
298,2
303,1
310,1
357,1
460,1
471,1
