degree,count
3,4398
4,1626
5,891
6,570
7,415
8,275
9,250
10,181
11,149
12,131
13,89
14,77
15,74
16,67
17,51
18,47
19,47
20,44
21,32
22,24
23,32
24,29
25,27
26,21
27,23
28,16
29,20
30,12
31,16
32,7
33,15
34,11
35,14
36,10
37,11
38,6
39,9
40,8
41,4
42,8
43,12
44,6
45,9
46,11
47,12
48,4
49,9
50,4
51,11
52,5
53,3
54,5
55,5
56,4
58,3
59,5
60,5
61,3
62,6
63,7
64,4
65,2
66,3
67,3
68,2
69,4
70,2
71,2
72,4
73,3
74,2
75,4
76,3
77,3
78,4
79,1
80,3
82,2
83,2
84,1
86,1
87,1
88,3
89,3
90,1
91,1
92,1
93,1
95,1
97,1
98,1
99,1
100,3
101,3
102,1
103,1
104,1
106,1
107,1
110,2
113,1
114,1
115,3
117,1
119,1
121,1
123,1
124,1
126,1
128,1
129,2
131,2
132,1
135,1
136,1
138,1
139,1
140,1
142,1
146,1
148,1
152,1
155,1
156,1
157,1
161,1
163,1
167,2
168,1
169,1
173,1
180,1
183,1
187,1
190,1
194,2
202,1
208,1
212,1
217,1
239,1
269,1
279,1
287,1
291,1
301,1
313,1
315,1
317,1
347,1
369,1
383,1
387,1
426,1
431,1
572,1
