degree,count
3,4331
4,1714
5,921
6,545
7,394
8,277
9,245
10,185
11,152
12,118
13,86
14,94
15,76
16,47
17,44
18,54
19,34
20,33
21,37
22,36
23,26
24,27
25,31
26,29
27,21
28,22
29,24
30,20
31,14
32,16
33,14
34,11
35,16
36,7
37,12
38,6
39,7
40,10
41,10
42,6
43,7
44,7
45,12
46,4
47,6
48,5
49,3
50,8
51,6
52,3
53,1
54,4
55,2
56,6
57,3
58,2
59,4
60,4
61,2
62,3
63,7
64,4
65,2
66,2
67,3
68,4
69,4
70,1
71,3
72,2
73,2
74,3
75,2
76,1
77,3
78,4
79,2
80,3
81,3
82,3
83,1
84,4
85,1
87,3
88,1
89,1
90,3
91,1
92,3
93,1
94,2
95,2
96,1
97,2
98,2
100,3
101,1
102,1
103,4
104,1
105,1
106,2
107,5
108,1
109,2
111,3
113,2
114,2
117,1
119,1
120,1
121,2
124,1
126,1
127,3
128,2
129,1
130,1
140,1
141,2
144,2
145,1
148,1
149,1
151,1
157,2
158,2
159,1
160,1
162,1
172,1
173,2
177,1
188,1
190,1
210,1
215,1
236,1
256,1
259,1
261,1
299,1
312,1
324,1
351,1
355,1
361,1
369,1
375,1
408,1
450,1
474,1
