degree,count
3,3501
4,1439
5,881
6,570
7,412
8,374
9,301
10,239
11,209
12,184
13,130
14,114
15,110
16,104
17,91
18,79
19,75
20,65
21,80
22,54
23,41
24,47
25,35
26,51
27,40
28,37
29,23
30,27
31,29
32,30
33,26
34,33
35,25
36,28
37,15
38,19
39,16
40,15
41,11
42,10
43,11
44,13
45,16
46,8
47,12
48,5
49,16
50,12
51,9
52,9
53,4
54,8
55,7
56,7
57,6
58,12
59,3
60,5
61,5
62,4
63,6
64,3
65,8
66,6
67,10
68,6
69,1
70,5
71,5
72,5
73,1
74,6
75,3
76,4
77,3
78,6
79,5
80,3
81,3
82,5
83,3
84,4
85,3
86,1
87,2
88,4
89,2
90,5
91,3
92,2
94,1
95,1
96,1
97,2
98,1
99,2
100,4
101,1
102,2
103,2
104,1
105,1
107,3
108,3
109,3
110,2
112,2
113,1
118,1
121,1
122,1
123,1
124,1
125,1
126,2
127,1
129,2
130,2
131,2
132,1
133,2
135,2
136,1
137,1
138,3
140,1
141,4
142,2
144,1
145,2
146,1
147,2
148,2
149,4
155,2
156,1
158,1
159,1
163,1
164,1
166,1
167,1
168,3
170,1
171,1
172,1
177,1
179,1
183,1
185,1
189,1
191,1
192,1
195,2
196,2
197,1
198,1
199,1
200,1
201,1
202,1
203,2
207,1
212,1
220,2
221,1
223,1
226,1
229,1
231,1
234,1
235,1
237,1
245,2
246,1
249,1
256,1
264,1
270,1
287,1
295,1
305,1
309,1
315,1
320,1
329,1
330,1
366,1
429,1
470,1
476,1
478,1
526,1
693,1
702,1
