degree,count
3,4404
4,1599
5,907
6,585
7,392
8,289
9,213
10,208
11,179
12,107
13,99
14,81
15,77
16,67
17,57
18,47
19,54
20,36
21,45
22,36
23,35
24,25
25,18
26,21
27,23
28,16
29,15
30,15
31,17
32,10
33,7
34,17
35,14
36,9
37,11
38,8
39,9
40,6
41,10
42,8
43,3
44,2
45,9
46,5
47,4
48,7
49,9
50,6
51,2
52,3
53,2
54,8
55,1
56,2
57,5
58,5
59,3
60,7
61,4
62,1
63,3
64,3
65,2
66,3
67,3
68,5
69,4
70,2
72,2
73,1
74,1
76,3
77,1
79,2
80,3
81,3
82,2
83,2
84,1
85,4
87,1
88,2
89,3
90,2
91,1
93,4
95,3
96,3
98,1
99,1
100,1
102,1
103,1
104,2
106,3
107,1
108,1
109,1
110,1
111,1
113,1
114,1
116,1
117,3
119,2
124,1
125,1
128,1
133,1
135,1
138,2
140,2
143,1
144,1
145,1
147,1
148,2
150,1
152,2
154,1
155,2
156,1
157,1
158,1
160,1
162,1
166,1
169,1
171,1
172,1
173,2
176,1
182,1
183,1
189,1
192,1
209,1
220,1
233,1
256,1
268,1
274,1
279,1
281,1
309,1
322,1
330,1
346,1
356,1
357,1
361,1
384,1
389,1
411,1
