step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,56,-1,0,57,0,105,0,119,0,119,0,10,13,116,0,0,571,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,119,-1,0,67,0,158,0,198,0,206,0,16,48,197,0,0,1148,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,177,-1,0,77,0,219,0,304,0,333,0,18,56,303,0,0,1701,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,244,-1,0,80,0,254,0,373,0,419,0,20,79,379,0,0,2268,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,309,-1,0,82,0,273,0,427,0,489,0,20,99,440,0,0,2845,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,366,-1,0,88,0,299,0,496,0,580,0,20,115,502,1,2,3422,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,440,-1,0,88,0,340,0,568,0,665,0,20,121,562,3,6,3993,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,504,-1,0,87,0,348,0,616,0,753,0,20,128,631,2,4,4559,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,560,-1,0,93,0,371,0,688,0,863,0,20,148,700,3,6,5150,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,620,-1,0,90,0,383,0,738,0,950,0,20,154,755,2,4,5737,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,680,-1,0,92,0,413,0,831,0,1049,0,20,163,806,1,2,6303,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,751,-1,0,93,0,416,0,881,0,1133,0,20,177,879,4,8,6878,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,803,-1,0,93,0,428,0,920,0,1228,0,20,191,922,4,8,7467,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,856,-1,0,95,0,438,0,965,0,1321,0,20,191,964,3,6,8050,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,927,-1,0,97,0,447,0,1013,0,1401,0,20,201,1007,3,6,8616,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,983,-1,0,97,0,460,0,1087,0,1490,0,20,190,1063,3,6,9200,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1049,-1,0,95,0,467,0,1095,0,1567,0,20,227,1093,3,6,9786,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1114,-1,0,95,0,481,0,1087,0,1609,0,20,228,1103,4,8,10378,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1186,-1,0,91,0,468,0,1131,0,1670,0,20,275,1148,5,10,10967,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1249,-1,0,94,0,492,0,1164,0,1736,0,20,250,1163,5,10,11559,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1294,-1,0,99,0,483,0,1196,0,1855,0,20,225,1208,5,10,12149,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1356,-1,0,95,0,496,0,1245,0,1914,0,20,247,1254,5,10,12730,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1408,-1,0,97,0,491,0,1298,0,1990,0,20,257,1276,6,12,13329,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1470,-1,0,97,0,517,0,1296,0,2075,0,20,255,1306,7,14,13922,0,3,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1529,-1,0,94,0,505,0,1334,0,2158,0,20,227,1336,8,16,14525,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1585,-1,0,98,0,521,0,1380,0,2260,0,20,287,1408,10,20,15117,0,0,1,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1637,-1,0,100,0,532,0,1412,0,2356,0,20,301,1447,9,18,15719,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5600,5609,1698,-1,0,98,0,532,0,1473,0,2421,0,20,291,1441,7,14,16311,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5800,5809,1760,-1,0,97,0,529,0,1481,0,2506,0,20,302,1481,8,16,16912,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
