step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,65,-1,0,54,0,95,0,110,0,109,0,12,22,108,15,348,524,0,0,0,0,0
400,409,134,-1,0,69,0,179,0,221,0,235,0,16,54,224,27,355,815,0,0,0,0,0
600,609,195,-1,0,83,0,241,0,309,0,324,0,18,55,306,75,1178,1657,0,0,0,0,0
800,809,255,-1,0,89,0,302,0,414,0,435,0,19,60,409,72,935,2046,0,0,0,0,0
1000,1009,314,-1,0,97,0,357,0,520,0,554,0,20,98,518,120,1259,2661,0,0,0,0,0
1200,1209,366,-1,0,98,0,416,0,635,0,676,0,20,100,635,165,1601,3401,0,0,0,0,0
1400,1409,428,-1,0,102,0,467,0,736,0,773,0,20,144,731,213,1875,4332,0,0,0,0,0
1600,1609,484,-1,0,103,0,496,0,854,0,917,0,20,145,855,211,1917,4989,0,0,0,0,0
1800,1809,547,-1,0,104,0,522,0,969,0,1045,0,20,176,954,229,1671,5242,0,0,0,0,0
2000,2009,603,-1,0,104,0,555,0,1058,0,1157,0,20,177,1060,307,2309,6264,0,0,0,0,0
2200,2209,657,-1,0,107,0,589,0,1174,0,1286,0,20,268,1172,351,2452,7044,0,0,0,0,0
2400,2409,713,-1,0,107,0,635,0,1270,0,1405,0,20,259,1267,370,2433,7803,0,0,0,0,0
2600,2609,782,-1,0,110,0,638,0,1358,0,1521,0,20,278,1367,415,2454,8270,0,0,0,0,0
2800,2809,845,-1,0,108,0,664,0,1457,0,1645,0,20,310,1463,472,2475,8869,0,0,0,0,0
3000,3009,913,3,1,110,2,680,8,1563,17,1768,0,20,351,1561,487,2712,9755,0,0,0,0,0
3200,3209,973,3,1,107,1,689,9,1653,12,1886,0,20,315,1638,504,2467,10122,0,0,0,0,0
3400,3409,1036,15,0,106,7,688,19,1722,20,1998,0,20,303,1717,539,2260,10333,0,0,0,0,0
3600,3609,1097,13,2,109,9,707,18,1829,20,2121,0,20,371,1813,662,3122,11470,0,0,0,0,0
3800,3809,1174,17,1,110,6,720,20,1879,20,2234,0,20,355,1905,596,2865,11997,0,0,0,0,0
4000,4009,1229,15,1,110,8,712,19,1974,20,2359,0,20,359,1984,602,2309,11988,0,0,0,0,0
4200,4209,1287,19,2,110,11,748,19,2098,20,2510,0,20,419,2101,749,3263,13188,0,0,0,0,0
4400,4409,1349,25,3,109,12,762,20,2175,20,2631,0,20,441,2178,718,3166,13907,0,0,0,0,0
4600,4609,1405,26,2,111,14,749,18,2223,20,2756,0,20,401,2244,739,2738,14065,0,0,0,0,0
4800,4809,1471,29,3,109,10,773,20,2330,20,2879,0,20,490,2346,837,3204,14964,0,0,0,0,0
5000,5009,1526,31,3,110,10,772,20,2443,20,3038,0,20,498,2419,830,3084,15530,0,0,0,0,0
5200,5209,1589,29,1,112,12,791,19,2498,20,3159,0,20,527,2491,798,2747,15835,0,0,0,0,0
5400,5409,1640,32,2,111,14,789,20,2585,20,3294,0,20,572,2591,960,3769,17134,0,0,0,0,0
5600,5609,1714,34,1,109,9,802,20,2646,20,3405,0,20,496,2665,895,3054,17184,0,0,0,0,0
5800,5809,1773,34,4,109,11,782,20,2750,20,3540,0,20,491,2721,977,3264,17803,0,0,0,0,0
6000,6009,1831,34,1,111,11,789,20,2813,20,3671,0,20,508,2787,926,2843,17921,0,0,0,0,0
6200,6209,1890,34,1,108,15,806,20,2852,20,3795,0,20,567,2870,963,2783,18211,0,0,0,0,0
6400,6409,1953,36,1,111,13,826,20,2927,20,3932,0,20,611,2966,1109,3980,19637,0,0,0,0,0
6600,6609,2005,37,2,110,14,841,20,2982,20,4050,0,20,569,3005,1017,3433,19948,0,0,0,0,0
6800,6809,2069,37,6,112,14,805,20,3055,20,4181,0,20,597,3038,1067,3041,19928,0,0,0,0,0
7000,7009,2131,39,1,108,9,820,20,3085,20,4301,0,20,639,3108,1067,3364,20666,0,0,0,0,0
7200,7209,2188,41,3,112,10,842,20,3191,20,4455,0,20,550,3206,1159,3612,21275,0,0,0,0,0
7400,7409,2249,40,5,112,11,846,20,3252,20,4563,0,20,598,3265,1245,3936,22150,0,0,0,0,0
7600,7609,2318,43,3,110,13,807,20,3334,20,4690,0,20,672,3327,1248,3591,22365,0,0,0,0,0
7800,7809,2379,39,0,112,12,807,20,3335,20,4818,0,20,605,3310,1254,3224,22535,0,0,0,0,0
8000,8009,2435,39,3,109,10,850,19,3443,20,4964,0,20,637,3449,1387,3918,23548,0,0,0,0,0
8200,8209,2500,41,0,109,10,844,20,3494,20,5085,0,20,757,3436,1355,3592,23828,0,0,0,0,0
8400,8409,2557,41,4,111,11,858,20,3517,20,5238,0,20,717,3584,1368,3775,24457,0,0,0,0,0
8600,8609,2616,45,2,114,9,853,20,3645,20,5334,0,20,740,3588,1517,4212,25354,0,0,0,0,0
8800,8809,2667,40,1,113,8,882,20,3651,20,5497,0,20,843,3704,1452,4238,26127,0,0,0,0,0
9000,9009,2722,45,1,111,13,848,20,3718,20,5617,0,20,685,3745,1551,4196,26612,0,0,0,0,0
9200,9209,2788,44,2,112,13,869,20,3754,20,5723,0,20,891,3766,1587,4549,27755,0,0,0,0,0
9400,9409,2837,42,4,113,9,864,20,3848,20,5895,0,20,774,3873,1579,4279,28129,0,0,0,0,0
9600,9609,2899,44,2,112,17,877,20,3914,20,6008,0,20,712,3891,1593,4216,28681,0,0,0,0,0
9800,9809,2964,43,2,114,12,868,20,3947,20,6136,0,20,798,3925,1656,4195,29123,0,0,0,0,0
10000,10009,3033,41,2,113,12,882,20,3981,20,6240,0,20,748,3982,1751,4607,30078,0,0,0,0,0
10200,10209,3085,42,2,112,9,872,20,4028,20,6378,0,20,753,3997,1637,4319,30513,0,0,0,0,0
10400,10409,3148,41,0,113,9,883,20,3989,20,6494,0,20,895,4089,1763,4314,30979,0,0,0,0,0
10600,10609,3206,42,3,114,10,885,20,4110,20,6631,0,20,738,4137,1880,5430,32495,0,0,0,0,0
