step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,115,-1,0,69,0,158,0,205,0,214,0,19,46,204,0,0,1138,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,176,-1,0,74,0,207,0,276,0,294,0,17,53,276,0,0,1711,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,230,-1,0,81,0,240,0,348,0,399,0,20,78,362,0,0,2286,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,293,-1,0,83,0,272,0,429,0,494,0,20,80,426,0,0,2852,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,364,-1,0,85,0,296,0,490,0,574,0,19,102,482,1,2,3419,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,419,-1,0,85,0,327,0,572,0,684,0,20,120,579,3,6,3983,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,480,-1,0,90,0,348,0,616,0,769,0,20,134,635,1,2,4573,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,540,-1,0,87,0,348,0,672,0,848,0,20,121,667,3,6,5158,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,597,-1,0,89,0,377,0,716,0,926,0,20,147,718,3,6,5746,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,647,-1,0,90,0,383,0,764,0,1032,0,20,151,775,3,6,6333,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,711,-1,0,93,0,398,0,824,0,1106,0,20,185,831,6,12,6924,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,769,-1,0,92,0,411,0,853,0,1175,0,20,185,861,6,12,7522,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,826,-1,0,92,0,406,0,896,0,1246,0,20,180,896,4,8,8118,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,889,-1,0,94,0,430,0,968,0,1370,0,20,205,962,3,6,8691,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,945,-1,0,93,0,430,0,1024,0,1456,0,20,224,1008,4,8,9281,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1002,-1,0,96,0,458,0,1037,0,1533,0,20,214,1039,4,8,9874,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1064,-1,0,95,0,477,0,1082,0,1648,0,20,213,1106,6,12,10456,0,2,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1135,-1,0,97,0,458,0,1151,0,1736,0,20,243,1168,8,16,11028,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1199,-1,0,97,0,480,0,1187,0,1809,0,20,213,1191,7,14,11623,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1267,-1,0,97,0,504,0,1254,0,1892,0,20,254,1242,6,12,12195,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1332,-1,0,100,0,496,0,1256,0,1991,0,20,262,1267,7,14,12791,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1397,-1,0,94,0,502,0,1302,0,2075,0,20,251,1298,7,14,13381,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1452,-1,0,99,0,501,0,1328,0,2127,0,20,287,1328,3,6,13982,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1519,-1,0,96,0,503,0,1383,0,2224,0,20,251,1370,2,4,14569,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1580,-1,0,99,0,519,0,1418,0,2329,0,20,300,1442,4,8,15144,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1632,-1,0,97,0,545,0,1457,0,2408,0,20,285,1458,6,12,15744,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5600,5609,1695,-1,0,98,0,536,0,1484,0,2464,0,20,294,1470,3,6,16330,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
5800,5809,1757,-1,0,101,0,547,0,1515,0,2565,0,20,301,1524,5,10,16906,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
6000,6009,1816,-1,0,100,0,548,0,1564,0,2650,0,20,285,1555,6,12,17501,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
6200,6209,1882,-1,0,99,0,535,0,1558,0,2727,0,20,332,1568,4,8,18090,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
6400,6409,1943,-1,0,98,0,557,0,1603,0,2816,0,20,330,1611,4,8,18683,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
6600,6609,2001,-1,0,100,0,552,0,1627,0,2902,0,20,337,1632,4,8,19262,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
6800,6809,2068,-1,0,101,0,556,0,1630,0,2942,0,20,344,1624,3,6,19852,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
7000,7009,2118,-1,0,98,0,561,0,1659,0,3001,0,20,306,1701,4,8,20453,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
7200,7209,2180,-1,0,101,0,568,0,1663,0,3067,0,20,305,1653,3,6,21046,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
7400,7409,2234,-1,0,97,0,574,0,1708,0,3147,0,20,354,1708,3,6,21639,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
7600,7609,2297,-1,0,97,0,560,0,1712,0,3220,0,20,352,1731,4,8,22234,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
7800,7809,2347,-1,0,96,0,555,0,1749,0,3281,0,20,358,1730,5,10,22823,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
8000,8009,2401,-1,0,99,0,563,0,1767,0,3350,0,20,370,1745,5,10,23425,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
8200,8209,2460,-1,0,99,0,581,0,1826,0,3494,0,20,363,1853,9,18,24000,0,4,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
8400,8409,2519,-1,0,99,0,574,0,1845,0,3555,0,20,396,1831,10,20,24608,0,0,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
8600,8609,2579,-1,0,100,0,598,0,1864,0,3648,0,20,394,1859,10,20,25210,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
8800,8809,2649,-1,0,100,0,591,0,1896,0,3687,0,20,396,1844,8,16,25811,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
9000,9009,2700,-1,0,98,0,589,0,1924,0,3757,0,20,385,1871,6,12,26408,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
9200,9209,2743,-1,0,100,0,566,0,1880,0,3853,0,20,395,1918,8,16,27011,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
9400,9409,2795,-1,0,103,0,583,0,1910,0,3937,0,20,394,1910,10,20,27622,0,1,1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
9600,9609,2867,-1,0,100,0,593,0,1971,0,3983,0,20,373,1971,12,24,28229,0,3,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
9800,9809,2932,-1,0,100,0,615,0,1988,0,4104,0,20,420,1987,13,26,28815,0,1,1,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
10000,10009,2994,-1,0,103,0,606,0,2020,0,4177,0,20,415,2016,12,24,29430,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
10200,10209,3048,-1,0,97,0,610,0,2086,0,4235,0,20,419,2039,11,22,30033,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
10400,10409,3114,-1,0,103,0,590,0,2077,0,4362,0,20,384,2086,14,28,30642,0,5,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
10600,10609,3164,-1,0,103,0,600,0,2084,0,4430,0,20,403,2023,13,26,31260,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
10800,10809,3226,-1,0,99,0,604,0,2102,0,4454,0,20,456,2105,14,28,31879,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
11000,11009,3290,-1,0,101,0,627,0,2113,0,4529,0,20,461,2110,13,26,32494,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
11200,11209,3355,-1,0,99,0,624,0,2122,0,4655,0,20,444,2127,11,22,33091,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
11400,11409,3429,-1,0,103,0,625,0,2132,0,4718,0,20,473,2128,11,22,33703,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
11600,11609,3509,-1,0,101,0,632,0,2190,0,4780,0,20,481,2148,12,24,34306,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
11800,11809,3567,-1,0,101,0,618,0,2172,0,4823,0,20,404,2109,8,16,34916,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
12000,12009,3634,-1,0,100,0,615,0,2230,0,4861,0,20,474,2177,8,16,35522,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
12200,12209,3698,-1,0,101,0,638,0,2188,0,4919,0,20,448,2195,5,10,36121,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
12400,12409,3757,-1,0,103,0,634,0,2190,0,4963,0,20,428,2201,6,12,36717,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
12600,12609,3815,-1,0,101,0,626,0,2239,0,5057,0,20,473,2166,5,10,37319,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
12800,12809,3871,-1,0,102,0,637,0,2228,0,5082,0,20,466,2233,4,8,37919,0,0,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
13000,13009,3932,-1,0,100,0,646,0,2211,0,5184,0,20,483,2245,5,10,38516,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
13200,13209,3981,-1,0,98,0,626,0,2289,0,5271,0,20,455,2286,4,8,39101,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
13400,13409,4053,-1,0,101,0,637,0,2257,0,5296,0,20,474,2252,3,6,39690,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
13600,13609,4112,-1,0,99,0,631,0,2295,0,5387,0,20,450,2266,5,10,40271,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
13800,13809,4188,-1,0,100,0,639,0,2299,0,5408,0,20,477,2272,5,10,40870,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
14000,14009,4243,-1,0,104,0,640,0,2294,0,5489,0,20,489,2293,4,8,41466,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
14200,14209,4291,-1,0,97,0,636,0,2297,0,5592,0,20,491,2315,5,10,42063,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
14400,14348,4338,-1,0,98,0,630,0,2281,0,5634,0,20,445,2311,6,12,42478,0,1,1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
14600,14408,4398,-1,0,102,0,642,0,2320,0,5579,0,20,470,2326,9,18,42668,0,0,1,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
14800,14460,4450,-1,0,103,0,647,0,2346,0,5593,0,20,440,2350,14,28,42839,0,2,1,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
15000,14534,4524,-1,0,99,0,642,0,2347,0,5594,0,20,523,2305,14,28,43075,0,0,1,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
15200,14595,4585,3,0,102,1,639,4,2355,11,5581,0,20,467,2356,13,26,43277,0,1,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
15400,14658,4648,3,0,106,1,639,2,2336,13,5580,0,20,482,2342,12,24,43476,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
15600,14721,4711,3,0,104,1,664,5,2296,12,5559,0,20,483,2366,10,20,43676,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
15800,14774,4764,3,0,105,0,658,5,2344,11,5613,0,20,510,2336,9,18,43831,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
16000,14827,4817,3,0,102,2,641,2,2418,12,5617,0,20,464,2342,10,20,43996,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
16200,14879,4869,3,0,102,0,651,5,2352,14,5629,0,20,529,2387,10,20,44157,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
16400,14952,4942,3,0,101,1,643,3,2345,12,5614,0.03,20,496,2341,9,18,44385,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
16600,15019,5009,3,0,102,0,643,2,2372,7,5575,0.0561,20,471,2378,10,20,44595,0,0,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
16800,15075,5065,3,0,103,0,670,2,2405,11,5661,0.0437,20,493,2420,10,20,44732,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
17000,15142,5132,3,0,104,1,676,1,2427,9,5664,0.0562,20,485,2371,6,12,44935,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
17200,15210,5200,3,0,106,0,673,6,2469,8,5680,0.0613,20,532,2420,9,18,45141,0,1,1,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
17400,15270,5260,3,0,104,0,649,4,2413,6,5625,0.0471,20,501,2406,7,14,45330,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
17600,15329,5319,5,0,102,1,672,1,2384,7,5618,0.1797,20,548,2435,7,14,45512,1,0,1,2,2,-1,0,0,-1,0,0,-1,0,0,-1,0,0
17800,15398,5388,7,2,104,2,653,7,2443,15,5691,0.1793,20,494,2428,6,12,45691,1,0,0,0,2,-1,0,0,-1,0,0,-1,0,0,-1,0,0
18000,15461,5451,9,0,105,0,668,7,2397,19,5674,0.1413,20,507,2368,7,14,45883,1,1,0,1,2,-1,0,0,-1,0,0,-1,0,0,-1,0,0
18200,15530,5520,11,0,106,1,689,10,2457,18,5680,0.1484,20,518,2401,10,20,46097,1,2,0,1,2,3,4,0,-1,0,0,-1,0,0,-1,0,0
18400,15594,5584,13,0,104,4,653,12,2449,19,5647,0.1166,20,513,2445,11,22,46297,1,0,0,1,2,3,2,0,-1,0,0,-1,0,0,-1,0,0
18600,15643,5633,15,0,105,1,655,8,2459,20,5639,0.1121,20,493,2423,9,18,46452,1,0,0,1,2,3,1,0,-1,0,0,-1,0,0,-1,0,0
18800,15699,5689,17,0,105,3,658,14,2446,19,5643,0.0971,20,494,2477,9,18,46627,1,0,0,1,2,3,3,0,-1,0,0,-1,0,0,-1,0,0
19000,15764,5754,19,1,108,3,670,11,2473,20,5635,0.0755,20,480,2449,8,16,46825,1,0,0,1,2,3,2,0,-1,0,0,-1,0,0,-1,0,0
19200,15834,5824,21,0,105,3,670,12,2447,18,5618,0.0583,20,495,2446,10,20,47041,1,2,0,2,2,3,2,0,-1,0,0,-1,0,0,-1,0,0
19400,15891,5881,23,0,104,4,656,15,2437,20,5660,0.0445,20,537,2427,11,22,47216,1,1,0,0,2,3,4,0,-1,0,0,-1,0,0,-1,0,0
19600,15955,5945,25,0,108,5,681,14,2471,20,5651,0.0334,20,495,2468,10,20,47411,1,0,0,3,2,3,3,0,-1,0,0,-1,0,0,-1,0,0
19800,16018,6008,27,0,104,6,670,14,2446,20,5669,0.0246,20,487,2500,10,20,47591,1,1,0,0,2,3,1,0,-1,0,0,-1,0,0,-1,0,0
20000,16077,6067,27,1,106,3,670,15,2442,20,5649,0,20,487,2467,9,18,47773,0,2,0,0,2,5,2,1,-1,0,0,-1,0,0,-1,0,0
20200,16141,6131,27,1,106,4,664,11,2453,20,5669,0,20,497,2481,8,16,47967,0,0,0,0,2,7,5,1,-1,0,0,-1,0,0,-1,0,0
20400,16200,6190,27,0,106,3,675,15,2492,20,5671,0,20,580,2544,6,12,48139,0,0,0,0,2,11,9,1,-1,0,0,-1,0,0,-1,0,0
20600,16256,6246,27,0,101,8,683,14,2557,20,5702,0,20,568,2516,6,12,48308,0,0,0,1,2,13,9,1,-1,0,0,-1,0,0,-1,0,0
20800,16317,6307,27,0,105,5,671,17,2452,20,5676,0,20,496,2428,5,10,48487,0,1,0,0,2,16,10,1,-1,0,0,-1,0,0,-1,0,0
21000,16372,6362,27,1,106,4,679,17,2487,19,5728,0,20,543,2471,5,10,48643,0,0,0,0,2,19,10,1,-1,0,0,-1,0,0,-1,0,0
21200,16434,6424,27,0,103,1,660,14,2482,20,5669,0,20,519,2453,6,12,48821,0,1,0,1,2,21,12,1,3,1,0,-1,0,0,-1,0,0
21400,16494,6484,27,2,109,0,674,15,2473,20,5650,0,20,562,2499,7,14,49006,0,1,0,0,2,23,13,1,3,1,0,-1,0,0,-1,0,0
21600,16554,6544,27,0,106,3,682,15,2456,20,5652,0,20,495,2442,7,14,49181,0,1,0,0,2,26,13,1,3,4,0,-1,0,0,-1,0,0
21800,16608,6598,27,0,107,5,677,18,2478,20,5590,0,20,533,2451,8,16,49349,0,0,0,1,2,28,10,1,3,1,0,-1,0,0,-1,0,0
22000,16666,6656,27,1,106,2,677,11,2416,20,5626,0,20,503,2433,9,18,49531,0,1,0,0,2,30,13,1,3,1,0,-1,0,0,-1,0,0
22200,16719,6709,27,0,104,3,675,17,2496,20,5633,0,20,493,2518,8,16,49687,0,0,0,0,2,32,14,1,3,1,0,-1,0,0,-1,0,0
22400,16783,6773,27,2,103,2,696,10,2501,20,5573,0,20,591,2463,8,16,49882,0,1,0,0,2,34,12,1,3,4,0,-1,0,0,-1,0,0
22600,16841,6831,27,1,105,3,679,15,2460,20,5564,0,20,481,2459,9,18,50062,0,1,0,1,2,36,16,1,3,6,0,-1,0,0,-1,0,0
22800,16903,6893,27,1,107,5,689,13,2474,20,5583,0,20,503,2487,7,14,50251,0,0,0,0,2,36,14,0,3,2,0,-1,0,0,-1,0,0
23000,16970,6960,27,0,106,5,694,14,2528,20,5642,0,20,528,2470,5,10,50424,0,1,0,0,2,36,13,0,3,1,0,-1,0,0,-1,0,0
23200,17025,7015,27,0,103,3,680,18,2507,20,5613,0,20,542,2518,9,18,50596,0,2,0,3,2,36,14,0,3,0,0,-1,0,0,-1,0,0
23400,17099,7089,27,0,108,3,690,17,2484,20,5599,0,20,520,2503,9,18,50818,0,0,0,0,2,36,15,0,3,4,0,-1,0,0,-1,0,0
23600,17162,7152,27,0,108,4,675,11,2475,20,5564,0,20,528,2486,8,16,51018,0,0,0,1,2,36,15,0,3,0,0,-1,0,0,-1,0,0
23800,17225,7215,27,0,105,3,702,13,2503,20,5565,0,20,482,2467,5,10,51200,0,0,0,0,2,36,14,0,3,3,0,-1,0,0,-1,0,0
24000,17281,7271,27,0,106,4,685,15,2453,20,5582,0,20,530,2475,6,12,51367,0,0,0,1,2,36,12,0,3,2,0,-1,0,0,-1,0,0
24200,17340,7330,27,1,104,4,685,15,2475,20,5562,0,20,533,2516,6,12,51511,0,0,0,0,2,36,16,0,3,2,0,3,0,0,-1,0,0
24400,17400,7390,27,0,102,0,654,11,2494,20,5550,0,20,519,2516,2,4,51683,0,0,0,1,2,36,15,0,3,3,0,3,0,0,-1,0,0
24600,17443,7433,27,0,104,5,693,17,2463,20,5539,0,20,512,2525,2,4,51803,0,1,0,0,2,36,17,0,3,0,0,3,1,0,-1,0,0
