step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,48,-1,0,58,0,109,0,122,0,125,0,11,14,123,0,0,575,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,103,-1,0,69,0,174,0,225,0,238,0,13,41,222,0,0,1146,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,163,-1,0,77,0,217,0,310,0,327,0,20,59,296,0,0,1726,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,221,-1,0,81,0,248,0,382,0,423,0,18,62,381,0,0,2299,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,281,-1,0,86,0,286,0,470,0,539,0,20,91,474,2,4,2870,0,0,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,344,-1,0,84,0,309,0,512,0,614,0,20,85,514,2,4,3454,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,404,-1,0,86,0,312,0,550,0,679,0,20,112,566,1,2,4046,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,469,-1,0,86,0,353,0,638,0,802,0,20,116,636,1,2,4612,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,531,-1,0,92,0,360,0,700,0,863,0,20,141,698,1,2,5193,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,597,-1,0,92,0,373,0,730,0,941,0,20,140,725,3,6,5785,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,673,-1,0,94,0,376,0,778,0,1018,0,20,149,782,3,6,6366,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,725,-1,0,92,0,408,0,841,0,1136,0,20,147,859,7,14,6948,0,4,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,794,-1,0,92,0,411,0,875,0,1218,0,20,168,886,5,10,7532,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,844,-1,0,95,0,448,0,956,0,1335,0,20,198,974,2,4,8092,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,910,-1,0,94,0,439,0,1006,0,1411,0,20,196,1028,1,2,8670,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,978,-1,0,95,0,458,0,1043,0,1480,0,20,204,1024,1,2,9259,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1043,-1,0,94,0,466,0,1099,0,1547,0,20,210,1091,1,2,9855,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1097,-1,0,96,0,463,0,1098,0,1626,0,20,248,1122,3,6,10449,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1148,-1,0,94,0,474,0,1146,0,1706,0,20,209,1134,2,4,11044,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
