degree,count
3,4332
4,1636
5,928
6,550
7,403
8,290
9,232
10,182
11,142
12,122
13,104
14,100
15,78
16,67
17,73
18,52
19,52
20,38
21,35
22,27
23,41
24,32
25,24
26,16
27,18
28,18
29,18
30,12
31,12
32,19
33,16
34,11
35,8
36,15
37,9
38,7
39,7
40,8
41,10
42,7
43,5
44,16
45,11
46,6
47,6
48,3
49,8
50,5
51,7
52,2
53,5
54,7
55,4
56,2
57,7
58,5
59,3
60,5
61,4
62,6
63,1
64,4
66,6
67,4
69,2
70,3
71,4
72,2
73,3
74,2
75,1
76,2
77,2
78,2
79,2
80,1
81,3
82,3
83,1
85,2
86,3
88,2
89,2
91,1
92,1
93,2
94,1
95,1
96,1
97,2
98,1
99,2
100,2
101,1
102,2
104,3
107,1
108,1
109,2
110,1
111,2
114,1
115,1
116,2
120,1
121,1
124,1
126,3
128,2
129,1
130,1
131,2
132,1
133,1
134,2
135,1
136,1
137,1
141,1
143,1
144,1
148,1
150,1
154,1
161,1
164,1
168,2
180,1
183,1
184,2
189,1
192,3
216,1
230,1
232,1
247,1
277,1
281,1
296,1
298,1
307,1
309,1
313,1
355,1
362,1
376,1
378,1
406,1
429,1
472,1
