degree,count
3,4333
4,1710
5,962
6,576
7,360
8,284
9,204
10,166
11,153
12,97
13,91
14,101
15,76
16,69
17,74
18,47
19,42
20,31
21,40
22,34
23,28
24,25
25,25
26,21
27,17
28,24
29,20
30,15
31,11
32,12
33,18
34,7
35,16
36,9
37,13
38,10
39,5
40,8
41,8
42,9
43,4
44,10
45,6
46,5
47,7
48,7
49,6
50,4
51,2
52,4
53,3
54,8
55,7
56,4
57,4
58,4
59,6
61,5
62,2
63,2
64,6
65,4
66,4
67,1
68,4
69,3
70,3
72,3
73,4
74,4
75,3
76,2
77,6
78,3
80,2
81,2
82,2
83,1
84,4
85,2
86,2
87,2
88,3
89,1
90,2
91,1
92,2
93,4
95,2
99,3
101,1
103,4
104,3
105,2
108,4
109,1
111,1
112,2
113,2
114,1
120,1
124,1
125,2
127,1
128,2
130,2
131,1
132,1
137,1
138,1
139,1
141,1
154,1
155,3
156,1
159,1
164,1
166,1
175,1
180,1
187,1
188,1
191,1
192,1
200,1
202,1
204,1
206,1
218,1
223,1
224,1
227,1
233,2
234,1
235,2
264,1
267,1
280,2
308,1
314,1
327,1
382,1
498,1
535,1
536,1
581,1
