step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,62,-1,0,58,0,100,0,115,0,116,0,13,21,114,0,0,563,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,118,-1,0,69,0,166,0,209,0,225,0,19,42,213,0,0,1131,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,183,-1,0,74,0,208,0,282,0,305,0,19,65,280,0,0,1704,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,255,-1,0,81,0,239,0,360,0,398,0,20,63,351,0,0,2276,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,310,-1,0,81,0,271,0,418,0,493,0,20,80,421,1,2,2856,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,372,-1,0,84,0,295,0,477,0,557,0,20,81,465,2,4,3443,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,427,-1,0,83,0,302,0,531,0,647,0,20,110,533,2,4,4032,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,485,-1,0,86,0,332,0,604,0,750,0,20,117,604,2,4,4623,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,550,-1,0,89,0,353,0,656,0,847,0,20,144,669,2,4,5188,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,612,-1,0,91,0,374,0,722,0,933,0,20,133,716,3,6,5773,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,673,-1,0,91,0,396,0,783,0,1043,0,20,162,799,2,4,6333,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,738,-1,0,93,0,418,0,849,0,1130,0,20,180,857,2,4,6908,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,794,-1,0,94,0,426,0,906,0,1221,0,20,187,914,2,4,7495,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,849,-1,0,96,0,426,0,961,0,1320,0,20,176,958,1,2,8068,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,914,-1,0,97,0,440,0,975,0,1382,0,20,184,983,1,2,8650,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,975,-1,0,95,0,457,0,1019,0,1467,0,20,203,1031,1,2,9239,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1024,-1,0,96,0,477,0,1100,0,1596,0,20,208,1111,2,4,9792,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1084,-1,0,100,0,484,0,1178,0,1678,0,20,219,1174,4,8,10375,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1138,-1,0,97,0,494,0,1193,0,1766,0,20,236,1196,4,8,10957,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1190,-1,0,97,0,504,0,1241,0,1883,0,20,251,1258,4,8,11521,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1245,-1,0,94,0,504,0,1295,0,1953,0,20,243,1285,7,14,12127,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1298,-1,0,97,0,514,0,1325,0,2047,0,20,230,1331,6,12,12721,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1358,-1,0,98,0,509,0,1332,0,2103,0,20,257,1336,4,8,13317,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1417,-1,0,100,0,515,0,1395,0,2217,0,20,270,1395,5,10,13904,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
