step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,58,-1,0,62,0,115,0,129,0,129,0,12,26,128,0,0,546,0,0,0,0,0
400,409,128,-1,0,68,0,169,0,209,0,217,0,20,36,208,0,0,1103,0,0,0,0,0
600,609,195,-1,0,74,0,206,0,275,0,292,0,20,56,272,0,0,1682,0,0,0,0,0
800,809,253,-1,0,82,0,257,0,366,0,400,0,18,61,365,0,0,2234,0,0,0,0,0
1000,1009,314,-1,0,84,0,281,0,435,0,490,0,20,93,429,0,0,2811,0,0,0,0,0
1200,1209,378,-1,0,84,0,301,0,484,0,565,0,20,107,490,0,0,3389,0,0,0,0,0
1400,1409,449,-1,0,89,0,326,0,563,0,674,0,19,105,560,0,0,3956,0,0,0,0,0
1600,1609,516,-1,0,88,0,345,0,615,0,738,0,20,107,606,1,2,4532,0,0,0,1,0
1800,1809,584,-1,0,89,0,352,0,640,0,808,0,20,125,658,2,4,5115,0,0,0,1,0
2000,2009,653,-1,0,90,0,372,0,726,0,922,0,20,129,721,2,4,5677,0,0,0,0,0
2200,2209,722,-1,0,93,0,400,0,787,0,1004,0,20,155,764,1,2,6253,0,0,0,0,0
2400,2409,788,-1,0,97,0,408,0,851,0,1101,0,20,173,853,4,8,6813,0,2,0,1,0
2600,2609,841,-1,0,96,0,422,0,879,0,1176,0,20,157,886,4,8,7401,0,1,0,0,0
2800,2809,895,-1,0,95,0,430,0,924,0,1268,0,20,183,931,4,8,7993,0,0,0,0,0
3000,3009,964,3,0,95,4,442,8,976,9,1343,0,20,205,974,5,10,8586,0,0,0,1,0
3200,3209,1020,3,0,93,3,452,5,1003,11,1422,0,20,214,997,5,10,9179,0,1,0,0,0
3400,3409,1078,3,0,91,1,450,9,1030,11,1490,0.0257,20,201,1031,7,14,9777,0,1,0,1,0
3600,3609,1129,3,0,96,5,464,7,1068,6,1581,0.0477,20,220,1071,6,12,10368,0,1,0,1,0
3800,3809,1191,3,0,96,2,465,8,1120,15,1667,0.051,20,242,1119,6,12,10960,0,0,0,0,0
4000,4009,1247,3,0,95,0,475,4,1149,7,1755,0.0722,20,245,1152,5,10,11551,0,0,0,1,0
4200,4209,1304,3,0,97,2,483,3,1207,9,1870,0.0722,20,248,1204,3,6,12129,0,0,0,1,0
4400,4409,1353,3,2,99,2,496,3,1264,10,1942,0.0555,20,231,1252,4,8,12731,0,1,0,0,0
4600,4609,1422,5,1,96,2,492,7,1269,10,2041,0.0822,20,228,1287,6,12,13319,1,1,1,0,2
4800,4809,1471,7,0,97,1,513,6,1311,14,2116,0.1167,20,285,1317,4,8,13906,1,0,0,0,2
5000,5009,1531,9,0,100,9,513,11,1333,18,2222,0.1354,20,261,1348,3,6,14487,1,1,0,0,2
5200,5209,1583,12,2,97,5,515,12,1405,20,2300,0.1246,20,284,1395,4,8,15081,1,0,0,1,2
5400,5409,1645,14,1,98,2,514,15,1404,19,2377,0.1187,20,280,1434,5,10,15680,1,0,0,1,2
5600,5609,1715,16,3,99,2,514,17,1450,20,2441,0.1092,20,293,1447,6,12,16279,1,1,0,0,2
5800,5809,1776,18,2,100,6,511,18,1497,20,2540,0.1249,20,314,1485,7,14,16877,1,0,0,1,2
