degree,count
3,4409
4,1664
5,885
6,541
7,398
8,301
9,216
10,193
11,146
12,101
13,86
14,75
15,71
16,65
17,58
18,52
19,58
20,42
21,36
22,26
23,38
24,23
25,20
26,29
27,20
28,18
29,21
30,19
31,19
32,16
33,13
34,11
35,18
36,16
37,7
38,8
39,5
40,14
41,3
42,9
43,13
44,14
45,6
46,7
47,8
48,1
49,5
50,5
51,8
52,3
53,5
54,4
55,2
56,7
57,4
58,6
59,3
60,5
61,6
62,1
63,3
64,5
65,2
66,3
67,5
68,3
69,4
70,3
71,2
72,1
73,2
74,4
75,4
76,2
78,6
79,4
80,1
81,3
82,2
83,1
84,2
87,1
89,1
91,2
92,2
93,1
94,1
95,2
96,2
99,1
105,1
106,1
107,1
109,1
110,3
113,2
115,4
116,1
117,1
119,1
121,1
122,1
124,1
128,1
129,1
130,1
132,1
133,1
134,1
135,1
138,1
142,2
143,1
146,1
147,1
148,1
152,1
153,1
155,1
156,1
160,1
161,1
162,1
165,1
167,1
169,2
170,1
171,1
172,1
175,1
177,1
183,1
184,1
189,1
193,1
195,1
196,1
202,1
210,2
220,1
227,1
229,1
241,1
249,2
264,1
293,1
300,1
329,1
338,1
351,1
403,1
419,1
496,1
