step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,59,-1,0,59,0,106,0,115,0,120,0,12,20,118,0,0,569,0,0,0,0,0
400,409,126,-1,0,72,0,176,0,213,0,217,0,17,45,214,0,0,1111,0,0,0,0,0
600,609,196,-1,0,82,0,225,0,298,0,318,0,20,60,301,0,0,1644,0,0,0,0,0
800,809,245,-1,0,81,0,255,0,365,0,401,0,18,57,361,0,0,2213,0,0,0,0,0
1000,1009,308,-1,0,89,0,293,0,449,0,507,0,20,86,452,0,0,2761,0,0,0,0,0
1200,1209,359,-1,0,89,0,308,0,526,0,602,0,20,108,522,0,0,3342,0,0,0,0,0
1400,1409,411,-1,0,88,0,337,0,567,0,681,0,20,112,580,1,2,3918,0,0,0,1,0
1600,1609,481,-1,0,89,0,356,0,656,0,774,0,20,134,644,1,2,4498,0,0,0,0,0
1800,1809,539,-1,0,92,0,361,0,689,0,856,0,20,143,683,1,2,5078,0,0,0,0,0
2000,2009,606,-1,0,94,0,373,0,727,0,944,0,20,148,737,1,2,5664,0,0,0,0,0
2200,2209,658,-1,0,90,0,394,0,787,0,1036,0,20,152,784,1,2,6233,0,0,0,0,0
2400,2409,705,-1,0,95,0,413,0,862,0,1142,0,20,161,845,1,2,6808,0,0,0,1,0
2600,2609,763,-1,0,90,0,414,0,900,0,1228,0,20,171,882,2,4,7391,0,0,0,1,0
2800,2809,815,-1,0,93,0,426,0,950,0,1315,0,20,174,930,3,6,7985,0,0,0,2,0
3000,3009,878,3,1,92,2,433,3,982,11,1400,0,20,206,961,3,6,8571,0,0,0,0,0
3200,3209,940,3,0,96,1,441,10,1028,9,1475,0,20,203,1011,1,2,9157,0,0,0,0,0
3400,3409,993,3,0,99,3,446,7,1049,9,1563,0,20,191,1057,2,4,9749,0,0,0,1,0
3600,3609,1059,3,0,96,0,460,7,1098,6,1675,0,20,234,1102,2,4,10327,0,0,0,0,0
3800,3809,1110,3,0,98,2,459,6,1134,9,1762,0,20,230,1146,1,2,10919,0,0,0,0,0
4000,4009,1170,3,0,95,1,471,3,1178,11,1820,0,20,229,1169,1,2,11509,0,0,0,0,0
4200,4209,1233,3,0,98,1,495,3,1249,6,1954,0,20,257,1217,0,0,12071,0,0,0,0,0
4400,4409,1302,3,0,97,0,504,6,1284,7,2037,0,20,247,1298,0,0,12642,0,0,0,0,0
4600,4609,1367,3,0,100,3,503,3,1318,6,2101,0,20,270,1324,0,0,13218,0,0,0,0,0
4800,4809,1422,3,0,99,1,516,6,1388,8,2222,0,20,286,1373,1,2,13783,0,0,0,1,0
5000,5009,1484,3,0,96,1,517,5,1381,3,2281,0,20,279,1393,1,2,14370,0,0,0,0,0
5200,5209,1533,3,0,95,1,524,5,1420,4,2370,0.0094,20,288,1424,1,2,14962,0,0,0,0,0
5400,5409,1593,3,1,94,0,523,4,1482,7,2473,0.0664,20,301,1460,1,2,15525,0,0,0,0,0
5600,5609,1664,5,3,99,4,542,8,1528,11,2554,0.0615,20,286,1524,3,6,16115,1,0,0,2,3
5800,5809,1719,7,1,98,1,543,9,1537,17,2649,0.0486,20,316,1511,3,6,16701,1,0,0,0,3
6000,6009,1776,9,0,98,5,553,10,1602,17,2733,0.0419,20,292,1584,1,2,17276,1,0,0,0,3
6200,6209,1833,11,0,99,4,546,13,1641,20,2808,0.056,20,314,1578,1,2,17870,1,0,0,0,3
6400,6409,1892,13,1,101,5,556,14,1627,18,2896,0.0717,20,350,1604,1,2,18458,1,0,0,0,3
6600,6609,1941,15,0,97,7,552,15,1686,19,3009,0.0758,20,351,1683,1,2,19030,1,0,0,0,3
6800,6809,2006,17,0,99,2,556,16,1710,20,3078,0.0968,20,354,1699,1,2,19608,1,0,0,0,3
7000,7009,2065,19,1,101,6,552,15,1710,20,3145,0.1115,20,338,1721,1,2,20205,1,0,0,0,3
7200,7209,2128,21,2,101,10,569,13,1805,20,3299,0.1265,20,347,1778,1,2,20756,1,0,0,0,3
7400,7409,2179,23,1,102,12,583,19,1803,20,3381,0.1164,20,371,1816,1,2,21347,1,0,0,0,3
7600,7609,2226,25,1,101,6,571,15,1823,20,3449,0.1116,20,353,1851,1,2,21935,1,0,0,0,3
7800,7809,2282,27,2,100,7,597,17,1851,20,3512,0.1358,20,368,1863,1,2,22521,1,0,0,0,3
8000,8009,2340,29,1,101,10,587,20,1875,20,3600,0.1089,20,366,1858,1,2,23115,1,0,0,0,3
8200,8209,2417,31,0,98,6,598,19,1903,20,3676,0.1256,20,380,1894,1,2,23699,1,0,0,0,3
8400,8409,2470,33,2,102,7,583,16,1932,20,3729,0.1198,20,406,1897,2,4,24289,1,0,0,1,3
8600,8609,2526,35,3,102,6,595,20,1926,20,3833,0.1219,20,403,1956,2,4,24876,1,0,0,0,3
8800,8809,2592,37,2,102,8,599,19,1936,20,3883,0.1356,20,408,1996,1,2,25458,1,0,0,0,3
9000,9009,2640,41,1,99,12,610,16,1953,20,3979,0.1386,20,398,1944,1,2,26053,1,0,0,0,3
9200,9209,2703,43,1,96,6,588,19,1980,20,4034,0.1706,20,396,2002,1,2,26641,1,0,0,0,3
9400,9409,2762,45,0,99,10,609,17,2010,20,4129,0.1427,20,413,1988,1,2,27230,1,0,0,0,3
9600,9609,2827,48,5,99,11,597,20,2012,20,4197,0.1443,20,388,2007,1,2,27814,1,0,0,0,3
9800,9809,2882,50,1,99,11,606,19,2081,20,4304,0.1559,20,415,2036,2,4,28390,1,0,0,1,3
10000,10009,2949,54,1,101,6,606,19,2131,20,4374,0.1455,20,419,2090,2,4,28983,1,0,0,0,3
10200,10209,3013,58,1,98,10,607,19,2113,20,4444,0.1363,20,420,2145,2,4,29574,1,0,0,0,3
10400,10409,3080,60,4,102,11,629,20,2099,20,4503,0.1238,20,409,2112,2,4,30164,1,0,0,0,3
10600,10609,3138,63,2,100,11,627,20,2146,20,4590,0.1252,20,434,2126,1,2,30754,1,0,0,0,3
10800,10809,3191,68,0,102,13,623,20,2119,20,4651,0.1262,20,446,2130,2,4,31348,1,0,0,1,3
11000,11009,3255,70,2,102,12,620,20,2198,20,4727,0.145,20,451,2218,2,4,31924,1,0,0,0,3
11200,11209,3313,72,1,98,14,623,20,2165,20,4781,0.1333,20,441,2163,2,4,32519,1,0,0,0,3
11400,11409,3370,75,4,98,10,622,20,2190,20,4841,0.1257,20,444,2200,2,4,33109,1,0,0,1,3
11600,11609,3441,78,2,98,9,621,19,2231,20,4911,0.1102,20,461,2186,3,6,33700,1,0,0,1,3
11800,11809,3503,80,2,102,8,625,20,2285,20,4967,0.0879,20,427,2199,2,4,34278,1,0,0,0,3
12000,12009,3563,83,1,103,13,644,20,2245,20,5026,0.0749,20,473,2222,3,6,34876,1,0,0,1,3
12200,12209,3621,86,7,99,12,612,20,2215,20,5084,0.0489,20,441,2256,4,8,35472,1,0,0,1,3
12400,12409,3683,89,3,101,10,634,20,2228,20,5135,0.0731,20,471,2264,3,6,36071,1,0,0,0,3
12600,12609,3735,91,3,103,12,661,20,2279,20,5202,0.0675,20,487,2211,3,6,36667,1,0,0,0,3
12800,12809,3803,93,4,103,9,634,20,2250,20,5293,0.0688,20,437,2310,1,2,37258,1,0,0,0,3
13000,13009,3876,95,4,104,14,622,20,2255,20,5353,0.079,20,457,2302,3,6,37847,1,0,0,2,3
13200,13209,3943,99,6,99,10,637,20,2310,20,5382,0.0772,20,473,2291,5,10,38440,1,0,0,2,3
13400,13409,3996,102,4,98,12,646,20,2272,20,5504,0.1073,20,501,2332,5,10,39039,1,0,0,1,3
13600,13609,4051,105,1,100,13,638,20,2312,20,5570,0.1067,20,519,2295,6,12,39641,1,0,0,1,3
13800,13809,4104,108,1,98,14,647,20,2364,20,5619,0.1043,20,526,2318,5,10,40241,1,0,0,1,3
14000,14009,4156,110,1,103,11,652,20,2341,20,5739,0.1275,20,453,2325,5,10,40839,1,0,0,1,3
14200,14209,4220,112,3,100,10,634,20,2390,20,5798,0.126,20,475,2334,4,8,41437,1,0,0,0,3
