step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,65,-1,0,58,0,100,0,114,0,116,0,13,22,113,4,8,570,0,0,0,0,0
400,409,124,-1,0,69,0,164,0,203,0,217,0,18,56,205,4,8,1144,0,0,0,0,0
600,609,184,-1,0,74,0,204,0,286,0,304,0,20,58,283,4,8,1711,0,0,0,0,0
800,809,238,-1,0,82,0,248,0,363,0,407,0,20,57,363,4,8,2272,0,0,0,0,0
1000,1009,296,-1,0,86,0,280,0,434,0,504,0,20,82,436,4,8,2853,0,0,0,0,0
1200,1209,349,-1,0,87,0,305,0,504,0,595,0,20,88,497,4,8,3446,0,0,0,1,0
1400,1409,393,-1,0,88,0,329,0,573,0,685,0,20,119,563,4,8,4032,0,0,0,0,0
1600,1609,465,-1,0,90,0,343,0,627,0,778,0,20,116,631,4,8,4598,0,0,0,3,0
1800,1809,528,-1,0,89,0,354,0,686,0,854,0,20,132,683,4,8,5194,0,0,0,0,0
2000,2009,591,-1,0,92,0,370,0,716,0,935,0,20,119,724,4,8,5786,0,2,0,0,0
2200,2209,656,-1,0,92,0,388,0,784,0,1034,0,20,162,800,4,8,6348,0,0,0,0,0
2400,2409,713,-1,0,93,0,392,0,826,0,1131,0,20,165,837,4,8,6948,0,2,0,0,0
2600,2609,779,-1,0,94,0,392,0,866,0,1201,0,20,176,880,4,8,7539,0,0,0,0,0
2800,2809,838,-1,0,95,0,428,0,949,0,1319,0,20,187,953,4,8,8108,0,0,0,0,0
3000,3009,889,3,0,93,2,445,9,1003,8,1414,0,20,211,1001,4,8,8691,0,0,0,0,0
3200,3209,953,3,0,96,4,454,3,1064,10,1537,0,20,208,1041,4,8,9286,0,0,0,0,0
3400,3409,1008,3,0,93,4,450,7,1093,8,1603,0,20,236,1098,4,8,9880,0,1,0,0,0
3600,3609,1068,3,0,95,1,476,8,1142,9,1703,0,20,225,1143,4,8,10466,0,0,0,1,0
3800,3809,1124,3,1,94,2,484,6,1187,6,1789,0,20,230,1185,4,8,11061,0,0,0,0,0
4000,4009,1198,3,0,97,3,506,6,1204,8,1852,0,20,260,1204,4,8,11643,0,0,0,0,0
4200,4209,1250,3,0,100,1,525,2,1302,10,1971,0.02,20,259,1315,4,8,12206,0,0,0,1,0
4400,4409,1300,3,0,98,2,522,4,1319,10,2061,0.0516,20,257,1345,4,8,12799,0,2,0,0,0
4600,4609,1369,3,0,96,4,511,4,1378,7,2151,0.054,20,256,1353,4,8,13380,1,2,0,1,1
