degree,count
3,4394
4,1647
5,856
6,556
7,425
8,293
9,217
10,170
11,139
12,131
13,87
14,102
15,79
16,67
17,65
18,52
19,36
20,55
21,37
22,27
23,39
24,16
25,30
26,28
27,23
28,22
29,21
30,19
31,14
32,11
33,16
34,12
35,15
36,11
37,14
38,7
39,8
40,8
41,4
42,10
43,9
44,6
45,7
46,4
47,5
48,9
49,5
50,3
51,6
52,3
53,3
54,10
55,6
56,4
57,7
58,6
59,4
60,5
61,2
62,3
63,2
64,4
65,3
66,5
67,2
68,4
69,4
70,1
71,3
72,2
73,3
74,1
75,2
76,5
77,1
78,2
80,1
81,1
82,3
83,1
85,6
86,2
88,1
89,2
91,2
92,4
94,1
95,2
96,2
97,3
101,1
103,1
107,2
108,1
109,2
110,2
111,2
112,2
113,1
114,3
116,1
119,1
121,1
127,1
130,1
131,2
132,1
135,1
136,1
140,1
141,2
143,1
144,1
148,1
151,1
158,1
159,2
168,1
174,1
175,1
186,1
188,2
193,1
194,1
205,1
208,1
212,1
217,1
231,1
237,1
245,1
264,1
269,1
284,1
286,1
288,1
296,1
299,1
309,1
312,1
321,1
409,1
486,1
502,1
557,1
