degree,count
3,4444
4,1591
5,877
6,607
7,419
8,317
9,214
10,175
11,142
12,97
13,90
14,76
15,60
16,62
17,52
18,40
19,41
20,34
21,38
22,32
23,32
24,33
25,32
26,23
27,23
28,23
29,15
30,19
31,13
32,12
33,15
34,11
35,12
36,19
37,10
38,11
39,15
40,10
41,6
42,9
43,6
44,10
45,7
46,7
47,12
48,10
49,12
50,7
51,5
52,5
53,6
54,7
55,2
56,2
57,5
58,3
59,5
60,3
61,7
62,5
63,1
64,3
65,3
66,1
69,1
70,2
71,4
72,3
73,4
74,1
75,1
76,5
77,3
78,1
80,2
81,4
82,1
83,3
85,3
86,3
88,3
89,3
90,2
91,1
92,1
93,2
95,1
96,1
97,2
98,2
102,1
103,1
106,1
107,1
108,2
109,1
111,2
112,1
113,2
114,2
116,2
121,2
122,3
127,2
128,1
129,1
131,1
132,1
133,2
139,1
140,1
141,1
144,1
145,1
153,1
157,1
159,2
163,1
164,1
173,1
176,1
181,2
182,2
184,1
187,1
195,1
204,1
214,1
225,1
236,1
238,1
249,1
251,1
255,1
269,1
278,1
283,1
316,1
332,1
341,1
383,1
389,1
474,1
582,1
