step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,65,-1,0,56,0,100,0,114,0,116,0,16,25,115,0,0,562,0,0,0,0,0
400,409,132,-1,0,71,0,170,0,206,0,218,0,18,54,210,0,0,1115,0,0,0,0,0
600,609,193,-1,0,77,0,218,0,287,0,308,0,19,52,286,0,0,1684,0,0,0,0,0
800,809,261,-1,0,81,0,246,0,350,0,388,0,18,47,350,0,0,2258,0,0,0,0,0
1000,1009,318,-1,0,81,0,259,0,404,0,451,0,19,60,403,0,0,2840,0,0,0,0,0
1200,1209,381,-1,0,84,0,288,0,475,0,561,0,20,74,475,0,0,3410,0,0,0,0,0
1400,1409,434,-1,0,86,0,297,0,534,0,657,0,20,115,533,0,0,3997,0,0,0,0,0
1600,1609,490,-1,0,88,0,337,0,603,0,739,0,20,118,612,0,0,4569,0,0,0,0,0
1800,1809,540,-1,0,89,0,361,0,673,0,842,0,20,130,671,1,2,5139,0,1,0,0,0
2000,2009,603,-1,0,92,0,378,0,743,0,951,0,20,129,735,1,2,5707,0,0,0,0,0
2200,2209,669,-1,0,91,0,391,0,802,0,1043,0,20,164,810,1,2,6271,0,0,0,0,0
2400,2409,736,-1,0,92,0,408,0,841,0,1133,0,20,155,856,1,2,6859,0,0,0,0,0
2600,2609,789,-1,0,92,0,419,0,904,0,1223,0,20,207,902,0,0,7434,0,0,0,0,0
2800,2809,849,-1,0,95,0,422,0,947,0,1321,0,20,225,946,0,0,8014,0,0,0,0,0
3000,3009,917,3,0,97,2,439,5,982,11,1381,0,20,187,1001,0,0,8591,0,0,0,0,0
3200,3209,977,3,1,92,2,467,11,1049,8,1493,0,20,180,1031,0,0,9175,0,0,0,0,0
3400,3409,1028,3,0,95,3,458,6,1085,4,1565,0.0138,20,237,1093,0,0,9765,0,0,0,0,0
3600,3609,1090,3,0,95,3,475,5,1161,9,1682,0.0108,20,230,1136,1,2,10340,0,1,0,0,0
3800,3809,1153,3,0,98,0,479,6,1135,13,1735,0.0084,20,246,1162,2,4,10928,0,1,0,0,0
4000,4009,1233,3,0,97,3,470,7,1177,14,1792,0.0064,20,223,1174,1,2,11511,0,0,0,0,0
4200,4209,1299,3,0,100,1,501,7,1225,15,1863,0.0529,20,235,1232,1,2,12075,0,0,0,0,0
4400,4409,1360,5,1,98,3,500,11,1271,14,1977,0.0826,20,257,1282,2,4,12645,1,2,0,0,1
4600,4609,1424,7,2,98,9,516,11,1326,14,2061,0.085,20,245,1323,3,6,13236,1,1,0,0,1
4800,4809,1469,9,0,90,5,515,9,1351,18,2158,0.1051,20,280,1340,4,8,13826,1,1,0,0,1
5000,5009,1516,11,0,100,6,518,14,1370,19,2240,0.1067,20,263,1359,4,8,14426,1,1,0,0,1
5200,5209,1580,13,0,99,5,510,13,1444,20,2335,0.1228,20,276,1397,4,8,15012,1,0,0,0,1
5400,5409,1642,16,1,99,4,503,15,1436,20,2390,0.109,20,310,1473,3,6,15597,1,0,0,0,1
5600,5609,1705,18,4,100,4,543,19,1507,20,2526,0.1108,20,291,1497,3,6,16156,1,0,0,0,1
5800,5809,1763,20,1,98,5,518,19,1549,20,2602,0.1392,20,311,1530,4,8,16743,1,1,0,0,1
6000,6009,1836,22,1,100,10,573,17,1627,20,2723,0.1512,20,312,1633,3,6,17297,1,0,0,0,1
6200,6209,1898,25,1,102,9,573,20,1668,20,2807,0.1596,20,356,1669,2,4,17877,1,0,0,0,1
6400,6409,1950,28,2,98,9,561,18,1655,20,2890,0.1641,20,328,1683,1,2,18467,1,0,0,0,1
6600,6609,2012,31,0,101,12,586,20,1706,20,2960,0.1711,20,375,1702,1,2,19057,1,0,0,0,1
6800,6809,2056,34,4,99,8,582,19,1725,20,3015,0.1842,20,332,1702,1,2,19653,1,0,0,0,1
7000,7009,2127,38,1,99,10,564,18,1710,20,3086,0.1905,20,350,1730,1,2,20235,1,0,0,0,1
7200,7209,2186,42,4,97,9,571,20,1732,20,3137,0.206,20,360,1692,2,4,20829,1,1,0,0,1
7400,7409,2236,45,2,98,15,572,20,1753,20,3248,0.1845,20,343,1731,3,6,21414,1,1,0,0,1
7600,7609,2283,47,2,100,13,569,18,1789,20,3306,0.1924,20,364,1810,3,6,22010,1,0,0,0,1
7800,7809,2338,49,3,103,9,576,20,1803,20,3407,0.209,20,350,1789,3,6,22615,1,0,0,0,1
8000,8009,2402,51,4,101,10,579,19,1809,20,3490,0.2223,20,383,1858,3,6,23202,1,0,0,0,1
8200,8209,2464,53,0,98,8,596,20,1818,20,3556,0.2238,20,399,1856,3,6,23791,1,0,0,0,1
8400,8409,2539,56,3,99,11,599,19,1841,20,3595,0.2377,20,390,1856,2,4,24379,1,0,0,0,1
8600,8609,2594,64,3,99,11,592,19,1888,20,3684,0.2042,20,398,1883,3,6,24965,1,2,0,0,1
8800,8809,2653,68,6,98,12,582,20,1911,20,3741,0.212,20,403,1869,3,6,25560,1,0,0,0,1
9000,9009,2700,-1,0,103,0,576,0,1893,0,3791,0,20,391,1922,2,4,26156,0,0,0,0,0
9200,9209,2763,3,0,102,1,575,7,1943,4,3844,0,20,387,1897,3,6,26744,0,1,0,0,0
9400,9409,2827,3,0,103,1,605,2,1951,6,3936,0.072,20,431,1965,3,6,27332,0,1,0,0,0
9600,9609,2888,5,1,102,3,605,6,1993,12,4034,0.0862,20,372,1989,4,8,27918,1,1,0,0,1
9800,9809,2946,7,0,97,0,603,9,2003,15,4090,0.0865,20,422,2017,5,10,28507,1,1,0,0,1
10000,10009,3001,9,0,98,3,604,10,2020,18,4171,0.0843,20,434,1988,5,10,29106,1,0,0,0,1
10200,10209,3065,11,0,101,1,606,10,2033,19,4264,0.1033,20,406,2029,6,12,29696,1,2,0,0,1
10400,10409,3124,13,1,98,4,615,10,2057,20,4332,0.1186,20,392,2045,6,12,30295,1,1,0,0,1
10600,10609,3190,15,1,100,2,603,13,2077,19,4365,0.1248,20,393,2039,7,14,30896,1,1,0,0,1
10800,10809,3242,17,1,102,2,590,14,2083,20,4462,0.1205,20,412,2068,6,12,31496,1,0,0,0,1
11000,11009,3308,19,0,95,6,598,14,2103,20,4552,0.1548,20,421,2090,7,14,32099,1,0,1,0,1
11200,11209,3371,21,0,103,1,630,13,2122,20,4604,0.1453,20,416,2089,7,14,32691,1,0,0,0,1
11400,11409,3432,23,1,99,4,609,15,2141,20,4675,0.1353,20,428,2151,7,14,33282,1,1,0,0,1
11600,11609,3501,28,2,101,6,626,14,2177,20,4754,0.14,20,430,2179,6,12,33882,1,0,0,0,1
11800,11809,3567,30,1,100,5,631,15,2135,20,4810,0.1318,20,427,2180,7,14,34484,1,2,0,0,1
12000,12009,3637,33,0,102,8,602,17,2215,19,4888,0.149,20,459,2227,7,14,35074,1,2,0,0,1
