step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,53,-1,0,60,0,111,0,128,0,129,0,12,28,127,0,0,576,0,0,0,0,0
400,409,116,-1,0,68,0,166,0,210,0,225,0,15,27,212,0,0,1133,0,0,0,0,0
600,609,175,-1,0,76,0,216,0,307,0,337,0,19,68,304,0,0,1693,0,0,0,0,0
800,809,237,-1,0,87,0,273,0,403,0,444,0,20,76,407,0,0,2243,0,0,0,0,0
1000,1009,292,-1,0,87,0,293,0,483,0,539,0,20,81,479,0,0,2827,0,0,0,0,0
1200,1209,347,-1,0,87,0,325,0,553,0,634,0,20,99,542,1,2,3408,0,0,0,1,0
1400,1409,414,-1,0,87,0,348,0,602,0,723,0,19,119,606,1,2,3990,0,0,0,0,0
1600,1609,480,-1,0,92,0,363,0,644,0,791,0,20,126,651,2,4,4571,0,1,0,0,0
1800,1809,539,-1,0,92,0,382,0,715,0,905,0,20,145,741,2,4,5132,0,1,0,0,0
2000,2009,606,-1,0,94,0,429,0,841,0,1045,0,20,143,849,3,6,5654,0,1,0,1,0
2200,2209,677,-1,0,95,0,430,0,875,0,1104,0,20,178,888,3,6,6235,0,0,0,1,0
2400,2409,744,-1,0,98,0,458,0,933,0,1181,0,20,196,917,2,4,6809,0,0,0,0,0
2600,2609,809,-1,0,97,0,454,0,959,0,1260,0,20,198,969,3,6,7390,0,2,0,0,0
2800,2809,873,-1,0,97,0,457,0,1030,0,1360,0,20,243,1030,5,10,7953,0,0,0,2,0
3000,3009,935,3,0,96,1,472,8,1061,12,1429,0,20,231,1079,4,8,8536,0,1,0,0,0
3200,3209,995,3,0,98,3,463,9,1112,10,1529,0,20,220,1115,3,6,9112,0,0,0,0,0
3400,3409,1060,3,0,98,4,502,5,1158,11,1609,0,20,239,1148,2,4,9695,0,0,0,0,0
3600,3609,1120,3,0,94,1,505,3,1192,8,1697,0.0129,20,216,1192,3,6,10274,0,0,0,1,0
3800,3809,1182,3,0,97,3,492,6,1213,7,1780,0.04,20,269,1231,3,6,10855,0,0,0,0,0
4000,4009,1240,3,0,97,1,512,8,1267,6,1862,0.0312,20,241,1277,1,2,11432,0,0,0,0,0
4200,4209,1303,3,0,99,2,519,3,1312,8,1956,0.0354,20,255,1316,1,2,12004,0,1,0,0,0
4400,4409,1370,3,0,100,1,527,5,1328,8,2000,0.0272,20,259,1344,1,2,12586,0,0,0,0,0
4600,4609,1430,3,0,100,5,527,2,1346,8,2071,0.0408,20,290,1360,2,4,13166,0,1,0,0,0
4800,4809,1485,3,0,99,0,546,3,1389,7,2151,0.0672,20,266,1390,1,2,13753,0,0,0,0,0
5000,5009,1537,3,0,98,3,533,4,1425,7,2224,0.0517,20,289,1413,1,2,14340,0,0,0,0,0
5200,5209,1600,3,0,100,0,532,2,1445,7,2306,0.0573,20,313,1442,2,4,14926,0,1,0,0,0
5400,5409,1658,3,0,99,3,543,5,1478,7,2382,0.0435,20,314,1497,3,6,15516,0,1,0,0,0
5600,5609,1716,5,1,100,0,557,9,1524,14,2446,0.0652,20,322,1490,4,8,16111,1,0,1,0,2
