degree,count
3,4371
4,1584
5,949
6,586
7,405
8,277
9,221
10,163
11,161
12,116
13,102
14,106
15,88
16,53
17,40
18,45
19,53
20,42
21,41
22,32
23,22
24,35
25,20
26,28
27,14
28,19
29,24
30,15
31,13
32,13
33,12
34,10
35,9
36,12
37,9
38,14
39,9
40,4
41,8
42,9
43,6
44,5
45,12
46,4
47,7
48,8
49,4
50,10
51,6
52,6
53,7
54,9
55,3
56,3
57,4
58,2
59,5
60,9
61,4
62,6
63,3
64,2
65,3
66,6
68,2
69,2
70,2
71,7
72,2
73,2
74,2
75,3
76,5
77,4
78,1
79,1
80,3
81,4
82,6
84,2
86,2
88,1
89,1
90,2
91,4
93,2
94,2
95,2
96,3
97,1
100,1
101,1
103,1
104,3
105,2
109,2
114,2
115,2
116,1
118,2
119,1
120,2
121,1
122,2
123,1
124,1
127,1
128,2
130,1
131,1
134,1
135,1
137,1
138,1
140,1
143,1
144,1
145,1
147,1
153,1
156,1
159,1
160,1
161,2
163,1
164,1
170,3
171,1
174,2
175,1
177,1
180,1
186,1
190,1
192,1
201,1
209,1
211,1
218,1
236,1
254,1
266,1
271,1
278,1
282,1
323,1
342,1
345,1
369,1
531,1
