step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,44,-1,0,62,0,117,0,132,0,136,0,15,25,130,0,0,585,0,0,0,0,0
400,409,104,-1,0,69,0,168,0,216,0,224,0,19,51,213,0,0,1153,0,0,0,0,0
600,609,162,-1,0,77,0,217,0,304,0,338,0,19,57,305,0,0,1724,0,0,0,0,0
800,809,218,-1,0,80,0,249,0,377,0,440,0,20,71,392,0,0,2300,0,0,0,0,0
1000,1009,268,-1,0,85,0,272,0,452,0,519,0,20,87,449,0,0,2879,0,0,0,0,0
1200,1209,332,-1,0,85,0,297,0,536,0,629,0,20,91,537,0,0,3432,0,0,0,0,0
1400,1409,400,-1,0,91,0,341,0,610,0,741,0,19,109,608,0,0,3979,0,0,0,0,0
1600,1609,457,-1,0,93,0,371,0,682,0,838,0,20,133,688,0,0,4556,0,0,0,0,0
1800,1809,511,-1,0,92,0,384,0,756,0,944,0,20,131,741,0,0,5130,0,0,0,0,0
2000,2009,572,-1,0,92,0,403,0,819,0,1039,0,20,157,818,0,0,5679,0,0,0,0,0
2200,2209,636,-1,0,92,0,420,0,895,0,1122,0,20,169,868,0,0,6237,0,0,0,0,0
2400,2409,700,-1,0,94,0,437,0,922,0,1212,0,20,182,930,0,0,6824,0,0,0,0,0
2600,2609,759,-1,0,96,0,434,0,979,0,1303,0,20,171,975,0,0,7393,0,0,0,0,0
2800,2809,825,-1,0,94,0,449,0,1023,0,1376,0,20,178,1009,0,0,7962,0,0,0,0,0
3000,3009,877,3,0,95,2,467,8,1072,14,1460,0,20,235,1075,0,0,8544,0,0,0,0,0
3200,3209,938,3,0,95,3,461,8,1096,15,1547,0.0212,20,221,1102,0,0,9118,0,0,0,0,0
3400,3409,999,3,0,97,0,471,4,1147,13,1627,0.0165,20,201,1138,0,0,9699,0,0,0,0,0
3600,3609,1064,3,0,96,2,470,9,1200,14,1731,0.0248,20,245,1196,0,0,10271,0,0,0,0,0
3800,3809,1126,3,0,96,2,501,3,1231,6,1810,0.0192,20,252,1217,0,0,10859,0,0,0,0,0
4000,4009,1190,3,0,97,5,480,6,1248,9,1873,0.0347,20,249,1237,0,0,11439,0,0,0,0,0
4200,4209,1248,3,0,95,1,500,5,1286,9,1945,0.0418,20,235,1259,0,0,12027,0,0,0,0,0
4400,4409,1315,3,0,99,4,513,5,1306,7,2022,0.0321,20,271,1304,0,0,12611,0,0,0,0,0
4600,4609,1387,3,1,98,2,520,4,1337,11,2080,0.0424,20,254,1330,0,0,13194,0,0,0,0,0
4800,4809,1450,3,0,97,1,504,2,1354,6,2149,0.0723,20,269,1354,0,0,13767,0,0,0,0,0
5000,5009,1516,3,0,99,1,506,2,1390,10,2242,0.0555,20,305,1392,0,0,14343,0,0,0,0,0
5200,5209,1568,5,0,100,1,547,5,1451,11,2349,0.0781,20,293,1447,1,2,14931,1,0,1,0,2
5400,5409,1620,7,0,98,4,527,9,1451,9,2416,0.0936,20,297,1431,1,2,15523,1,0,0,0,2
5600,5609,1688,9,0,100,3,530,7,1459,12,2465,0.1123,20,285,1448,1,2,16113,1,0,0,0,2
5800,5809,1754,11,0,97,4,552,11,1505,16,2517,0.1108,20,293,1493,1,2,16700,1,0,0,0,2
6000,6009,1819,13,2,97,4,541,11,1523,20,2629,0.1224,20,334,1551,1,2,17280,1,0,0,0,2
6200,6209,1873,15,2,100,4,551,11,1571,18,2743,0.1436,20,329,1537,1,2,17863,1,0,0,0,2
6400,6409,1941,17,0,101,4,560,11,1594,20,2795,0.1123,20,309,1564,1,2,18450,1,0,0,0,2
6600,6609,2003,21,0,97,5,535,18,1628,20,2870,0.1079,20,314,1562,1,2,19029,1,0,0,0,2
6800,6809,2064,23,0,96,7,548,12,1667,17,2987,0.1195,20,334,1630,1,2,19601,1,0,0,0,2
7000,7009,2114,25,1,95,10,567,16,1687,20,3049,0.1233,20,349,1666,1,2,20194,1,0,0,0,2
7200,7209,2165,27,2,102,10,567,18,1705,20,3175,0.136,20,345,1750,1,2,20769,1,0,0,0,2
7400,7409,2226,29,2,99,2,578,16,1731,20,3239,0.1313,20,372,1711,1,2,21360,1,0,0,0,2
7600,7609,2275,31,4,101,9,569,15,1726,20,3296,0.1388,20,346,1721,1,2,21952,1,0,0,0,2
7800,7809,2331,34,0,97,12,577,17,1795,20,3354,0.1571,20,345,1779,1,2,22549,1,0,0,0,2
8000,8009,2392,37,1,100,8,564,19,1792,20,3485,0.1675,20,343,1814,1,2,23128,1,0,0,0,2
8200,8209,2443,40,1,99,10,570,20,1844,20,3577,0.1759,20,393,1824,1,2,23717,1,0,0,0,2
8400,8409,2500,42,4,99,7,588,18,1861,20,3644,0.1838,20,366,1850,1,2,24305,1,0,0,0,2
8600,8609,2566,45,1,97,11,582,19,1890,20,3693,0.168,20,365,1861,1,2,24890,1,0,0,0,2
8800,8809,2640,48,2,99,12,574,18,1900,20,3774,0.1687,20,397,1876,1,2,25478,1,0,0,0,2
9000,9009,2697,50,0,99,7,576,18,1868,20,3829,0.185,20,385,1902,1,2,26065,1,0,0,0,2
9200,9209,2752,54,0,101,13,613,19,1944,20,3918,0.1717,20,414,1920,1,2,26646,1,0,0,0,2
9400,9409,2804,56,3,101,10,588,20,1910,20,4027,0.1809,20,394,1985,1,2,27220,1,0,0,0,2
9600,9609,2861,59,2,99,12,583,20,2014,20,4079,0.1678,20,371,2013,1,2,27807,1,0,0,0,2
9800,9809,2919,62,2,102,16,604,20,1988,20,4189,0.1616,20,399,1995,1,2,28378,1,0,0,0,2
10000,10009,2981,66,2,100,13,593,20,2020,20,4274,0.1575,20,414,2044,1,2,28950,1,0,0,0,2
10200,10209,3038,68,2,100,14,608,20,2088,20,4368,0.1798,20,459,2097,1,2,29541,1,0,0,0,2
10400,10409,3101,70,3,102,11,607,20,2033,20,4427,0.1813,20,360,2058,1,2,30135,1,0,0,0,2
10600,10609,3164,73,2,97,12,624,19,2063,20,4506,0.1988,20,423,2046,1,2,30721,1,0,0,0,2
10800,10809,3218,75,1,99,14,616,19,2103,20,4550,0.2038,20,398,2092,1,2,31305,1,0,0,0,2
11000,11009,3274,78,7,103,10,625,20,2088,20,4594,0.2169,20,425,2163,1,2,31897,1,0,0,0,2
11200,11209,3328,80,1,101,10,608,20,2142,20,4657,0.2171,20,431,2131,1,2,32484,1,0,0,0,2
11400,11409,3384,82,3,101,12,611,20,2124,20,4762,0.2224,20,440,2150,1,2,33080,1,0,0,0,2
11600,11609,3438,85,6,102,9,604,20,2192,20,4793,0.2215,20,398,2135,1,2,33669,1,0,0,0,2
11800,11809,3497,88,2,99,13,609,20,2180,20,4838,0.2246,20,432,2174,1,2,34253,1,0,0,0,2
12000,12009,3553,91,5,101,12,612,20,2170,20,4917,0.2335,20,450,2129,1,2,34842,1,0,0,0,2
12200,12209,3610,93,3,98,12,614,20,2181,20,4975,0.2342,20,433,2168,1,2,35429,1,0,0,0,2
