degree,count
3,4318
4,1629
5,926
6,551
7,400
8,297
9,224
10,197
11,138
12,114
13,116
14,101
15,77
16,63
17,62
18,71
19,44
20,35
21,35
22,41
23,23
24,31
25,25
26,27
27,25
28,18
29,18
30,17
31,20
32,9
33,16
34,12
35,12
36,10
37,9
38,13
39,7
40,11
41,8
42,5
43,9
44,3
45,5
46,8
47,4
48,5
49,7
50,8
51,7
52,6
53,7
54,6
55,3
56,2
57,6
58,3
59,1
60,3
61,4
62,6
63,4
64,2
65,1
66,2
67,4
68,2
69,3
70,1
71,6
72,1
73,3
74,1
75,3
76,4
77,2
78,1
79,1
80,3
81,4
82,2
83,2
84,2
85,3
86,3
87,1
89,2
90,2
91,4
92,3
93,3
95,1
96,3
98,1
99,2
103,2
106,1
107,2
108,1
109,2
110,2
111,1
113,1
114,1
115,1
116,1
118,1
119,1
122,2
123,1
126,2
128,1
129,1
130,1
131,1
134,1
136,2
140,1
145,1
146,1
147,1
148,1
154,1
155,1
158,1
160,1
162,1
166,2
167,1
171,1
173,3
176,1
183,1
187,1
189,1
192,1
193,1
199,2
200,1
203,1
213,1
228,1
240,1
243,1
267,1
274,1
285,1
294,1
297,1
305,2
313,1
329,1
446,1
478,1
