step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,56,-1,0,60,0,109,0,122,0,126,0,11,15,123,8,8,570,0,0,0,0,0
400,409,129,-1,0,69,0,167,0,203,0,215,0,14,36,207,7,7,1126,0,0,0,0,0
600,609,186,-1,0,77,0,209,0,282,0,305,0,18,58,285,6,6,1711,0,0,0,0,0
800,809,256,-1,0,79,0,240,0,353,0,399,0,18,63,361,8,8,2279,0,0,0,0,0
1000,1009,320,-1,0,82,0,285,0,442,0,499,0,20,87,445,7,7,2844,0,0,0,0,0
1200,1209,384,-1,0,87,0,300,0,494,0,566,0,20,81,489,8,8,3430,0,0,0,0,0
1400,1409,451,-1,0,91,0,331,0,549,0,642,0,20,107,543,7,7,4008,0,0,0,1,0
1600,1609,511,-1,0,95,0,370,0,660,0,781,0,20,124,657,8,8,4560,0,1,0,0,0
1800,1809,566,-1,0,88,0,389,0,713,0,868,0,20,139,716,8,8,5138,0,0,0,0,0
2000,2009,637,-1,0,95,0,397,0,763,0,948,0,20,157,758,8,8,5719,0,1,0,0,0
2200,2209,693,-1,0,92,0,406,0,811,0,1034,0,20,173,811,8,8,6306,0,0,0,0,0
2400,2409,752,-1,0,94,0,425,0,874,0,1132,0,20,157,879,8,8,6871,0,0,0,1,0
2600,2609,811,-1,0,98,0,427,0,927,0,1203,0,20,189,921,8,8,7459,0,0,0,0,0
2800,2809,860,-1,0,94,0,439,0,949,0,1279,0,20,207,951,8,8,8057,0,1,0,0,0
3000,3009,914,3,0,92,2,448,9,994,18,1371,0,20,196,994,8,8,8646,0,0,0,0,0
3200,3209,977,3,1,93,3,456,3,1019,14,1454,0,20,225,1038,8,8,9242,0,0,0,1,0
3400,3409,1042,4,1,95,3,479,7,1101,15,1550,0.0113,20,231,1118,8,8,9816,0,1,0,2,0
3600,3609,1108,4,0,94,4,490,6,1156,13,1643,0.0088,20,231,1133,7,7,10395,0,0,0,1,0
3800,3809,1168,4,1,98,2,499,6,1195,15,1750,0.0338,20,221,1189,7,7,10981,0,0,0,0,0
4000,4009,1225,3,2,97,1,523,3,1245,14,1866,0.0263,20,249,1253,8,8,11565,0,0,0,1,0
4200,4209,1279,3,0,100,1,515,5,1295,14,1940,0.0203,20,263,1287,8,8,12161,0,0,0,0,0
4400,4409,1334,3,0,98,0,506,3,1326,14,2008,0.0155,20,253,1308,8,8,12749,0,1,0,0,0
4600,4609,1388,3,0,96,0,510,6,1335,10,2084,0.0317,20,279,1341,7,7,13344,0,0,0,1,0
4800,4809,1452,3,0,97,1,526,5,1365,12,2161,0.057,20,248,1372,8,8,13934,0,0,0,1,0
5000,5009,1502,4,0,97,2,529,6,1418,11,2252,0.0602,20,285,1409,8,8,14522,1,2,0,1,1
5200,5209,1550,4,0,98,3,519,10,1445,9,2339,0.0676,20,284,1444,8,8,15119,1,1,0,0,1
5400,5409,1609,4,0,100,2,531,8,1459,6,2401,0.0771,20,290,1440,7,7,15720,1,2,0,0,1
5600,5609,1667,4,1,98,1,533,7,1465,14,2466,0.0798,20,305,1483,8,8,16320,1,1,0,0,1
5800,5809,1719,4,1,98,0,562,5,1554,10,2619,0.119,20,293,1554,8,8,16883,1,0,0,0,1
6000,6009,1781,7,0,99,1,554,4,1579,16,2680,0.1516,20,324,1577,8,8,17474,1,1,0,0,1
6200,6209,1838,8,0,96,2,569,8,1593,17,2793,0.1782,20,304,1601,8,8,18055,1,0,0,0,1
6400,6409,1912,9,1,98,2,572,13,1654,17,2841,0.1754,20,323,1622,8,8,18646,1,0,0,2,1
6600,6609,1977,10,0,100,1,564,13,1670,20,2915,0.1624,20,301,1663,7,7,19238,1,0,0,1,1
6800,6809,2034,11,2,100,2,561,15,1695,19,2999,0.1843,20,335,1678,8,8,19837,1,1,0,1,1
7000,7009,2075,11,1,98,2,562,12,1688,20,3093,0.1716,20,321,1718,8,8,20431,1,0,0,0,1
7200,7209,2141,12,1,102,5,584,14,1720,20,3151,0.1603,20,356,1758,7,7,21021,1,0,0,0,1
7400,7409,2212,13,0,100,2,572,11,1761,20,3218,0.1715,20,359,1764,8,8,21615,1,1,0,0,1
7600,7609,2260,13,0,99,5,585,17,1779,20,3314,0.1686,20,374,1778,8,8,22211,1,0,0,0,1
7800,7809,2309,13,1,99,1,586,15,1802,19,3388,0.1758,20,319,1792,8,8,22811,1,0,0,1,1
8000,8009,2358,14,0,99,8,595,16,1837,20,3503,0.1684,20,368,1853,8,8,23379,1,0,0,0,1
8200,8209,2440,16,0,99,4,584,16,1867,20,3561,0.165,20,382,1865,8,8,23968,1,1,0,1,1
8400,8409,2494,18,0,99,6,586,18,1857,20,3635,0.1495,20,397,1825,7,7,24565,1,1,0,0,1
8600,8609,2576,21,1,99,2,603,18,1893,20,3677,0.1879,20,386,1857,8,8,25146,1,0,0,0,1
8800,8809,2631,24,1,104,5,595,18,1893,20,3772,0.1837,20,378,1942,8,8,25742,1,1,0,0,1
9000,9009,2696,25,2,102,7,610,18,1933,20,3807,0.2022,20,344,1897,8,8,26329,1,1,0,1,1
