degree,count
3,8865
4,3309
5,1799
6,1090
7,815
8,595
9,422
10,349
11,289
12,222
13,186
14,136
15,137
16,140
17,124
18,87
19,91
20,83
21,64
22,66
23,70
24,60
25,54
26,45
27,34
28,34
29,35
30,31
31,28
32,28
33,22
34,32
35,25
36,21
37,25
38,14
39,12
40,18
41,10
42,12
43,20
44,7
45,17
46,20
47,10
48,11
49,7
50,10
51,8
52,12
53,12
54,8
55,8
56,14
57,9
58,10
59,10
60,5
61,11
62,11
63,3
64,8
65,4
66,5
67,10
68,3
69,2
70,5
71,2
72,6
73,5
74,5
75,7
76,3
77,4
78,2
79,4
80,4
82,2
83,2
84,2
85,2
86,5
87,5
88,7
89,1
90,2
91,7
92,5
93,6
94,5
95,3
96,4
97,3
98,3
99,1
100,4
101,1
102,4
103,4
105,3
106,1
108,1
111,2
112,1
113,2
114,1
115,1
116,1
117,5
118,4
120,1
121,1
122,2
123,4
124,2
125,2
127,2
128,4
129,1
130,1
131,2
134,1
135,1
136,2
138,1
139,2
143,2
144,2
145,2
146,1
147,2
148,1
149,1
151,1
152,1
154,3
155,1
156,2
157,2
162,2
163,2
164,1
166,1
167,1
172,1
173,1
175,1
177,1
178,1
179,1
180,1
181,1
184,2
187,1
191,2
192,1
193,1
194,1
195,1
199,1
200,1
201,2
204,1
207,4
212,3
215,1
216,1
218,2
223,1
225,1
227,2
228,1
231,1
239,1
241,1
242,2
246,1
248,2
254,1
261,2
267,1
268,1
280,1
283,1
286,1
313,1
314,1
317,1
318,1
327,1
347,1
383,1
388,1
392,1
399,1
426,1
446,1
464,1
491,1
501,1
571,1
602,1
695,1
698,1
