step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,62,-1,0,58,0,100,0,115,0,116,0,13,21,114,0,0,563,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,118,-1,0,69,0,166,0,209,0,225,0,19,42,213,0,0,1131,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,183,-1,0,74,0,208,0,282,0,305,0,19,65,280,0,0,1704,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,255,-1,0,81,0,239,0,360,0,398,0,20,63,351,0,0,2276,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,310,-1,0,82,0,272,0,425,0,493,0,19,82,430,0,0,2854,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,374,-1,0,87,0,295,0,484,0,571,0,19,82,485,0,0,3428,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,434,-1,0,87,0,313,0,562,0,665,0,20,113,550,0,0,4007,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,486,-1,0,86,0,328,0,592,0,740,0,20,100,601,0,0,4592,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,539,-1,0,88,0,351,0,660,0,853,0,20,146,667,0,0,5164,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,598,-1,0,88,0,359,0,714,0,932,0,20,139,718,0,0,5747,0,1,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,655,-1,0,88,0,371,0,752,0,1008,0,20,166,754,0,0,6333,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,719,-1,0,90,0,400,0,816,0,1105,0,20,156,816,0,0,6910,0,3,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,785,-1,0,93,0,403,0,876,0,1205,0,20,150,867,0,0,7481,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,840,-1,0,96,0,421,0,881,0,1280,0,20,168,914,0,0,8064,0,1,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,907,-1,0,94,0,428,0,959,0,1369,0,20,196,961,0,0,8635,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,969,-1,0,93,0,432,0,1016,0,1448,0,20,203,990,0,0,9224,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1035,-1,0,94,0,450,0,1046,0,1543,0,20,197,1047,0,0,9806,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1100,-1,0,92,0,452,0,1075,0,1601,0,20,214,1067,0,0,10393,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1162,-1,0,93,0,458,0,1112,0,1680,0,20,209,1109,0,0,10971,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1210,-1,0,94,0,443,0,1142,0,1791,0,20,258,1161,0,0,11557,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1266,-1,0,97,0,465,0,1206,0,1880,0,20,230,1197,0,0,12145,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1329,-1,0,99,0,488,0,1249,0,1991,0,20,271,1256,0,0,12715,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1392,-1,0,95,0,497,0,1265,0,2053,0,20,251,1262,0,0,13305,0,0,0,2,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1454,-1,0,94,0,486,0,1242,0,2106,0,20,246,1256,0,0,13893,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
