degree,count
3,4376
4,1669
5,890
6,601
7,394
8,284
9,214
10,193
11,140
12,117
13,102
14,75
15,69
16,66
17,64
18,52
19,42
20,48
21,27
22,32
23,30
24,24
25,30
26,19
27,21
28,18
29,13
30,16
31,14
32,15
33,17
34,11
35,11
36,11
37,9
38,6
39,11
40,11
41,9
42,10
43,8
44,6
45,5
46,8
47,4
48,3
49,5
50,4
51,7
52,4
53,2
54,7
55,11
56,4
57,4
58,4
59,2
60,4
61,2
62,2
63,3
64,3
65,3
66,3
67,3
68,3
69,2
70,2
72,1
73,3
74,3
75,3
76,1
77,2
78,2
79,2
80,1
81,2
82,2
83,3
84,4
85,1
86,4
87,1
88,2
89,2
90,1
91,1
92,3
93,2
94,3
95,1
96,2
98,1
99,1
100,1
102,1
105,1
106,1
107,4
108,3
109,3
111,2
113,1
114,1
116,1
117,2
118,1
119,1
120,1
121,1
122,1
123,1
131,1
132,1
133,1
134,1
139,1
141,1
142,1
143,1
148,1
156,1
158,2
160,2
162,1
164,2
165,1
170,1
173,2
177,1
178,1
196,2
199,1
206,1
212,1
219,1
230,1
235,1
236,1
250,1
252,1
259,1
272,1
283,1
299,1
313,1
330,1
331,1
333,1
384,1
407,1
410,1
432,1
437,1
454,1
463,1
482,1
597,1
