degree,count
3,4243
4,1659
5,841
6,531
7,424
8,310
9,247
10,192
11,167
12,127
13,114
14,102
15,79
16,69
17,82
18,60
19,52
20,36
21,42
22,42
23,42
24,25
25,23
26,15
27,25
28,11
29,22
30,11
31,17
32,18
33,12
34,15
35,8
36,22
37,7
38,8
39,17
40,9
41,8
42,6
43,6
44,7
45,7
46,6
47,4
48,4
49,8
50,6
51,6
52,7
53,5
54,5
55,8
56,3
57,6
58,5
59,6
60,3
61,7
62,1
63,3
64,2
66,5
67,3
68,3
69,6
70,3
71,1
72,4
73,3
75,3
76,4
77,4
78,3
79,2
80,2
81,2
82,4
83,1
84,1
85,2
86,1
87,1
88,1
89,1
91,2
92,1
93,3
94,1
95,3
96,4
97,1
98,1
99,2
100,2
101,2
102,1
104,2
105,1
106,1
107,1
109,1
110,2
111,1
112,1
113,2
114,1
116,3
117,1
118,1
120,1
121,1
124,2
128,1
129,2
131,2
134,1
135,1
138,1
142,1
144,3
145,1
147,1
149,1
154,1
156,1
158,1
159,1
162,1
166,1
168,1
170,1
175,1
176,1
182,1
185,1
186,1
187,1
194,1
197,2
224,1
244,1
246,1
253,1
279,1
300,1
311,1
314,1
320,1
330,1
345,1
363,1
382,1
415,1
420,1
453,1
476,1
516,1
571,1
