step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,54,-1,0,59,0,110,0,124,0,130,0,13,21,128,5,5,568,0,0,0,0,0
400,409,111,-1,0,74,0,177,0,220,0,232,0,18,40,220,7,7,1132,0,0,0,0,0
600,609,170,-1,0,79,0,226,0,313,0,329,0,20,66,306,7,7,1697,0,0,0,0,0
800,809,221,-1,0,81,0,264,0,396,0,438,0,19,68,391,7,7,2277,0,0,0,0,0
1000,1009,284,-1,0,83,0,290,0,465,0,538,0,19,79,467,8,8,2837,0,0,0,3,0
1200,1209,339,-1,0,88,0,316,0,538,0,622,0,19,84,526,8,8,3425,0,1,0,1,0
1400,1409,413,-1,0,88,0,347,0,623,0,729,0,20,130,625,8,8,3985,0,0,0,0,0
1600,1609,478,-1,0,93,0,360,0,663,0,809,0,20,123,658,8,8,4575,0,0,0,0,0
1800,1809,532,-1,0,93,0,378,0,721,0,896,0,20,133,715,8,8,5161,0,0,0,0,0
2000,2009,590,-1,0,92,0,386,0,784,0,997,0,20,157,783,8,8,5740,0,0,0,1,0
2200,2209,654,-1,0,95,0,416,0,836,0,1089,0,20,188,838,8,8,6328,0,0,0,0,0
2400,2409,698,-1,0,96,0,411,0,901,0,1208,0,20,192,898,8,8,6907,0,0,0,0,0
2600,2609,755,-1,0,95,0,443,0,947,0,1295,0,20,170,947,8,8,7491,0,2,0,1,0
2800,2809,815,-1,0,95,0,456,0,989,0,1371,0,20,200,995,7,7,8083,0,0,0,0,0
3000,3009,878,3,0,93,1,448,4,1009,9,1438,0,20,203,1036,8,8,8679,0,0,0,0,0
3200,3209,925,3,2,96,1,445,8,1067,1,1502,0,20,188,1036,8,8,9283,0,0,0,2,0
3400,3409,990,3,1,93,1,451,11,1052,2,1559,0,20,211,1063,7,7,9872,0,0,0,0,0
3600,3609,1041,3,1,94,4,462,5,1109,4,1651,0,20,225,1100,8,8,10459,0,0,0,0,0
3800,3809,1103,3,0,97,3,485,4,1164,8,1757,0,20,233,1159,8,8,11041,0,0,0,0,0
4000,4009,1177,3,0,91,2,486,4,1193,6,1818,0,20,218,1188,7,7,11630,0,1,0,1,0
4200,4209,1246,3,1,96,1,483,5,1246,4,1901,0,20,241,1215,8,8,12213,0,0,0,0,0
4400,4409,1320,3,0,99,1,496,3,1253,4,1960,0,20,241,1262,8,8,12809,0,0,0,0,0
4600,4609,1386,3,0,95,0,497,4,1253,3,2025,0,20,255,1283,8,8,13400,0,1,0,0,0
4800,4809,1440,3,0,97,1,521,2,1322,2,2145,0.0238,20,274,1336,8,8,13979,0,0,0,0,0
5000,5009,1502,3,1,98,5,504,0,1376,6,2218,0.0064,20,282,1357,8,8,14580,0,1,0,1,0
5200,5209,1562,3,0,100,1,523,4,1353,3,2268,0,20,251,1391,8,8,15173,0,1,0,1,0
5400,5409,1626,3,0,99,2,521,0,1430,2,2364,0,20,294,1419,8,8,15762,0,0,0,1,0
5600,5609,1681,3,0,101,1,540,1,1455,8,2462,0,20,312,1458,8,8,16348,0,3,0,0,0
