degree,count
3,4450
4,1629
5,924
6,541
7,406
8,297
9,222
10,171
11,134
12,111
13,86
14,86
15,70
16,62
17,55
18,43
19,54
20,41
21,38
22,31
23,35
24,29
25,30
26,23
27,14
28,23
29,18
30,8
31,14
32,10
33,7
34,10
35,9
36,14
37,13
38,9
39,10
40,10
41,10
42,11
43,10
44,8
45,7
46,9
47,6
48,6
49,5
50,4
51,2
52,3
53,5
54,9
55,6
56,6
57,5
59,3
60,4
61,1
62,1
63,4
64,4
65,1
66,4
67,2
68,1
69,4
70,2
71,2
72,1
73,1
74,1
75,2
76,3
78,4
79,2
80,2
81,2
82,1
83,2
84,2
85,3
86,4
87,1
88,1
89,3
90,3
92,2
93,3
94,1
95,1
97,5
98,1
99,1
100,1
101,1
102,1
105,3
106,1
107,1
108,1
109,1
110,2
111,1
112,4
113,1
114,2
116,1
117,2
119,1
121,1
124,1
125,1
127,1
128,1
129,1
130,3
131,1
134,2
135,2
140,1
141,1
143,1
149,1
151,1
152,1
153,2
157,1
163,1
171,1
173,2
177,1
181,1
189,1
193,2
201,1
217,1
225,1
227,1
235,2
238,1
240,1
242,1
249,1
297,1
298,1
309,1
317,1
319,1
379,1
422,1
431,1
478,1
486,1
501,1
