step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,58,-1,0,54,0,96,0,106,0,110,0,8,17,107,16,384,561,0,0,0,0,0
400,409,127,-1,0,73,0,170,0,200,0,207,0,18,48,201,40,724,1135,0,0,0,0,0
600,609,174,-1,0,87,0,238,0,309,0,319,0,17,57,311,68,1002,1723,0,0,0,0,0
800,809,234,-1,0,89,0,306,0,416,0,439,0,20,90,416,89,1119,2294,0,0,0,0,0
1000,1009,296,-1,0,94,0,366,0,525,0,558,0,20,93,527,113,1253,2833,0,0,0,0,0
1200,1209,353,-1,0,101,0,419,0,637,0,675,0,20,109,635,164,1664,3597,0,0,0,0,0
1400,1409,417,-1,0,101,0,443,0,736,0,787,0,20,140,739,195,1617,4129,0,0,0,0,0
1600,1609,480,-1,0,105,0,491,0,849,0,921,0,20,177,852,241,1999,4995,0,0,0,0,0
1800,1809,551,-1,0,107,0,526,0,950,0,1021,0,20,183,957,270,2203,5763,0,0,0,0,0
2000,2009,611,-1,0,105,0,553,0,1043,0,1138,0,20,199,1046,251,1702,5919,0,0,0,0,0
2200,2209,668,-1,0,107,0,603,0,1175,0,1269,0,20,252,1162,352,2459,7029,0,0,0,0,0
2400,2409,713,-1,0,106,0,615,0,1262,0,1395,0,20,269,1263,372,2266,7612,0,0,0,0,0
2600,2609,784,-1,0,107,0,638,0,1361,0,1526,0,20,275,1351,395,2426,8229,0,0,0,0,0
2800,2809,857,-1,0,106,0,666,0,1465,0,1650,0,20,297,1476,475,2795,9042,0,0,0,0,0
3000,3009,914,3,2,109,2,680,7,1569,12,1780,0,20,350,1578,464,2523,9641,0,0,0,0,0
3200,3209,977,21,4,109,8,670,20,1653,20,1894,0,20,350,1655,484,2214,9934,0,0,0,0,0
3400,3409,1038,14,1,108,10,693,19,1733,20,2012,0,20,327,1747,532,2853,10902,0,0,0,0,0
3600,3609,1103,18,3,110,13,721,19,1818,20,2120,0,20,354,1834,582,3130,11727,0,0,0,0,0
3800,3809,1162,20,2,109,12,727,20,1927,20,2263,0,20,364,1938,637,2793,12082,0,0,0,0,0
4000,4009,1211,23,2,112,13,743,20,2024,20,2409,0,20,358,2000,592,2567,12386,0,0,0,0,0
4200,4209,1261,24,1,109,10,768,20,2147,20,2551,0,20,455,2137,767,3575,13664,0,0,0,0,0
4400,4409,1315,28,3,109,13,762,19,2216,20,2669,0,20,434,2197,730,2816,13945,0,0,0,0,0
4600,4609,1368,27,4,111,8,776,20,2336,20,2807,0,20,467,2302,749,3073,14654,0,0,0,0,0
4800,4809,1426,29,3,112,8,772,20,2369,20,2933,0,20,514,2355,796,2939,15072,0,0,0,0,0
5000,5009,1475,31,3,109,14,797,20,2459,20,3091,0,20,492,2474,860,3115,15651,0,0,0,0,0
5200,5209,1527,33,3,111,10,801,20,2534,20,3216,0,20,575,2543,874,3271,16509,0,0,0,0,0
5400,5409,1580,35,3,111,14,800,20,2654,20,3348,0,20,556,2640,912,3340,17083,0,0,0,0,0
5600,5609,1653,38,2,111,16,786,20,2649,20,3458,0,20,490,2685,875,2917,17207,0,0,0,0,0
5800,5809,1728,39,3,109,18,809,20,2760,20,3572,0,20,562,2764,992,3267,17771,0,0,0,0,0
6000,6009,1779,38,2,111,13,824,20,2833,20,3720,0,20,458,2825,1037,3298,18419,0,0,0,0,0
6200,6209,1842,41,4,111,15,811,20,2864,20,3846,0,20,576,2892,1035,3204,18785,0,0,0,0,0
6400,6409,1904,35,2,111,9,809,20,2950,20,3955,0,20,635,2935,1091,3728,19760,0,0,0,0,0
6600,6609,1974,37,2,107,12,819,20,3045,20,4078,0,20,583,2976,1053,2948,19639,0,0,0,0,0
6800,6809,2029,38,2,110,13,815,20,3107,20,4210,0,20,594,3105,1100,3682,20742,0,0,0,0,0
