step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,48,-1,0,58,0,109,0,122,0,125,0,11,14,123,0,0,575,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,103,-1,0,69,0,174,0,225,0,238,0,13,41,222,0,0,1146,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,163,-1,0,77,0,217,0,310,0,327,0,20,59,296,0,0,1726,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,221,-1,0,81,0,248,0,382,0,423,0,18,62,381,0,0,2299,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,281,-1,0,86,0,286,0,470,0,539,0,20,91,474,2,4,2870,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,344,-1,0,84,0,309,0,512,0,614,0,20,85,514,2,4,3454,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,404,-1,0,86,0,312,0,550,0,679,0,20,112,566,1,2,4046,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,469,3,1,86,4,348,1,642,6,798,0,20,108,638,1,2,4612,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,528,3,0,91,4,368,1,699,5,885,0,20,133,690,1,2,5203,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,582,3,2,86,1,380,5,768,8,997,0,20,161,776,2,4,5781,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,648,3,0,91,2,392,6,811,4,1054,0,20,163,805,1,2,6366,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,697,3,0,92,1,408,5,880,10,1196,0,20,159,889,5,10,6935,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,765,3,1,90,5,423,2,918,4,1255,0,20,197,927,8,16,7539,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,830,3,0,89,2,429,8,952,8,1312,0,20,180,948,3,6,8125,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,887,3,0,92,1,444,4,1013,6,1407,0.018,20,192,988,1,2,8703,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,957,3,0,91,1,442,2,1006,6,1468,0.014,20,210,1041,2,4,9273,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1025,3,1,96,0,454,3,1058,5,1543,0.0109,20,188,1049,3,6,9864,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1092,3,0,97,1,484,3,1145,2,1686,0.0084,20,254,1176,3,6,10425,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1150,3,0,94,2,496,0,1185,4,1761,0.0063,20,237,1179,4,8,11016,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1201,3,1,98,1,482,4,1216,1,1826,0.0047,20,233,1209,4,8,11612,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1261,3,0,96,1,500,0,1239,3,1905,0.0035,20,236,1230,4,8,12206,0,3,4,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1319,3,1,94,1,499,0,1233,3,1984,0.0025,20,233,1247,1,2,12794,0,3,7,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1365,3,2,96,1,495,0,1299,2,2090,0.0017,20,275,1284,1,2,13382,0,3,2,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1420,3,0,97,0,503,1,1302,3,2145,0.046,20,238,1283,1,2,13978,0,3,3,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1481,3,0,94,1,506,2,1311,2,2192,0.0356,20,262,1304,2,4,14577,0,3,2,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1538,3,0,94,0,501,5,1372,1,2259,0.0273,20,283,1365,3,6,15177,0,3,5,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1589,3,0,99,0,519,4,1376,1,2346,0.0207,20,292,1364,3,6,15765,0,3,4,0,-1,0,0,-1,0,0,-1,0,0
5600,5609,1642,3,0,97,0,501,2,1418,1,2422,0.0154,20,261,1415,3,6,16358,0,3,5,0,-1,0,0,-1,0,0,-1,0,0
5800,5809,1704,3,0,97,1,511,3,1438,4,2509,0.0112,20,287,1460,3,6,16939,0,3,1,0,-1,0,0,-1,0,0,-1,0,0
6000,6009,1761,3,0,95,0,523,2,1450,1,2566,0.0079,20,334,1451,3,6,17532,0,3,1,0,-1,0,0,-1,0,0,-1,0,0
6200,6209,1816,3,0,97,2,523,1,1489,0,2634,0.0053,20,265,1464,4,8,18124,0,5,6,1,-1,0,0,-1,0,0,-1,0,0
6400,6409,1881,3,0,96,1,535,3,1576,2,2767,0.0032,20,321,1525,3,6,18682,0,7,4,1,3,6,0,-1,0,0,-1,0,0
6600,6609,1939,3,1,98,0,535,1,1600,1,2829,0.0015,20,310,1515,4,8,19286,0,9,13,1,3,6,0,-1,0,0,-1,0,0
6800,6809,2000,3,0,96,0,527,2,1578,2,2918,0.0002,20,327,1590,4,8,19873,0,11,7,1,3,10,0,-1,0,0,-1,0,0
7000,7009,2059,3,1,99,0,545,3,1611,3,2962,0,20,324,1612,4,8,20468,0,13,15,1,3,1,0,-1,0,0,-1,0,0
7200,7209,2120,3,0,100,2,550,3,1630,1,3029,0,20,347,1627,3,6,21064,0,15,16,1,3,3,0,-1,0,0,-1,0,0
7400,7409,2189,3,0,95,0,545,2,1687,4,3096,0,20,327,1666,3,6,21655,0,17,13,1,3,2,0,-1,0,0,-1,0,0
7600,7609,2246,3,0,98,1,546,2,1679,1,3188,0,20,340,1665,6,12,22255,0,19,11,1,3,4,0,-1,0,0,-1,0,0
7800,7809,2302,3,0,99,0,557,0,1717,6,3258,0,20,313,1674,7,14,22855,0,21,15,1,3,6,0,-1,0,0,-1,0,0
8000,8009,2363,3,0,99,0,564,3,1779,11,3383,0,20,356,1769,6,12,23450,0,23,17,1,3,5,0,-1,0,0,-1,0,0
8200,8209,2424,3,0,99,0,557,2,1775,8,3477,0,20,373,1749,7,14,24047,0,26,18,1,3,4,0,-1,0,0,-1,0,0
8400,8409,2493,3,0,100,1,571,1,1765,11,3533,0,20,363,1798,5,10,24639,0,28,17,1,3,5,0,-1,0,0,-1,0,0
8600,8609,2558,3,0,99,0,591,1,1812,9,3613,0,20,377,1791,3,6,25226,0,31,17,1,3,3,0,-1,0,0,-1,0,0
8800,8809,2617,3,0,101,0,573,1,1821,6,3680,0,20,380,1825,3,6,25813,0,31,17,0,3,5,0,3,4,0,-1,0,0
9000,9009,2680,3,0,100,0,573,3,1849,5,3728,0,20,381,1876,6,12,26414,0,31,20,0,3,5,0,3,3,0,-1,0,0
9200,9209,2750,3,0,103,2,578,1,1836,4,3767,0,20,411,1867,5,10,27016,0,31,20,0,3,5,0,3,4,0,-1,0,0
9400,9409,2810,3,0,102,0,567,3,1888,9,3857,0,20,387,1888,8,16,27618,0,31,12,0,3,1,0,3,3,0,-1,0,0
9600,9609,2876,3,0,97,1,604,2,1866,8,3929,0,20,363,1876,9,18,28223,0,31,16,0,3,6,0,3,4,0,-1,0,0
9800,9809,2929,3,0,101,4,589,1,1895,7,3987,0,20,400,1901,8,16,28835,0,31,16,0,3,3,0,3,5,0,-1,0,0
10000,10009,2979,3,0,99,0,578,0,1908,6,4066,0,20,373,1906,4,8,29437,0,31,16,0,3,4,0,3,4,0,-1,0,0
10200,10209,3039,3,0,100,1,595,4,1926,8,4102,0,20,397,1949,4,8,30036,0,31,19,0,3,4,0,3,6,0,-1,0,0
10400,10409,3095,3,0,100,3,598,1,1971,11,4222,0,20,403,1983,4,8,30622,0,31,15,0,3,4,0,3,5,0,-1,0,0
10600,10609,3148,3,0,103,0,592,2,1979,7,4271,0,20,380,1955,4,8,31219,0,31,16,0,3,3,0,3,3,0,-1,0,0
10800,10809,3198,3,0,101,0,584,1,1959,8,4397,0,20,440,2021,4,8,31819,0,31,16,0,3,2,0,3,1,0,-1,0,0
11000,11009,3258,3,1,99,1,595,3,2015,6,4413,0,20,450,2017,5,10,32414,0,31,12,0,3,2,0,5,7,1,-1,0,0
11200,11209,3316,3,1,98,1,601,2,2010,8,4562,0,20,395,2057,4,8,33005,0,31,16,0,3,2,0,7,5,1,3,2,0
11400,11409,3374,3,0,98,0,618,2,2068,7,4605,0,20,414,2065,4,8,33597,0,31,17,0,3,0,0,9,5,1,3,2,0
11600,11609,3425,3,0,101,3,607,1,2095,9,4692,0,20,386,2107,5,10,34198,0,31,15,0,3,2,0,11,8,1,3,1,0
11800,11809,3485,3,0,103,0,601,5,2081,6,4779,0,20,405,2101,4,8,34793,0,31,17,0,3,3,0,13,7,1,3,4,0
12000,12009,3556,3,0,103,0,604,4,2103,5,4826,0,20,431,2120,6,12,35395,0,31,14,0,3,6,0,15,12,1,3,2,0
12200,12209,3608,3,0,102,0,606,4,2121,7,4936,0,20,432,2125,7,14,35987,0,30,18,0,3,3,0,17,9,1,3,1,0
12400,12409,3661,3,0,101,0,604,3,2138,10,5003,0,20,416,2180,10,20,36596,0,30,16,0,3,2,0,19,13,1,3,3,0
12600,12609,3712,3,0,101,1,604,2,2194,6,5122,0,20,459,2237,12,24,37201,0,30,13,0,3,2,0,21,14,1,3,1,0
12800,12809,3775,3,0,101,0,607,3,2215,4,5169,0,20,484,2216,13,26,37813,0,30,17,0,3,4,0,24,12,1,3,6,0
13000,13009,3838,3,0,100,0,610,2,2217,6,5261,0,20,451,2229,11,22,38420,0,30,16,0,3,1,0,26,12,1,3,1,0
13200,13209,3897,3,0,99,1,617,2,2248,7,5344,0,20,484,2252,12,24,39037,0,30,15,0,3,3,0,26,13,0,5,4,1
