step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,115,-1,0,69,0,158,0,205,0,214,0,19,46,204,0,0,1138,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,176,-1,0,74,0,207,0,276,0,294,0,17,53,276,0,0,1711,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,230,-1,0,81,0,240,0,348,0,399,0,20,78,362,0,0,2286,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,293,-1,0,83,0,272,0,429,0,494,0,20,80,426,0,0,2852,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,364,-1,0,85,0,296,0,490,0,574,0,19,102,482,1,2,3419,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,419,-1,0,85,0,327,0,572,0,684,0,20,120,579,3,6,3983,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,480,3,1,90,4,348,8,616,16,769,0,20,134,635,1,2,4573,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,531,3,1,92,2,367,14,695,20,872,0,20,130,696,3,6,5141,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,589,3,1,90,1,388,10,785,20,989,0,20,154,780,3,6,5713,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,651,3,0,97,3,406,12,834,20,1072,0,20,174,835,2,4,6294,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,707,3,1,94,0,409,9,885,16,1171,0,20,199,873,4,8,6883,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,759,3,0,95,4,427,6,922,18,1254,0,20,186,909,3,6,7473,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,811,3,0,93,2,435,10,967,19,1329,0.0277,20,180,950,3,6,8073,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,868,3,0,93,1,445,9,1020,15,1429,0.0354,20,231,1021,2,4,8658,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,930,3,1,94,3,463,8,1089,17,1530,0.0395,20,220,1057,2,4,9226,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,989,3,1,96,3,470,8,1137,17,1625,0.0406,20,233,1137,0,0,9801,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1053,3,0,94,0,479,6,1163,15,1706,0.0524,20,228,1173,0,0,10379,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1115,5,0,95,2,485,12,1187,20,1765,0.0853,20,236,1186,3,6,10966,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1174,7,3,98,2,479,13,1227,19,1826,0.1132,20,253,1241,3,6,11556,1,3,3,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1224,9,2,95,3,496,11,1264,20,1919,0.116,20,250,1253,3,6,12141,1,3,3,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1272,11,2,95,1,502,13,1269,20,2013,0.1084,20,246,1272,2,4,12731,1,3,3,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1334,14,2,93,8,530,20,1303,20,2106,0.1089,20,272,1327,2,4,13316,1,3,5,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1393,16,3,98,6,512,17,1351,20,2191,0.1103,20,295,1347,4,8,13897,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1459,19,2,97,9,512,16,1406,20,2269,0.1036,20,247,1408,5,10,14497,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1530,21,2,96,8,522,17,1411,20,2323,0.0811,20,280,1409,5,10,15092,1,3,3,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1595,23,0,98,7,533,17,1494,20,2454,0.0631,20,285,1487,5,10,15662,1,3,5,0,-1,0,0,-1,0,0,-1,0,0
5600,5609,1653,25,2,100,8,542,19,1509,20,2533,0.0486,20,297,1530,4,8,16259,1,3,8,0,-1,0,0,-1,0,0,-1,0,0
5800,5809,1702,27,2,100,11,538,18,1515,20,2595,0.0371,20,315,1555,3,6,16850,1,3,6,0,-1,0,0,-1,0,0,-1,0,0
6000,6009,1772,29,3,101,8,542,18,1582,20,2680,0.0279,20,315,1598,2,4,17432,1,3,6,0,-1,0,0,-1,0,0,-1,0,0
6200,6209,1829,31,1,98,11,553,19,1625,20,2763,0.0205,20,320,1599,4,8,18025,1,3,6,0,-1,0,0,-1,0,0,-1,0,0
6400,6409,1895,31,2,102,8,562,17,1639,20,2846,0.0004,20,304,1629,5,10,18610,0,3,2,0,3,4,0,-1,0,0,-1,0,0
6600,6609,1950,31,0,98,8,570,19,1658,20,2918,0,20,349,1667,5,10,19203,0,5,7,1,3,2,0,-1,0,0,-1,0,0
6800,6809,2008,31,3,101,7,557,17,1683,20,2994,0,20,307,1685,6,12,19801,0,7,6,1,3,1,0,-1,0,0,-1,0,0
7000,7009,2063,31,1,100,9,569,19,1717,20,3070,0,20,328,1688,4,8,20398,0,9,12,1,4,5,0,-1,0,0,-1,0,0
7200,7209,2130,31,0,94,10,563,19,1697,20,3130,0,20,328,1687,5,10,20992,0,11,12,1,4,4,0,-1,0,0,-1,0,0
7400,7409,2192,31,2,100,7,566,18,1735,20,3178,0,20,353,1716,3,6,21584,0,13,11,1,4,5,0,-1,0,0,-1,0,0
7600,7609,2251,31,1,101,11,580,17,1773,20,3298,0,20,355,1807,3,6,22159,0,15,14,1,4,3,0,-1,0,0,-1,0,0
7800,7809,2317,31,0,99,8,573,18,1813,20,3378,0,20,330,1798,4,8,22748,0,17,14,1,4,7,0,-1,0,0,-1,0,0
8000,8009,2383,31,1,100,7,581,18,1814,20,3431,0,20,385,1826,5,10,23345,0,17,16,0,4,4,0,-1,0,0,-1,0,0
8200,8209,2450,31,2,97,10,565,15,1863,20,3524,0,20,358,1858,4,8,23933,0,17,14,0,4,9,0,-1,0,0,-1,0,0
8400,8409,2519,31,0,103,6,593,18,1844,20,3556,0,20,409,1843,4,8,24530,0,17,15,0,4,5,0,-1,0,0,-1,0,0
8600,8609,2579,31,1,99,12,598,12,1866,20,3616,0,20,391,1844,3,6,25121,0,17,8,0,4,5,0,-1,0,0,-1,0,0
