degree,count
3,4383
4,1659
5,920
6,542
7,395
8,267
9,226
10,152
11,169
12,118
13,106
14,88
15,68
16,62
17,56
18,69
19,41
20,47
21,38
22,38
23,25
24,29
25,19
26,25
27,14
28,19
29,25
30,20
31,9
32,16
33,15
34,10
35,13
36,13
37,7
38,9
39,8
40,7
41,8
42,6
43,15
44,8
45,7
46,2
47,13
48,9
49,4
50,6
51,8
52,4
53,4
54,5
55,4
56,5
57,2
58,4
59,6
60,3
61,1
62,3
63,1
64,6
65,4
66,1
67,3
68,1
69,3
70,6
71,3
72,1
73,2
74,5
75,5
76,3
78,6
79,2
80,3
81,3
82,1
83,4
84,2
86,1
87,3
89,1
90,4
91,2
94,1
95,2
96,3
98,1
99,5
101,1
102,1
103,2
105,2
106,2
108,1
110,1
113,1
117,1
118,1
119,1
124,1
125,1
129,1
130,1
131,1
132,1
134,2
135,1
137,2
138,1
140,1
142,1
144,1
145,2
153,1
158,1
160,1
162,2
165,2
168,1
180,3
185,1
189,1
192,1
193,1
198,1
200,1
205,1
210,1
214,1
217,2
218,1
224,1
225,1
252,1
261,1
280,1
286,1
288,1
293,1
338,1
400,1
441,1
467,1
469,1
547,1
568,1
