step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,115,-1,0,69,0,158,0,205,0,214,0,19,46,204,0,0,1138,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,176,-1,0,74,0,207,0,276,0,294,0,17,53,276,0,0,1711,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,230,-1,0,81,0,240,0,348,0,399,0,20,78,362,0,0,2286,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,293,-1,0,83,0,272,0,429,0,494,0,20,80,426,0,0,2852,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,364,-1,0,83,0,288,0,482,0,587,0,20,97,483,0,0,3417,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,419,-1,0,92,0,336,0,590,0,718,0,20,123,592,0,0,3972,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,475,3,0,92,5,373,12,680,18,829,0,20,145,686,0,0,4533,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,531,3,0,91,4,378,11,733,15,909,0,20,140,726,0,0,5116,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,591,3,0,95,4,387,10,771,14,976,0,20,155,769,0,0,5702,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,656,3,2,93,2,398,13,820,11,1056,0,20,161,821,0,0,6290,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,717,3,0,92,4,415,9,854,15,1138,0,20,175,862,0,0,6867,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,775,3,1,94,3,417,7,909,13,1228,0,20,206,892,0,0,7458,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,829,3,1,93,0,446,6,980,11,1345,0,20,186,980,0,0,8017,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,894,3,0,93,3,449,9,1011,11,1419,0.0086,20,228,1017,0,0,8600,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,950,3,0,95,2,472,7,1036,12,1527,0.0307,20,208,1062,0,0,9190,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1000,3,1,98,1,477,7,1131,4,1626,0.0389,20,204,1117,0,0,9762,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1060,3,0,95,0,480,5,1177,6,1737,0.0629,20,246,1179,0,0,10317,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1117,3,0,94,2,495,7,1221,7,1792,0.0979,20,229,1194,0,0,10910,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1164,3,1,97,4,495,8,1237,8,1880,0.1353,20,238,1250,0,0,11499,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1220,3,0,96,2,501,6,1302,7,1984,0.1351,20,264,1277,0,0,12067,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1274,3,0,96,3,501,2,1329,6,2040,0.1285,20,290,1327,0,0,12656,1,3,5,0,-1,0,0,-1,0,0,-1,0,0
4600,4609,1324,3,0,94,1,513,2,1363,7,2157,0.1233,20,257,1358,0,0,13230,1,3,6,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1390,3,0,99,4,530,5,1418,6,2252,0.1431,20,289,1412,0,0,13799,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1449,3,0,100,0,528,2,1419,4,2337,0.1127,20,274,1438,0,0,14379,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1515,3,0,99,1,528,8,1496,7,2401,0.0884,20,312,1463,0,0,14965,1,3,1,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1577,3,0,100,1,532,4,1503,8,2443,0.069,20,282,1500,0,0,15556,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5600,5609,1642,3,0,98,1,531,4,1498,6,2506,0.0534,20,281,1525,0,0,16143,1,3,8,0,-1,0,0,-1,0,0,-1,0,0
5800,5809,1706,3,0,96,2,544,6,1512,5,2595,0.041,20,332,1533,0,0,16714,1,3,0,1,-1,0,0,-1,0,0,-1,0,0
6000,6009,1762,3,0,97,1,529,4,1550,3,2704,0.0311,20,292,1565,0,0,17298,1,3,4,1,-1,0,0,-1,0,0,-1,0,0
6200,6209,1824,3,0,98,1,574,7,1572,7,2748,0.0231,20,319,1567,0,0,17892,1,3,7,1,-1,0,0,-1,0,0,-1,0,0
6400,6409,1881,3,0,101,2,540,3,1609,6,2852,0.0005,20,339,1612,0,0,18452,0,3,5,1,3,0,0,-1,0,0,-1,0,0
6600,6609,1938,3,0,98,0,554,2,1659,5,2942,0,20,345,1642,0,0,19037,0,3,4,1,3,1,0,-1,0,0,-1,0,0
6800,6809,1986,3,0,102,0,567,4,1674,2,3026,0,20,339,1687,0,0,19629,0,3,4,1,3,2,0,-1,0,0,-1,0,0
7000,7009,2046,3,0,99,2,569,2,1685,7,3080,0,20,333,1679,0,0,20216,0,3,7,1,3,3,0,-1,0,0,-1,0,0
7200,7209,2117,3,0,101,0,570,5,1710,7,3121,0,20,361,1707,0,0,20806,0,3,2,1,3,2,0,-1,0,0,-1,0,0
7400,7409,2184,3,0,98,1,573,2,1748,4,3253,0,20,371,1758,0,0,21372,0,3,5,1,3,3,0,-1,0,0,-1,0,0
7600,7609,2245,3,0,101,1,582,6,1787,5,3319,0,20,358,1782,0,0,21964,0,3,4,1,3,1,0,-1,0,0,-1,0,0
7800,7809,2300,3,0,101,2,569,3,1789,5,3372,0,20,357,1788,0,0,22554,0,3,4,1,3,4,0,-1,0,0,-1,0,0
8000,8009,2361,3,1,98,1,583,1,1819,5,3438,0,20,402,1803,0,0,23141,0,3,6,1,3,2,0,-1,0,0,-1,0,0
8200,8209,2423,3,0,100,0,591,4,1848,12,3537,0,20,378,1832,0,0,23712,0,3,4,1,3,2,0,-1,0,0,-1,0,0
8400,8409,2488,3,0,102,0,579,3,1870,4,3593,0,20,416,1875,0,0,24295,0,3,6,1,3,0,0,-1,0,0,-1,0,0
8600,8609,2546,3,0,99,2,578,5,1860,7,3665,0,20,362,1875,0,0,24884,0,3,4,0,3,1,1,-1,0,0,-1,0,0
