step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,44,-1,0,62,0,117,0,132,0,136,0,15,25,130,0,0,585,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,98,-1,0,73,0,179,0,236,0,250,0,19,57,237,0,0,1161,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,163,-1,0,77,0,221,0,307,0,338,0,19,70,310,0,0,1735,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,226,-1,0,77,0,250,0,377,0,417,0,20,70,375,0,0,2312,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,290,-1,0,82,0,278,0,443,0,505,0,20,89,440,0,0,2891,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,352,-1,0,86,0,305,0,512,0,609,0,20,103,519,0,0,3468,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,412,-1,0,85,0,322,0,569,0,696,0,20,99,574,0,0,4037,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,473,3,1,88,2,326,7,627,7,776,0,20,111,626,0,0,4615,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,541,3,0,88,4,359,5,681,4,846,0,20,138,676,0,0,5183,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,599,3,0,87,2,369,5,714,4,907,0,20,130,719,0,0,5765,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,651,3,0,92,0,377,2,765,5,1024,0,20,165,754,0,0,6352,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,705,3,1,94,1,400,1,837,6,1148,0,20,144,851,0,0,6920,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,760,3,1,92,2,430,2,925,4,1254,0,20,173,905,0,0,7497,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,822,3,0,92,1,443,6,960,10,1350,0,20,160,965,0,0,8069,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,874,3,0,94,0,457,4,1008,7,1409,0,20,203,1014,0,0,8651,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,934,3,1,94,5,434,2,1040,10,1484,0.045,20,230,1046,0,0,9242,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,995,3,0,97,1,445,4,1074,5,1556,0.0551,20,205,1060,0,0,9829,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1062,3,0,97,1,473,6,1101,5,1640,0.0892,20,218,1116,0,0,10408,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1121,3,0,96,2,476,5,1167,7,1732,0.0704,20,219,1181,0,0,10989,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
