step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
4600,4609,1397,3,0,96,2,514,6,1341,6,2060,0.078,20,247,1323,0,0,13158,1,3,1,0,-1,0,0,-1,0,0,-1,0,0
4800,4809,1464,3,0,96,1,527,7,1345,7,2119,0.0609,20,258,1351,0,0,13742,1,3,2,0,-1,0,0,-1,0,0,-1,0,0
5000,5009,1522,3,0,98,1,518,2,1352,9,2187,0.0472,20,266,1350,0,0,14323,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
5200,5209,1578,3,0,99,3,520,3,1397,7,2252,0.0363,20,282,1387,0,0,14906,1,3,7,0,-1,0,0,-1,0,0,-1,0,0
5400,5409,1633,3,0,96,2,537,5,1418,6,2327,0.0275,20,285,1403,0,0,15491,1,3,10,1,-1,0,0,-1,0,0,-1,0,0
5600,5609,1694,3,0,97,3,513,3,1437,9,2374,0.0205,20,284,1456,0,0,16074,1,3,8,1,-1,0,0,-1,0,0,-1,0,0
5800,5809,1753,3,0,100,2,541,1,1474,6,2476,0.0035,20,273,1454,0,0,16663,0,3,7,1,-1,0,0,-1,0,0,-1,0,0
6000,6009,1809,3,0,97,1,530,4,1461,10,2546,0,20,281,1495,0,0,17246,0,3,4,1,-1,0,0,-1,0,0,-1,0,0
6200,6209,1865,3,0,98,2,524,8,1497,10,2609,0,20,278,1502,0,0,17834,0,3,6,1,-1,0,0,-1,0,0,-1,0,0
6400,6409,1920,3,0,98,1,554,2,1538,5,2700,0,20,338,1559,0,0,18421,0,3,3,1,-1,0,0,-1,0,0,-1,0,0
6600,6609,1978,3,1,101,2,543,4,1564,5,2744,0,20,345,1545,0,0,19010,0,3,6,1,3,7,0,-1,0,0,-1,0,0
6800,6809,2041,3,0,97,0,540,4,1542,7,2846,0,20,325,1584,0,0,19598,0,3,4,1,3,7,0,-1,0,0,-1,0,0
7000,7009,2106,3,0,99,2,543,2,1581,16,2907,0,20,302,1589,0,0,20180,0,3,3,1,3,6,0,-1,0,0,-1,0,0
7200,7209,2156,3,0,98,1,555,3,1610,7,2988,0,20,359,1634,0,0,20773,0,3,3,1,3,5,0,-1,0,0,-1,0,0
7400,7409,2212,3,1,97,2,563,5,1649,7,3060,0,20,325,1655,0,0,21354,0,3,4,1,3,8,0,-1,0,0,-1,0,0
7600,7609,2280,3,0,100,2,552,4,1656,7,3155,0,20,325,1743,0,0,21938,0,3,1,1,3,6,0,-1,0,0,-1,0,0
7800,7809,2332,3,0,102,1,541,4,1723,5,3277,0,20,330,1692,0,0,22515,0,3,2,1,3,5,0,-1,0,0,-1,0,0
8000,8009,2388,3,0,99,1,578,5,1744,6,3306,0,20,356,1691,0,0,23111,0,3,5,0,3,3,1,-1,0,0,-1,0,0
8200,8209,2444,3,0,99,1,564,2,1779,4,3397,0,20,382,1749,0,0,23704,0,3,3,0,3,5,1,-1,0,0,-1,0,0
8400,8409,2510,3,0,97,0,554,3,1767,4,3527,0,20,400,1828,0,0,24276,0,3,5,0,3,5,1,-1,0,0,-1,0,0
8600,8609,2572,3,0,102,0,577,6,1848,6,3590,0,20,361,1832,0,0,24857,0,3,6,0,3,8,1,-1,0,0,-1,0,0
8800,8809,2631,3,0,101,0,593,3,1832,5,3679,0,20,370,1814,0,0,25451,0,3,4,0,3,5,1,3,4,0,-1,0,0
9000,9009,2692,3,0,101,0,585,5,1822,5,3721,0,20,400,1838,0,0,26043,0,3,2,0,3,6,1,3,1,0,-1,0,0
9200,9209,2744,3,0,103,1,587,6,1857,3,3826,0,20,397,1878,0,0,26631,0,3,7,0,3,3,1,3,4,0,-1,0,0
9400,9409,2807,3,1,99,2,587,3,1870,4,3880,0,20,401,1869,0,0,27218,0,3,4,0,3,5,1,3,7,0,-1,0,0
9600,9609,2866,3,0,100,0,594,0,1937,4,4031,0,20,405,1926,0,0,27790,0,3,4,0,3,4,1,3,5,0,-1,0,0
9800,9809,2933,3,0,102,0,590,4,1959,4,4084,0,20,406,1950,0,0,28375,0,3,2,0,3,3,1,3,2,0,-1,0,0
10000,10009,2992,3,0,102,1,591,4,1993,5,4232,0,20,434,2030,0,0,28939,0,3,5,0,3,4,1,3,2,0,-1,0,0
10200,10209,3055,3,0,98,1,586,4,2023,6,4327,0,20,432,2029,0,0,29520,0,3,1,0,3,6,1,3,4,0,-1,0,0
10400,10409,3112,3,0,101,0,623,8,2071,12,4369,0,20,398,2040,0,0,30102,0,3,3,0,3,7,1,3,2,0,-1,0,0
10600,10609,3162,3,0,101,0,617,2,2078,8,4486,0,20,410,2065,0,0,30687,0,3,3,0,3,3,1,3,5,0,-1,0,0
10800,10809,3216,3,0,100,0,602,5,2082,14,4555,0,20,403,2071,0,0,31278,0,3,5,0,3,4,0,3,5,0,-1,0,0
11000,11009,3274,3,0,103,1,626,6,2098,15,4641,0,20,469,2131,0,0,31856,0,3,6,0,3,4,0,3,2,1,-1,0,0
11200,11209,3332,3,0,99,0,614,2,2106,15,4717,0,20,436,2142,0,0,32434,0,3,2,0,3,1,0,3,6,1,3,4,0
11400,11409,3396,3,1,102,0,602,3,2124,11,4764,0,20,417,2170,0,0,33015,0,3,1,0,3,6,0,3,5,1,3,0,0
11600,11609,3461,3,0,99,0,618,5,2142,13,4810,0,20,434,2179,0,0,33601,0,3,1,0,3,3,0,3,3,1,3,3,0
11800,11809,3513,3,0,99,1,612,6,2207,16,4949,0,20,454,2226,0,0,34169,0,3,6,0,3,2,0,3,2,1,3,4,0
12000,12009,3570,3,0,104,0,631,5,2199,9,4983,0,20,446,2192,0,0,34756,0,3,4,0,3,5,0,3,3,1,3,1,0
12200,12209,3629,3,0,102,0,634,3,2237,14,5070,0,20,412,2264,0,0,35347,0,3,4,0,3,3,0,3,5,1,3,3,0
12400,12409,3676,3,0,100,0,618,4,2232,15,5136,0,20,501,2268,0,0,35935,0,3,2,0,3,4,0,3,3,1,3,1,0
12600,12609,3732,3,0,100,1,622,5,2266,13,5190,0,20,427,2224,0,0,36526,0,3,3,0,3,3,0,3,5,1,3,2,0
12800,12809,3781,3,1,103,1,620,2,2204,12,5254,0,20,427,2257,0,0,37116,0,4,3,0,3,3,0,3,4,1,3,3,0
13000,13009,3840,3,0,102,0,630,4,2267,13,5295,0,20,445,2231,0,0,37711,0,4,3,0,3,2,0,3,6,1,3,1,0
13200,13209,3907,3,1,99,2,621,3,2275,11,5382,0,20,488,2256,0,0,38299,0,4,2,0,3,4,0,3,5,1,3,2,0
13400,13409,3968,3,0,103,0,628,6,2319,12,5480,0,20,523,2321,0,0,38878,0,4,5,0,3,4,0,3,3,1,3,3,0
13600,13609,4030,3,1,102,0,640,2,2312,9,5619,0,20,451,2327,0,0,39459,0,4,4,0,3,3,0,3,5,1,3,4,0
13800,13809,4102,3,0,99,2,643,5,2316,11,5653,0,20,519,2357,0,0,40043,0,4,2,0,3,2,0,3,4,0,3,4,0
14000,14009,4163,3,0,99,0,630,1,2410,13,5795,0,20,498,2386,0,0,40617,0,4,5,0,3,7,0,3,3,0,3,0,1
14200,14209,4225,3,0,102,0,624,3,2398,10,5844,0,20,462,2375,0,0,41205,0,4,2,0,3,5,0,3,0,0,3,4,1
