step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,56,-1,0,57,0,105,0,119,0,119,0,10,13,116,0,0,571,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,119,-1,0,67,0,158,0,198,0,206,0,16,48,197,0,0,1148,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,177,-1,0,77,0,219,0,304,0,333,0,18,56,303,0,0,1701,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,244,-1,0,80,0,254,0,373,0,419,0,20,79,379,0,0,2268,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,309,-1,0,82,0,273,0,427,0,489,0,20,99,440,0,0,2845,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,366,-1,0,88,0,299,0,496,0,580,0,20,115,502,1,2,3422,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,440,-1,0,88,0,340,0,568,0,665,0,20,121,562,3,6,3993,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,504,-1,0,87,0,348,0,616,0,753,0,20,128,631,2,4,4559,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,563,3,0,89,2,354,8,675,11,835,0,20,138,678,3,6,5152,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,625,3,1,90,6,374,8,754,9,949,0,20,161,758,2,4,5719,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,688,3,0,93,4,422,8,846,9,1058,0,20,159,836,1,2,6266,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,751,3,0,95,4,421,8,878,5,1126,0,20,155,877,4,8,6858,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,806,3,1,92,6,445,8,921,5,1222,0.0129,20,193,919,5,10,7453,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,865,3,0,97,3,436,3,968,7,1291,0.0239,20,185,967,3,6,8039,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,921,3,1,96,1,443,3,983,3,1374,0.0336,20,188,987,3,6,8634,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,977,3,0,94,4,464,6,1047,5,1464,0.026,20,212,1018,4,8,9228,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,1021,3,1,96,2,479,4,1082,3,1522,0.0624,20,218,1076,4,8,9819,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1069,5,0,96,1,457,11,1141,11,1640,0.0683,20,244,1134,3,6,10412,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1143,7,0,94,2,495,15,1181,18,1704,0.0844,20,251,1165,2,4,10984,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4000,4009,1217,9,0,97,6,507,13,1248,20,1800,0.0977,20,250,1239,4,8,11555,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
4200,4209,1273,11,1,95,4,513,14,1238,20,1862,0.1246,20,259,1248,4,8,12148,1,3,4,0,-1,0,0,-1,0,0,-1,0,0
4400,4409,1345,13,2,102,8,527,17,1296,20,1958,0.1053,20,268,1277,3,6,12728,1,3,3,0,-1,0,0,-1,0,0,-1,0,0
