step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,44,-1,0,62,0,117,0,132,0,136,0,15,25,130,0,0,585,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,98,-1,0,73,0,179,0,236,0,250,0,19,57,237,0,0,1161,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,163,-1,0,77,0,221,0,307,0,338,0,19,70,310,0,0,1735,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,226,-1,0,77,0,250,0,377,0,417,0,20,70,375,0,0,2312,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,290,-1,0,83,0,272,0,449,0,508,0,20,90,443,1,2,2893,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,347,-1,0,85,0,303,0,508,0,612,0,20,97,507,1,2,3464,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,412,-1,0,85,0,320,0,569,0,693,0,20,100,562,1,2,4052,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,480,-1,0,88,0,353,0,635,0,793,0,20,127,636,1,2,4620,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,528,3,0,92,2,365,6,704,12,871,0,20,141,695,2,4,5209,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,572,3,1,89,2,384,6,762,11,972,0,20,148,755,2,4,5798,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,635,3,0,89,2,385,9,809,9,1054,0,20,152,809,2,4,6382,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,687,3,2,92,0,413,7,859,8,1143,0.0129,20,167,840,2,4,6972,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,744,3,0,93,4,417,3,875,7,1215,0.034,20,168,893,4,8,7562,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,787,5,2,92,2,411,11,922,11,1289,0.0715,20,167,939,3,6,8156,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,848,7,0,93,6,434,14,956,12,1361,0.0728,20,200,956,3,6,8745,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3200,3209,909,10,1,92,5,448,13,1004,12,1443,0.113,20,191,1003,5,10,9323,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3400,3409,971,12,1,92,5,436,15,1041,18,1518,0.105,20,208,1030,4,8,9917,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3600,3609,1031,14,0,90,7,454,16,1059,19,1621,0.1207,20,219,1089,3,6,10502,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3800,3809,1097,16,1,93,7,475,15,1122,19,1689,0.1145,20,217,1107,3,6,11094,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
