step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,61,-1,0,57,0,103,0,114,0,118,0,13,22,116,0,0,576,0
400,409,122,-1,0,70,0,164,0,203,0,212,0,15,29,204,0,0,1124,0
600,609,185,-1,0,76,0,203,0,280,0,299,0,18,54,274,0,0,1698,0
800,809,256,-1,0,81,0,244,0,353,0,395,0,20,67,351,0,0,2259,0
1000,1009,305,-1,0,86,0,289,0,455,0,510,0,20,93,452,1,2,2822,0
1200,1209,350,-1,0,85,0,324,0,531,0,613,0,20,113,541,1,2,3407,0
1400,1409,399,-1,0,91,0,345,0,604,0,722,0,20,131,615,3,6,3991,0
1600,1609,457,-1,0,90,0,361,0,672,0,825,0,20,114,668,3,6,4581,0
1800,1809,514,-1,0,89,0,371,0,708,0,902,0,20,149,706,1,2,5167,0
2000,2009,580,-1,0,88,0,381,0,748,0,991,0,20,132,755,10,20,5766,0
2200,2209,632,-1,0,91,0,395,0,810,0,1072,0,20,147,810,2,4,6357,0
2400,2409,694,-1,0,94,0,409,0,865,0,1138,0,20,153,851,6,12,6954,0
2600,2609,746,-1,0,94,0,410,0,889,0,1228,0,20,181,883,15,30,7573,0
2800,2809,809,-1,0,91,0,428,0,956,0,1331,0,20,190,961,13,26,8149,0
3000,3009,863,3,0,95,2,451,5,1014,8,1446,0,20,215,1016,6,12,8733,0
3200,3209,915,3,0,97,5,472,7,1081,8,1559,0,20,228,1095,7,14,9319,0
3400,3409,972,3,1,98,1,488,5,1162,13,1678,0,20,214,1162,13,26,9906,0
3600,3609,1034,3,0,100,2,487,7,1200,12,1772,0,20,236,1217,13,26,10503,0
3800,3809,1090,3,0,97,4,504,8,1242,10,1840,0,20,241,1224,7,14,11094,0
4000,4009,1144,3,1,97,3,513,6,1255,9,1896,0,20,263,1263,14,28,11715,0
4200,4209,1213,3,0,94,4,513,4,1278,7,1951,0,20,267,1286,16,32,12331,0
4400,4409,1274,3,1,97,0,502,3,1292,8,2022,0,20,271,1321,15,30,12952,0
4600,4609,1326,3,1,97,1,526,4,1316,8,2118,0,20,290,1332,16,32,13570,0
4800,4809,1387,3,0,99,2,531,6,1376,9,2209,0,20,306,1419,14,28,14175,0
5000,5009,1444,3,0,99,1,535,5,1415,7,2288,0,20,288,1384,8,16,14777,0
5200,5209,1496,3,1,96,1,536,2,1451,7,2373,0,20,282,1435,7,14,15373,0
5400,5409,1548,3,1,100,0,530,3,1502,3,2457,0,20,307,1490,8,16,15970,0
5600,5609,1609,3,0,97,0,553,3,1498,5,2535,0,20,299,1485,8,16,16576,0
5800,5809,1650,3,0,98,0,546,3,1521,1,2636,0,20,308,1541,17,34,17206,0
6000,6009,1721,3,0,97,0,538,0,1576,3,2687,0,20,342,1562,19,38,17831,0
6200,6209,1777,3,1,103,1,543,2,1589,2,2746,0,20,329,1580,13,26,18445,0
6400,6409,1840,3,0,102,2,565,2,1615,5,2853,0,20,314,1613,15,30,19058,0
6600,6609,1898,3,0,101,1,558,4,1655,3,2922,0,20,340,1649,14,28,19679,0
6800,6809,1959,3,0,102,2,561,3,1644,2,2995,0,20,360,1651,14,28,20298,0
7000,7009,2020,3,0,99,0,559,5,1698,4,3067,0,20,344,1684,14,28,20913,0
7200,7209,2090,3,0,95,0,561,4,1700,5,3117,0,20,392,1704,12,24,21517,0
7400,7409,2146,3,0,96,1,561,1,1717,4,3175,0,20,369,1735,14,28,22133,0
7600,7609,2208,3,0,99,2,578,2,1760,1,3242,0,20,361,1707,16,32,22753,0
7800,7809,2274,3,1,98,0,594,3,1750,1,3339,0,20,377,1796,18,36,23361,0
8000,8009,2346,3,0,99,1,601,5,1800,3,3411,0,20,397,1823,18,36,23985,0
8200,8209,2415,3,1,100,2,592,1,1829,2,3500,0,20,395,1839,20,40,24606,0
8400,8409,2489,3,0,101,0,584,3,1866,5,3615,0,20,393,1852,29,58,25222,0
8600,8609,2543,3,0,100,2,597,2,1914,3,3693,0,20,420,1916,25,50,25846,0
8800,8809,2608,3,0,99,1,609,0,1916,2,3759,0,20,382,1952,24,48,26476,0
9000,9009,2670,3,0,98,1,598,1,1926,1,3794,0,20,389,1934,24,48,27114,0
9200,9209,2729,3,0,101,0,618,1,1950,2,3843,0,20,374,1921,25,50,27753,0
9400,9409,2779,3,0,100,0,605,2,1944,2,3915,0,20,399,1965,23,46,28391,0
9600,9609,2851,3,0,105,3,596,3,2003,2,3999,0,20,398,1977,21,42,29013,0
9800,9809,2905,3,0,100,0,616,3,2017,2,4068,0,20,407,1973,20,40,29644,0
10000,10009,2963,3,0,100,0,605,1,2011,2,4107,0,20,412,2026,24,48,30286,0
10200,10209,3024,3,0,103,1,613,1,2004,2,4179,0,20,430,2014,25,50,30924,0
10400,10409,3080,3,0,101,2,616,4,2077,4,4241,0.0046,20,421,2072,25,50,31559,0
10600,10609,3141,3,1,101,1,611,0,2042,0,4269,0,20,400,2035,41,82,32231,0
10800,10809,3195,3,0,101,0,613,2,2070,8,4305,0,20,457,2107,42,84,32905,0
11000,11009,3253,3,0,104,0,613,4,2075,1,4401,0,20,415,2087,48,96,33591,0
11200,11209,3312,3,1,100,0,630,0,2074,2,4456,0,20,436,2056,43,86,34271,0
11400,11409,3367,3,0,102,0,590,2,2095,2,4502,0.0487,20,438,2114,30,60,34922,0
11600,11609,3425,3,0,103,1,619,3,2064,4,4553,0.025,20,432,2063,26,52,35571,0
11800,11809,3483,3,0,104,1,608,1,2109,2,4606,0.0064,20,410,2123,31,62,36217,0
12000,12009,3549,3,1,101,1,633,2,2110,3,4670,0,20,469,2148,45,90,36900,0
12200,12209,3604,3,0,100,2,618,2,2140,1,4746,0,20,445,2157,42,84,37572,0
12400,12409,3667,3,0,102,0,622,3,2126,3,4800,0,20,463,2132,40,80,38234,0
12600,12609,3731,3,0,102,1,628,1,2187,3,4875,0,20,495,2216,39,78,38904,0
12800,12809,3794,3,1,101,0,630,0,2227,3,4933,0,20,442,2207,42,84,39569,0
13000,13009,3847,3,0,100,1,649,3,2246,1,5003,0,20,462,2246,37,74,40239,0
13200,13209,3906,3,0,102,1,632,2,2224,6,5074,0.0425,20,447,2208,34,68,40896,0
13400,13409,3974,3,0,104,0,642,3,2231,4,5166,0.0206,20,521,2255,35,70,41550,0
13600,13609,4041,5,0,102,0,635,5,2226,10,5192,0.0484,20,481,2277,46,92,42231,1
13800,13809,4099,7,0,105,0,642,9,2263,13,5246,0.0609,20,470,2259,38,76,42892,1
14000,14009,4161,9,0,103,0,642,6,2272,15,5256,0.0546,20,497,2290,38,76,43550,1
14200,14209,4221,11,0,101,3,652,9,2303,11,5364,0.0473,20,468,2296,45,90,44222,1
