degree,count
3,4357
4,1629
5,899
6,580
7,390
8,313
9,207
10,165
11,140
12,110
13,107
14,86
15,78
16,63
17,58
18,53
19,38
20,35
21,21
22,31
23,24
24,32
25,18
26,34
27,26
28,23
29,21
30,15
31,14
32,16
33,16
34,17
35,14
36,20
37,7
38,12
39,9
40,7
41,8
42,8
43,11
44,9
45,9
46,11
47,4
48,12
49,8
50,7
51,8
52,5
53,3
54,5
55,7
56,3
57,4
58,2
59,2
60,8
61,11
62,2
63,5
64,1
65,5
66,6
67,3
68,7
69,5
70,4
71,8
72,2
73,4
74,1
75,5
76,1
77,1
78,1
79,2
80,1
83,1
84,1
85,1
86,5
87,3
88,4
89,1
90,2
95,2
96,1
97,2
98,2
99,2
100,6
101,4
103,3
104,2
107,1
108,1
109,2
110,1
114,1
118,1
119,1
120,1
121,3
122,2
124,2
125,1
127,1
128,1
129,1
130,1
134,3
137,1
138,2
139,1
144,1
145,1
146,2
150,2
152,2
154,2
156,1
158,1
161,1
162,1
163,1
167,1
171,1
174,1
176,1
177,1
183,1
193,1
199,1
209,1
211,1
213,1
215,1
223,1
232,1
243,1
272,1
274,1
277,1
282,1
289,1
294,1
301,2
305,2
319,1
355,1
360,1
386,1
440,1
491,1
694,1
