degree,count
3,4417
4,1606
5,857
6,540
7,358
8,277
9,231
10,173
11,146
12,127
13,104
14,85
15,80
16,79
17,66
18,54
19,50
20,44
21,39
22,32
23,31
24,24
25,25
26,29
27,27
28,23
29,16
30,19
31,22
32,20
33,23
34,20
35,12
36,13
37,10
38,16
39,7
40,11
41,10
42,12
43,8
44,9
45,9
46,4
47,8
48,10
49,10
50,8
51,6
52,9
53,5
54,1
55,5
56,4
57,1
58,4
59,3
60,5
61,1
62,1
63,1
64,3
65,10
66,2
67,2
68,2
70,2
71,4
72,2
73,3
74,6
75,3
76,3
77,3
78,1
79,1
80,4
81,2
82,2
83,2
85,4
86,5
87,3
89,2
90,1
91,1
92,3
93,1
94,1
95,1
97,1
98,3
99,2
101,3
102,2
103,2
105,3
106,1
108,2
109,1
110,1
112,1
114,2
115,1
119,1
120,1
121,2
122,1
123,1
125,1
127,2
128,2
129,1
132,1
136,1
141,1
142,1
143,1
145,1
148,1
150,1
153,1
154,1
155,1
157,1
160,1
161,1
162,1
163,3
181,1
182,2
184,3
193,1
194,1
195,1
214,1
224,1
230,1
238,1
244,1
245,1
247,2
264,1
269,1
271,1
272,1
310,1
317,1
324,1
341,1
352,1
353,1
478,1
495,1
615,1
