degree,count
3,4132
4,1531
5,906
6,560
7,391
8,272
9,227
10,190
11,154
12,119
13,108
14,94
15,92
16,86
17,75
18,70
19,72
20,57
21,60
22,42
23,51
24,43
25,38
26,29
27,29
28,28
29,31
30,25
31,16
32,9
33,22
34,13
35,17
36,20
37,14
38,13
39,9
40,11
41,8
42,10
43,8
44,13
45,3
46,11
47,9
48,5
49,7
50,5
51,11
52,8
53,10
54,4
55,6
56,9
57,4
58,5
59,4
60,4
61,4
62,7
63,4
64,2
65,9
66,5
67,4
68,1
69,4
70,1
71,2
72,2
73,2
74,1
75,1
76,2
77,3
78,2
79,1
80,3
81,2
82,2
83,6
84,2
85,2
86,3
87,2
88,3
89,4
90,4
91,5
92,2
93,1
94,2
95,3
96,2
97,2
99,1
100,2
101,4
103,2
104,2
105,1
106,1
107,2
108,4
109,1
110,3
111,1
112,2
114,2
115,1
116,4
118,1
119,1
120,1
122,2
125,1
126,2
127,2
129,1
130,3
131,2
132,4
133,1
135,2
136,2
144,1
145,1
146,1
147,1
149,1
152,2
155,1
159,2
160,1
162,1
163,2
165,1
167,1
168,1
170,1
172,1
173,1
178,2
182,1
184,1
185,1
189,1
195,1
196,1
197,1
205,1
217,1
218,1
245,1
257,1
259,1
260,1
261,1
300,1
303,1
306,1
316,1
386,1
415,1
471,1
536,1
598,1
