degree,count
3,5131
4,1812
5,856
6,574
7,302
8,225
9,161
10,127
11,98
12,82
13,60
14,51
15,50
16,45
17,38
18,42
19,22
20,14
21,24
22,17
23,13
24,11
25,11
26,12
27,11
28,8
29,7
30,17
31,4
32,5
33,5
34,5
35,2
36,8
37,7
38,8
39,3
40,2
41,6
42,4
43,2
44,4
45,3
46,3
47,3
48,3
49,1
50,6
51,3
52,3
53,4
54,3
55,5
56,2
57,3
58,2
59,1
60,3
61,3
63,1
64,1
66,2
67,2
69,1
70,2
73,2
74,1
75,1
76,1
77,1
78,1
79,1
82,1
84,1
87,1
89,1
90,2
92,3
93,1
94,1
97,1
100,1
104,1
107,1
109,1
114,1
120,1
138,1
139,1
144,2
151,1
154,1
156,1
185,1
197,1
213,1
228,1
242,1
259,1
285,1
296,1
307,1
314,1
324,1
345,1
361,1
363,1
402,1
473,2
475,1
505,1
579,1
604,1
643,1
746,1
751,1
753,1
825,1
945,1
1044,1
1812,1
1890,1
2777,1
4228,1
