degree,count
3,4515
4,1610
5,917
6,554
7,377
8,280
9,245
10,168
11,129
12,109
13,93
14,70
15,79
16,57
17,45
18,59
19,43
20,28
21,37
22,26
23,29
24,25
25,18
26,21
27,24
28,17
29,23
30,16
31,17
32,13
33,12
34,11
35,16
36,12
37,10
38,9
39,11
40,9
41,10
42,3
43,6
44,9
45,11
46,5
47,6
48,3
49,4
50,7
51,3
52,8
53,10
54,7
55,3
56,5
57,3
58,4
59,5
60,6
61,5
62,4
63,5
64,2
65,2
66,2
67,6
68,4
69,3
71,4
72,6
73,2
74,4
75,4
76,3
77,1
78,1
79,2
80,1
81,3
82,1
83,2
85,2
86,1
87,1
89,2
90,2
91,2
92,1
93,1
95,1
96,2
98,2
99,1
100,3
102,1
105,2
108,2
109,3
112,2
113,2
114,2
115,1
116,2
117,3
118,1
120,2
125,1
127,2
128,3
129,1
132,1
139,1
142,1
144,1
154,1
162,1
163,2
166,1
168,1
169,1
171,1
173,1
178,1
183,1
190,1
191,1
196,1
204,1
216,1
225,3
227,1
230,1
232,1
240,1
251,1
258,1
260,1
265,1
279,1
280,1
378,1
430,1
448,1
453,1
463,1
473,1
480,1
539,1
