degree,count
3,4434
4,1616
5,886
6,590
7,392
8,282
9,228
10,168
11,141
12,117
13,88
14,92
15,75
16,65
17,50
18,64
19,54
20,55
21,39
22,31
23,25
24,22
25,25
26,25
27,30
28,19
29,18
30,14
31,18
32,15
33,14
34,6
35,11
36,9
37,14
38,10
39,7
40,9
41,5
42,7
43,9
44,8
45,4
46,6
47,5
48,3
49,7
50,1
51,10
52,5
53,2
54,4
55,2
56,4
57,2
58,3
59,5
60,5
61,5
62,3
63,3
64,4
65,3
66,2
67,2
68,3
69,5
70,3
71,5
72,5
74,4
75,2
76,2
77,1
78,1
79,1
80,3
81,2
82,1
83,2
85,1
87,2
88,1
90,1
91,2
92,1
93,3
94,1
95,2
97,3
102,1
103,1
105,1
108,1
109,2
110,1
111,1
113,1
114,1
115,2
117,3
121,1
122,3
123,1
125,1
128,2
131,1
132,1
134,1
138,1
139,2
140,1
142,1
143,2
144,1
145,1
146,1
150,1
151,1
152,1
158,1
159,1
161,1
165,1
166,1
168,1
170,1
174,1
177,1
184,1
189,1
192,1
193,4
195,1
200,1
202,1
203,1
210,1
242,1
243,1
244,1
249,1
254,1
288,1
326,1
335,1
336,1
377,1
378,1
391,1
420,1
422,1
471,1
474,1
512,1
