degree,count
3,6724
4,2466
5,1358
6,879
7,572
8,412
9,300
10,245
11,216
12,158
13,144
14,134
15,102
16,88
17,74
18,84
19,57
20,68
21,50
22,48
23,45
24,33
25,32
26,25
27,43
28,27
29,22
30,26
31,25
32,12
33,18
34,11
35,18
36,20
37,15
38,17
39,13
40,16
41,11
42,15
43,10
44,11
45,9
46,13
47,9
48,11
49,10
50,4
51,10
52,9
53,11
54,5
55,8
56,6
57,8
58,3
59,10
60,4
61,5
62,3
63,2
64,6
65,6
66,9
67,6
68,6
69,3
70,2
71,4
72,3
73,1
74,7
75,3
76,6
77,6
78,4
79,4
80,4
81,4
82,1
83,2
84,2
86,6
87,4
91,3
92,1
93,1
94,2
95,5
96,2
97,3
98,1
100,3
101,1
102,2
103,2
104,1
105,5
106,1
108,3
109,1
110,1
115,1
116,1
117,3
119,2
121,1
126,1
128,1
131,1
132,1
133,1
134,1
135,2
137,1
139,2
140,1
142,1
143,3
144,1
147,1
148,2
149,2
151,1
152,1
153,2
157,2
158,1
159,1
161,1
171,1
172,1
175,1
178,1
182,1
184,1
187,1
190,2
194,1
196,2
201,1
202,1
208,1
213,1
215,1
216,1
227,1
230,1
244,2
246,1
247,1
249,1
254,1
259,1
269,1
277,2
283,2
288,1
295,1
299,1
307,1
308,1
311,1
322,1
324,1
328,1
330,1
348,1
365,1
380,1
428,1
451,1
478,1
510,1
577,1
616,1
