degree,count
3,6638
4,2401
5,1353
6,851
7,595
8,426
9,314
10,256
11,201
12,188
13,156
14,140
15,122
16,94
17,88
18,77
19,70
20,53
21,65
22,51
23,41
24,33
25,36
26,40
27,26
28,22
29,24
30,27
31,25
32,24
33,25
34,22
35,19
36,20
37,20
38,14
39,14
40,11
41,21
42,15
43,11
44,13
45,13
46,10
47,8
48,7
49,9
50,11
51,8
52,7
53,8
54,5
55,7
56,8
57,9
58,4
59,7
60,7
61,9
63,5
64,4
65,8
66,10
67,5
68,4
69,4
70,7
71,3
72,4
73,5
74,3
75,1
76,1
77,8
78,1
79,3
80,4
81,3
82,6
83,2
84,1
85,2
86,4
87,2
88,1
89,1
90,1
91,4
93,2
94,5
95,1
96,1
97,1
99,2
100,2
101,2
102,2
103,2
104,3
106,2
107,1
108,2
109,1
110,2
111,1
112,4
113,2
114,1
115,3
117,2
118,3
119,1
120,1
121,1
123,1
125,3
129,1
130,1
131,2
132,1
133,4
138,1
141,3
145,1
147,1
149,2
151,2
153,2
154,1
156,1
158,1
159,2
162,1
163,1
164,1
166,1
169,1
173,1
182,1
194,1
195,2
196,1
197,1
216,1
219,1
222,1
235,2
238,2
239,1
243,1
246,1
248,1
255,1
264,1
278,1
297,1
310,1
323,1
326,1
328,1
331,1
378,2
418,1
425,1
453,2
455,1
460,1
529,1
612,1
695,1
725,1
760,1
