step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0
400,409,126,-1,0,70,0,164,0,200,0,210,0,15,45,201,0,0,1132,0
600,609,184,-1,0,79,0,226,0,294,0,317,0,15,54,293,0,0,1695,0
800,809,243,-1,0,82,0,256,0,372,0,412,0,20,79,376,0,0,2262,0
1000,1009,294,-1,0,86,0,277,0,452,0,499,0,19,86,452,2,4,2842,0
1200,1209,351,-1,0,91,0,317,0,525,0,598,0,20,106,519,2,4,3412,0
1400,1409,411,-1,0,85,0,344,0,592,0,710,0,20,111,598,1,2,3985,0
1600,1609,476,-1,0,92,0,346,0,645,0,786,0,20,134,648,1,2,4559,0
1800,1809,544,-1,0,92,0,367,0,687,0,864,0,20,131,684,2,4,5146,0
2000,2009,599,-1,0,92,0,374,0,742,0,943,0,20,144,734,2,4,5728,0
2200,2209,661,-1,0,91,0,392,0,774,0,1020,0,20,161,760,1,2,6312,0
2400,2409,725,-1,0,89,0,394,0,818,0,1106,0,20,173,815,3,6,6904,0
2600,2609,792,-1,0,93,0,403,0,862,0,1189,0,20,174,851,3,6,7495,0
2800,2809,849,-1,0,94,0,420,0,915,0,1280,0,20,191,903,3,6,8082,0
3000,3009,902,3,0,92,1,430,8,950,8,1359,0,20,206,947,1,2,8672,0
3200,3209,966,3,0,94,1,442,5,1000,4,1487,0,20,202,1007,1,2,9238,0
3400,3409,1027,3,0,96,2,454,6,1044,10,1562,0,20,200,1032,2,4,9830,0
3600,3609,1091,3,0,96,3,435,6,1069,7,1632,0,20,208,1069,1,2,10410,0
3800,3809,1152,3,0,96,2,454,4,1145,10,1728,0,20,208,1108,1,2,10994,0
4000,4009,1208,3,0,96,4,463,8,1164,5,1806,0,20,227,1147,4,8,11584,0
4200,4209,1260,3,1,94,0,468,7,1153,7,1874,0,20,242,1177,4,8,12185,0
4400,4409,1318,3,0,97,1,477,4,1204,3,1939,0,20,242,1217,3,6,12782,0
4600,4609,1373,3,0,97,1,487,5,1231,7,2015,0,20,228,1238,2,4,13375,0
4800,4809,1423,3,0,98,2,468,6,1281,4,2104,0,20,247,1242,1,2,13965,0
5000,5009,1482,3,0,92,1,484,4,1315,8,2215,0,20,246,1308,2,4,14544,0
5200,5209,1553,3,0,98,2,501,5,1379,5,2303,0,20,257,1351,6,12,15130,0
5400,5409,1607,3,0,97,1,506,4,1380,8,2383,0,20,273,1383,6,12,15724,0
5600,5609,1660,3,0,99,0,506,5,1399,9,2456,0.036,20,294,1401,6,12,16330,0
5800,5809,1729,3,0,96,2,511,4,1483,6,2598,0.0281,20,300,1508,4,8,16901,0
6000,6009,1783,3,0,97,2,538,4,1501,7,2652,0.0218,20,309,1502,4,8,17501,0
6200,6209,1845,3,0,100,0,521,3,1493,4,2741,0.0167,20,322,1520,3,6,18086,0
6400,6409,1912,3,1,99,3,541,3,1567,1,2822,0.0127,20,334,1545,5,10,18681,0
6600,6609,1975,3,0,96,1,538,0,1563,7,2862,0.0095,20,303,1532,4,8,19273,0
