degree,count
3,4412
4,1592
5,895
6,519
7,437
8,298
9,229
10,188
11,126
12,138
13,111
14,82
15,79
16,59
17,55
18,64
19,52
20,37
21,33
22,45
23,33
24,30
25,21
26,23
27,21
28,17
29,20
30,20
31,14
32,19
33,5
34,9
35,11
36,11
37,11
38,15
39,9
40,10
41,7
42,5
43,8
44,7
45,8
46,5
47,8
48,7
49,2
50,4
51,8
52,4
53,5
54,5
55,4
56,5
57,3
58,1
59,3
60,4
61,4
62,6
63,6
64,3
65,1
66,4
67,1
68,3
69,2
70,1
72,1
73,1
74,3
75,3
77,1
78,1
79,5
80,1
81,1
82,2
83,3
84,6
85,2
86,3
87,1
89,2
90,2
91,1
93,3
94,2
95,3
96,1
99,1
100,2
102,2
103,1
104,3
106,1
107,2
108,2
110,1
113,2
114,2
115,1
118,1
121,3
122,1
123,1
125,2
126,2
128,1
131,2
132,1
133,1
135,1
139,3
143,1
144,1
148,1
150,1
153,1
156,1
162,1
164,1
166,1
170,2
177,1
180,1
188,1
201,1
202,1
204,1
205,1
206,1
226,1
231,1
232,1
237,1
248,1
261,1
269,1
274,1
292,1
298,1
309,1
374,1
387,1
397,1
425,1
426,1
430,1
454,1
483,1
493,1
509,1
